OBJECTID,All_Bridges_2008April_BDEPT,All_Bridges_2008April_BIN,All_Bridges_2008April_Health_Index,All_Bridges_2008April_Item_6A,All_Bridges_2008April_Item_7,All_Bridges_2008April_Item___8_Bridge_Cat,All_Bridges_2008April_Item___8_Owner,All_Bridges_2008April_Item__16A,All_Bridges_2008April_Item__16B,All_Bridges_2008April_Item__16C,All_Bridges_2008April_Item__17A,All_Bridges_2008April_Item__17B,All_Bridges_2008April_Item__17C,All_Bridges_2008April_Item__26,All_Bridges_2008April_Item__28A,All_Bridges_2008April_Item__29,All_Bridges_2008April_Item__49,All_Bridges_2008April_Item__52,All_Bridges_2008April_Item__58,All_Bridges_2008April_Item_104,All_Bridges_2008April_Posting_2_Axle,All_Bridges_2008April_Posting_3_Axle,All_Bridges_2008April_Posting_5_Axle,All_Bridges_2008April_Struct_Def,All_Bridges_2008April_Town_Name,All_Bridges_2008April_RPA
252,B21059,34U,0.757,ST  3 NB,HWY   RAMP L NB ON,NBI,MHD,42,13,36,71,1,18,12,2,36100,44.5,9.5,7,TRUE,0,0,0,FALSE,Braintree,MAPC
253,B21060,34V,0.7322,HWY   RAMP C (Q ADAMS),ST  3 SB,NBI,MHD,42,13,42,71,1,18,12,4,137000,25.4,17.7,5,TRUE,0,0,0,FALSE,Braintree,MAPC
254,B21063,34W,0.9818,ST  3 & RAMPS C&F,HWY   RAMP CC,NBI,MHD,42,13,36,71,1,18,12,2,24000,101.5,10.8,7,TRUE,0,0,0,FALSE,Braintree,MAPC
255,B21064,34X,0.7486,HWY   RAMP B NB QA ON RP,HWY   RAMP F,NBI,MHD,42,13,36,71,1,18,12,2,14800,41.5,9.5,7,TRUE,0,0,0,FALSE,Braintree,MAPC
256,B21066,34Y,1,WATER TOWN BROOK,ST  3 & RAMPS,NBI,MHD,42,13,36.10559845,71,0,33.2712,12,13,140000,6.7,0,N,TRUE,0,0,0,FALSE,Braintree,MAPC
257,W32025,350,0.9698,HWY   PLEASANT ST,ST  3 SB,NBI,MHD,42,11,12.82199955,70,56,2.49,12,3,60000,20.7,17.6,7,TRUE,0,0,0,FALSE,Weymouth,MAPC
258,W32026,351,0.9666,HWY   PLEASANT ST,ST  3 NB,NBI,MHD,42,11,15.11520004,70,56,1.1616,12,3,106200,18.6,13.4,6,TRUE,0,0,0,FALSE,Weymouth,MAPC
259,W32027,353,1,WATER MILL RIVER,ST  3,NBI,MHD,42,11,39.67079926,70,57,26.4096,12,8,145000,9.1,46.9,N,TRUE,0,0,0,FALSE,Weymouth,MAPC
260,W32030,354,1,WATER MILL RIVER,ST  3 RAMPS D&E,NBI,MHD,42,11,35.53079987,70,57,29.2212,12,2,23700,9.1,29.6,N,TRUE,0,0,0,FALSE,Weymouth,MAPC
261,W32021,355,0.6461,HWY   SUMMER ST,ST  3,NBI,MHD,42,11,57.09479904,70,58,14.8008,12,6,141500,19.1,35.5,7,TRUE,0,0,0,FALSE,Weymouth,MAPC
262,B21048,356,0.7021,ST 37 GRANITE ST,I  93 NB/US1NB,NBI,MHD,42,13,21.74160004,71,1,52.3668,11,4,192000,32.3,22,7,TRUE,0,0,0,FALSE,Braintree,MAPC
263,B21029,357,0.5499,I  93 NB,I  93 SB CONNECTOR,NBI,MHD,42,13,37.29719925,71,1,14.2572,12,3,202000,20.4,14.2,7,TRUE,0,0,0,FALSE,Braintree,MAPC
264,R01009,358,0.9022,ST 28 N MAIN ST,I  93 NB/US1NB,NBI,MHD,42,12,18.33839989,71,3,55.0764,11,5,196000,49.7,22,6,TRUE,0,0,0,FALSE,Randolph,MAPC
265,R01005,359,0.7344,ST 24 NB,I  93 NB/US1SB,NBI,MHD,42,12,8.4708004,71,4,53.2668,11,3,196700,64.6,17.7,5,TRUE,0,0,0,FALSE,Randolph,MAPC
266,R01007,35A,0.9087,ST 24 SB,I  93 NB/US1NB,NBI,MHD,42,12,9.547200203,71,4,42.024,11,3,195000,25.9,17.7,5,TRUE,0,0,0,FALSE,Randolph,MAPC
267,C02031,35B,0.9609,WATER NEPONSET RIVER,I  95 NB,NBI,MHD,42,10,36.35039902,71,9,57.7116,11,4,110000,29,17.1,7,TRUE,0,0,0,FALSE,Canton,MAPC
268,C02033,35C,0.8514,RR    AMTRAK/MBTA,I  95 NB,NBI,MHD,42,11,15.66240025,71,9,21.042,11,3,112500,24.4,17.1,7,TRUE,0,0,0,FALSE,Canton,MAPC
269,C02033,35D,0.8524,RR    AMTRAK/MBTA,I  95 SB,NBI,MHD,42,11,16.76040077,71,9,21.0708,11,3,112500,24.4,17.1,7,TRUE,0,0,0,FALSE,Canton,MAPC
270,C02036,35H,0.7445,I  95 /US1/ST128,I  95 NB,NBI,MHD,42,12,27.29879951,71,8,26.052,11,2,110000,90.2,29.8,6,TRUE,0,0,0,FALSE,Canton,MAPC
271,C02036,35J,0.8313,I  95 /US1/ST128,I  95 SB,NBI,MHD,42,12,27.68759918,71,8,26.8404,11,2,110000,90.2,17.7,6,TRUE,0,0,0,FALSE,Canton,MAPC
272,C02040,35K,0.9701,I  95 /US1/ST128,I  95 RAMP T,NBI,MHD,42,12,31.27319908,71,8,35.142,19,2,0,94.5,11.2,7,TRUE,0,0,0,TRUE,Canton,MAPC
273,C02031,35L,0.9955,WATER NEPONSET RIVER,I  95 SB,NBI,MHD,42,10,36.73559952,71,9,58.4892,11,3,111000,29,17.1,7,TRUE,0,0,0,FALSE,Canton,MAPC
274,D05040,35R,0.6638,ST135 WEST ST,I  95 NB/ST128 NB,NBI,MHD,42,15,50.02920151,71,12,21.2688,11,4,151000,47.2,19.9,5,TRUE,0,0,0,FALSE,Dedham,MAPC
275,D05041,35T,0.4943,ST135 WEST ST,I  95 SB/ST128 SB,NBI,MHD,42,15,52.08480072,71,12,25.704,11,4,151000,47.5,19.9,6,TRUE,0,0,0,FALSE,Dedham,MAPC
276,D05038,35U,0.7438,WATER CHARLES RIVER,I  95 NB/ST128 NB,NBI,MHD,42,16,2.200799942,71,12,11.5632,11,3,150000,89,18,6,TRUE,0,0,0,FALSE,Dedham,MAPC
277,D05039,35V,0.5796,WATER CHARLES RIVER,I  95 SB/ST128 SB,NBI,MHD,42,16,2.038800001,71,12,12.87,11,3,143000,98.5,18,5,TRUE,0,0,0,FALSE,Dedham,MAPC
278,N04022,35W,0.5308,HWY   CENTRAL AVE,I  95 NB/ST128 NB,NBI,MHD,42,18,38.0807991,71,13,49.4256,11,4,161000,15.8,18.3,6,TRUE,0,0,0,FALSE,Needham,MAPC
279,N04022,35X,0.5205,HWY   CENTRAL AVE,I  95 SB/ST128 SB,NBI,MHD,42,18,37.64519882,71,13,50.1744,11,4,161000,15.8,18.3,6,TRUE,0,0,0,FALSE,Needham,MAPC
280,D05004,369,0.6598,WATER CHARLES RIVER,ST109 BRIDGE ST,NBI,MHD,42,15,14.4144001,71,10,52.9608,14,2,18900,21.3,9.1,N,TRUE,0,0,0,FALSE,Dedham,MAPC
281,C02028,36A,0.3772,I  93 /US1,ST138 WASHNGTON ST,NBI,MHD,42,12,11.53439999,71,7,10.2792,14,4,49000,51.2,25,7,TRUE,0,0,0,FALSE,Canton,MAPC
282,W32013,37B,0.448,RR    MBTA,ST 18 MAIN ST,634,MHD,42,9,27.59399986,70,57,21.4956,14,2,43100,35.9,15.9,7,TRUE,0,0,0,FALSE,Weymouth,MAPC
283,B16016,37H,0.4274,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,10.80119991,71,3,39.6828,14,6,38400,129.2,30.8,6,TRUE,0,0,0,TRUE,Boston,MAPC
284,B16016,37K,0.5328,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,8.551199913,71,3,37.9008,14,6,38400,73.5,30.8,7,TRUE,0,0,0,TRUE,Boston,MAPC
285,B16016,37M,0.4084,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,6.063600063,71,3,35.928,14,6,38400,129.2,30.8,6,TRUE,0,0,0,TRUE,Boston,MAPC
286,B16016,37P,0.9992,OTHER WAREHOUSE,HWY   N WSHNGTN ST,NBI,MUN,42,22,4.036799908,71,3,34.3224,14,6,66000,82.9,31.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
287,B16016,37R,0.9998,HWY   WATER ST,HWY   N WSHNGTN ST,NBI,MUN,42,22,13.72799969,71,3,42.4512,14,6,64000,18.3,42.1,8,TRUE,0,0,0,FALSE,Boston,MAPC
288,B16245,37U,0.4593,ST 99 SULLIVAN SQ UNDRPS,HWY   MISHAWUM ST,NBI,MUN,42,22,48,71,4,12,14,1,5600,22.3,16.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
289,B16245,37V,0.6711,ST 99 SULLIVAN SQ UNDRPS,HWY   SOUTH ROTARY,NBI,MUN,42,23,0.0348,71,4,26.238,14,3,25800,18.9,19.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
290,B16245,37X,0.6929,ST 99 SULLIVAN SQ UNDRPS,HWY   NORTH ROTARY,NBI,MUN,42,23,7.321199894,71,4,24.6432,14,3,26600,18.6,19.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
291,B16029,388,0.3949,WATER MYSTIC RIVER,ST 99 ALFORD ST,NBI,MUN,42,23,20.06520081,71,4,18.4188,14,4,52000,251.46,28.6,4,TRUE,9,12,18,TRUE,Boston,MAPC
292,B16034,38B,0.9848,WATER RESERVE CHANNEL,HWY   SUMMER ST,NBI,MUN,42,20,33,71,2,14.0136,19,4,16100,284.1,21.6,7,TRUE,0,0,0,FALSE,Boston,MAPC
293,B16124,38H,0.9903,HWY   A ST,HWY   SUMMER ST,NBI,MUN,42,20,58.56000137,71,2,57.5052,14,6,29500,17.5,30.5,8,TRUE,0,0,0,FALSE,Boston,MAPC
294,B16237,38N,0.821,ST  2 COMMONWEALTH AVE,ST  2 A/MASS AVE,NBI,MUN,42,20,57.00120163,71,5,21.2244,14,4,29500,15.5,29,4,TRUE,0,0,0,TRUE,Boston,MAPC
295,B16238,38P,0.9148,ST  9 HUNTINGTON AVE,HWY   MASS AVE,NBI,MUN,42,20,33.2879982,71,5,7.8936,14,4,21900,16.8,48.3,5,TRUE,0,0,0,FALSE,Boston,MAPC
296,B16189,391,0.678,WATER MUDDY RIVER,HWY   AGASSIZ RD,NBI,MUN,42,20,34.86119843,71,5,40.4304,14,1,2100,20.4,22.1,N,TRUE,0,0,0,FALSE,Boston,MAPC
297,Q01009,399,0.8707,COMB  SGMRE ST&MBTA&REDS,HWY   HANCOCK ST,NBI,MHD,42,16,44.77080154,71,1,58.7532,14,4,36500,74,19.5,2,TRUE,15,19,29,TRUE,Quincy,MAPC
298,R05007,39A,0.6087,WATER PINES RIVER,ST107 SALEM TPK,NBI,MHD,42,25,50.81520081,70,59,53.4948,14,4,37400,39.3,25.9,5,TRUE,0,0,0,TRUE,Revere,MAPC
299,R05017,39B,0.6348,ST145 REVERE BCH PKWY,ST  1 A/LEE BRBNK,NBI,MHD,42,24,15.71399975,71,0,10.332,14,4,58000,42.4,24.5,6,TRUE,0,0,0,FALSE,Revere,MAPC
300,R05018,39C,0.7138,COMB  ST16 & MBTA/BMRR,ST  1 A/LEE BRBNK,NBI,MHD,42,24,24.91559982,71,0,10.656,14,4,52200,53.9,24.4,6,TRUE,0,0,0,FALSE,Revere,MAPC
301,R05019,39D,1,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.55680084,71,0,9.846,14,4,51900,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere,MAPC
302,R05020,39E,0.500000146,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.55680084,71,0,9.846,14,4,51850,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere,MAPC
303,R05021,39F,0.6111,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.55680084,71,0,9.846,14,4,51900,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere,MAPC
304,R05009,39G,0.7127,WATER DIAMOND CREEK,ST107 BROADWAY,NBI,MHD,42,25,41.34719849,70,59,58.4304,14,4,41100,11.4,25.5,5,TRUE,0,0,0,TRUE,Revere,MAPC
305,L18016,39J,0.5288,WATER SAUGUS RIVER,ST107 WESTERN AVE,NBI,MHD,42,27,2.25,70,58,48.4716,14,4,22600,64,18.3,5,TRUE,20,25,40,TRUE,Lynn,MAPC
306,S05003,39K,0.8486,WATER E BR PINES RIVER,ST107 SALEM TNPK,NBI,MHD,42,26,10.64400005,70,59,38.724,14,4,35000,9.5,25.6,5,TRUE,0,0,0,TRUE,Saugus,MAPC
307,B16236,39M,0.5055,OTHER RELIEF,ST  1 A/ON RAMP,NBI,MHD,42,22,42,71,1,36,16,1,14500,129.8,9.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
308,B16236,39P,0.5146,OTHER RELIEF,ST  1 A/OFF RAMP,NBI,MHD,42,22,42,71,1,36,16,1,14400,92.7,9.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
309,B16235,39T,0.7141,HWY   CHELSEA & BREMEN S,ST  1 A,NBI,MHD,42,22,22.95479965,71,2,8.2608,14,6,40500,115.8,28.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
310,B16236,39U,0.9708,OTHER RELIEF,ST  1 A,NBI,MHD,42,22,31.50119972,71,1,47.5752,12,6,42000,51.5,35.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
311,B16235,39V,0.934,OTHER RELIEF,ST  1 A/NB,NBI,MHD,42,22,21.33119965,71,2,3.8508,14,2,20900,62.2,13.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
312,B16236,39W,0.6349,HWY   BNINGTN & NEPTUNE,ST  1 A,NBI,MHD,42,22,46.57080078,71,1,30.6768,16,6,56000,216.4,36.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
313,B16235,39X,0.9517,OTHER RELIEF,ST  1 A/NB,NBI,MHD,42,22,25.40999985,71,1,54.9984,12,2,20900,80.5,17,7,TRUE,0,0,0,FALSE,Boston,MAPC
314,B16236,39Y,0.9786,HWY   SARATGA ST & U TRN,ST  1 A,NBI,MHD,42,22,53.2344017,71,1,25.2228,12,6,53000,245.4,26.2,5,TRUE,0,0,0,FALSE,Boston,MAPC
315,B16235,3A0,0.7032,RR    BMRR,ST  1 A/SB,NBI,MHD,42,22,21.3239994,71,2,3.8292,14,3,41000,211.5,13.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
316,B16235,3A1,0.9668,OTHER RELIEF,ST  1 A/SB,NBI,MHD,42,22,29.24399948,71,1,50.2212,14,2,20900,72.5,13.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
317,B16022,3A3,0.5108,WATER NEPONSET RIVER,HWY   GRANITE AVE,NBI,MHD,42,16,38.26200104,71,3,12.4704,14,4,36000,57,15.5,5,TRUE,12,19,30,TRUE,Boston,MAPC
318,C09015,3A5,0.6058,HWY   WEBSTER AVE,US  1 NE XWAY,NBI,MHD,42,24,14.60159969,71,1,46.2252,12,6,97200,23.2,34.3,5,TRUE,0,0,0,FALSE,Chelsea,MAPC
319,C09007,3A6,0.6104,HWY   ARLINGTON & 5TH ST,"US  1 BTS 36,PR1",NBI,MHD,42,23,43.21680069,71,2,8.8512,17,3,90000,381.9,14.3,5,TRUE,0,0,0,TRUE,Chelsea,MAPC
320,C09011,3A7,0.6409,HWY   ORANGE & CARTER ST,US  1 NE XWAY,NBI,MHD,42,24,6.102000237,71,2,15.9,12,6,56000,309.1,27.4,6,TRUE,0,0,0,FALSE,Chelsea,MAPC
321,C09007,3A8,0.7402,RR    MBTA/BMRR,US  1 NE XWAY,NBI,MHD,42,23,45.0923996,71,2,9.546,12,6,82000,32.9,28.7,7,TRUE,0,0,0,FALSE,Chelsea,MAPC
322,C09011,3A9,0.6811,HWY   ORANGE ST,US  1 SB RAMP,NBI,MHD,42,24,6.782400131,71,2,18.2868,17,1,14700,144.8,9.1,7,TRUE,0,0,0,FALSE,Chelsea,MAPC
323,C09007,3AA,0.6754,HWY   SPRUCE ST,"US  1 PR2, N ABUT",NBI,MHD,42,23,48.85440063,71,2,13.2864,12,6,83000,246.3,28.7,6,TRUE,0,0,0,TRUE,Chelsea,MAPC
324,C09007,3AB,0.67,HWY   ARLINGTON & 5TH ST,"US  1 S ABT,PR1",NBI,MHD,42,23,43.21680069,71,2,8.8512,12,3,90000,266.4,14.3,6,TRUE,0,0,0,TRUE,Chelsea,MAPC
325,C09007,3AC,0.7108,HWY   ARLINGTON ST,US  1 RP ABUT-BT50,NBI,MHD,42,23,43.21680069,71,2,8.8512,17,1,13000,97.5,11,7,TRUE,0,0,0,FALSE,Chelsea,MAPC
326,M01008,3AF,0.9919,HWY   LYNN ST,US  1,NBI,MHD,42,26,11.64480019,71,1,17.4648,12,4,91000,20.4,24,8,TRUE,0,0,0,FALSE,Malden,MAPC
327,R05002,3AG,0.9495,COMB  BMRR & LINDEN CRK,US  1 CUTLER HWY,NBI,MHD,42,26,8.084400177,71,1,12.3492,12,4,105000,42.3,24.3,5,TRUE,0,0,0,FALSE,Revere,MAPC
328,R05027,3AH,0.8929,ST 16 REVERE BCH PKWY,US  1 NE XWAY,NBI,MHD,42,24,22.89959908,71,1,36.0732,12,6,58000,38.7,37.8,5,TRUE,0,0,0,FALSE,Revere,MAPC
329,R05028,3AJ,0.7671,HWY   HYSIL AVE,US  1 NE XWAY,NBI,MHD,42,24,43.82279968,71,1,49.9476,12,6,61000,17.7,34.9,6,TRUE,0,0,0,FALSE,Revere,MAPC
330,R05033,3AK,0.7664,HWY   MALDEN ST,US  1 NE XWAY,NBI,MHD,42,25,35.68799973,71,1,18.7824,12,6,71000,17.6,36,6,TRUE,0,0,0,FALSE,Revere,MAPC
331,R05038,3AM,0.7337,ST 60 EB/SQUIRE RD,US  1 NE XWAY,NBI,MHD,42,25,44.14080048,71,1,9.0012,12,4,75000,43.3,30.9,5,TRUE,0,0,0,FALSE,Revere,MAPC
332,R05039,3AN,0.9294,US  1 RAMP & ST60,US  1 NE XWAY,NBI,MHD,42,25,52.45320129,71,1,4.476,12,6,54800,147.2,27,5,TRUE,0,0,0,FALSE,Revere,MAPC
333,R05041,3AP,0.7448,HWY   SARGENT ST,US  1 NE XWAY,NBI,MHD,42,25,16.92840004,71,1,42.492,12,6,82000,27.4,35.9,6,TRUE,0,0,0,FALSE,Revere,MAPC
334,S05037,3AQ,0.6596,ST 99 NB CONN,US  1 SB/BROADWAY,NBI,MHD,42,27,5.738399982,71,1,25.7772,14,2,42800,24.7,13.8,7,TRUE,0,0,0,FALSE,Saugus,MAPC
335,C09014,3B1,0.8638,HWY   ACCESS RAMP E,ST 16 EB,NBI,MHD,42,24,21.5855999,71,1,40.6272,14,3,18600,22.5,13.9,6,TRUE,0,0,0,FALSE,Chelsea,MAPC
336,M25017,3B2,0.7616,HWY   GRANITE AVE,I  93 /US1/ST3,NBI,MHD,42,16,27.67440033,71,3,3.1356,11,8,205000,44.2,39,7,TRUE,0,0,0,FALSE,Milton,MAPC
337,M12039,3B3,0.5191,ST 16 MYST VAL PKY,I  93,NBI,MHD,42,24,21.91320038,71,6,0.0828,11,8,178144,99.1,43.3,6,TRUE,0,0,0,FALSE,Medford,MAPC
338,M12036,3B4,0.92,WATER MYSTIC RIVER,I  93,NBI,MHD,42,24,52.96680069,71,6,15.8148,11,8,170000,78.6,43.3,5,TRUE,0,0,0,FALSE,Medford,MAPC
339,M12025,3B5,0.8989,HWY   RIVERSIDE AVE,I  93,NBI,MHD,42,24,58.54320145,71,6,16.326,11,8,168200,62.8,45.2,5,TRUE,0,0,0,FALSE,Medford,MAPC
340,M12027,3B6,0.4198,ST 60 EB/SALEM ST,I  93,NBI,MHD,42,25,7.946400166,71,6,16.2252,11,8,181000,48.8,43.3,5,TRUE,0,0,0,FALSE,Medford,MAPC
341,M12028,3B7,0.7348,ST 60 WB/SALEM ST,I  93,NBI,MHD,42,25,12.22319984,71,6,15.9804,11,8,181000,48.8,43.3,5,TRUE,0,0,0,FALSE,Medford,MAPC
342,M12029,3B8,0.9686,HWY   WEBSTER ST,I  93,NBI,MHD,42,25,20.87400055,71,6,15.012,19,9,168200,40.8,45.2,6,TRUE,0,0,0,FALSE,Medford,MAPC
343,M12030,3B9,0.7556,HWY   VALLEY ST & FLLSWY,I  93,NBI,MHD,42,25,33.28319931,71,6,13.6872,11,9,169000,41.1,45.3,5,TRUE,0,0,0,FALSE,Medford,MAPC
344,Q01044,3BA,0.9645,HWY   WEST ST,I  93 OFF RAMP NB,NBI,MHD,42,14,24,71,1,30,16,1,13900,29.8,7.6,7,TRUE,0,0,0,FALSE,Quincy,MAPC
345,Q01044,3BB,0.9636,HWY   WEST ST,I  93 SB ONRAMP,NBI,MHD,42,14,24,71,1,30,16,1,12800,30.1,7.2,7,TRUE,0,0,0,FALSE,Quincy,MAPC
346,Q01042,3BC,0.7115,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,NBI,MHD,42,14,28.39559937,71,1,33.546,11,10,201100,22.6,36,7,TRUE,0,0,0,FALSE,Quincy,MAPC
347,Q01041,3BD,0.9579,HWY   WILLARD ST,I  93 /US1/ST3,NBI,MHD,42,14,40.93439865,71,1,54.9912,16,10,202000,28.7,42.1,7,TRUE,0,0,0,FALSE,Quincy,MAPC
348,Q01044,3BE,0.7598,HWY   WEST ST,I  93 /US1/ST3,NBI,MHD,42,14,23.94960022,71,1,29.532,11,9,187000,30.4,37.3,7,TRUE,0,0,0,FALSE,Quincy,MAPC
349,S17031,3BH,0.7309,ST 28 & ST38 & TEMPLE ST,I  93,NBI,MHD,42,23,36.17160034,71,5,10.0824,11,8,142000,716.9,42.4,6,TRUE,0,0,0,FALSE,Somerville,MAPC
350,S17035,3BJ,0.841000731,I  93 CONNECTORS,I  93 SB OFF RAMP,NBI,MHD,42,23,30,71,5,6,16,1,13400,176.2,8.8,6,TRUE,0,0,0,FALSE,Somerville,MAPC
351,S17036,3BK,0.9785,ST 38 NB/MYSTIC AVE,I  93 NB OFFRAMP,NBI,MHD,42,23,30.90480042,71,5,3.1704,12,1,9500,113.4,11.7,6,TRUE,0,0,0,FALSE,Somerville,MAPC
352,S17033,3BL,0.9744,OTHER PEDESTRIAN,I  93 NB ON RAMP,NBI,MHD,42,24,6,71,5,48,16,1,27800,151.8,8.8,6,TRUE,0,0,0,FALSE,Somerville,MAPC
353,B16281,3BM,0.989,I  93 SB BT 46 - 57,I  93 NB,NBI,MHD,42,22,40.67399979,71,4,32.5056,11,3,96400,273.7,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
354,S17029,3BN,0.7948,HWY   SHORE DR,I  93,NBI,MHD,42,23,50.60039902,71,5,28.3596,11,8,136000,26.2,42.4,7,TRUE,0,0,0,FALSE,Somerville,MAPC
355,B16281,3BP,0.8425,I  93 SB BT 57 - 61,I  93 NB,NBI,MHD,42,22,45.33240128,71,4,34.734,11,3,96400,101.5,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
356,B16281,3BQ,0.89760088,I  93 SB BT 61 - B5,I  93 NB,NBI,MHD,42,22,47.48160172,71,4,35.6412,11,3,76200,148.4,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
357,B16281,3BR,0.9113,I  93 CONN D & K,I  93 BT NB4-N ABT,NBI,MHD,42,22,51.39479828,71,4,36.714,11,4,150000,112.8,21.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
358,B16281,3BT,0.9953,TR    ORANGE LINE,I  93 SB BT 46-57,NBI,MHD,42,22,40.26720047,71,4,33.2544,11,3,68700,273.7,21.34,6,TRUE,0,0,0,FALSE,Boston,MAPC
359,B16281,3BU,0.9889,RR    MBTA & BMRR,I  93 SB BT 57-61,NBI,MHD,42,22,45.24599838,71,4,35.688,11,3,68700,102.1,27.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
360,B16281,3BV,0.9941,RR    BMRR,I  93 SB BT 61-B5,NBI,MHD,42,22,47.39160156,71,4,36.606,11,3,68700,148.4,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
361,B16281,3CE,0.9537,I  93 SB,I  93 NB ON RMP,NBI,MHD,42,22,54,71,4,36,12,1,22300,91.4,13.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
362,B16281,3CG,0.944299414,RR    MBTA & BMRR,I  93 SB B10-B16RP,NBI,MHD,42,22,54,71,4,36,12,2,22400,120.4,13.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
363,B16250,3D1,0.8369,WATER NEPONSET RIVER,I  93 /US1/ST3,NBI,MHD,42,16,39.24119949,71,2,56.094,16,8,184000,145.7,36,7,TRUE,0,0,0,FALSE,Boston,MAPC
364,B16253,3D2,0.9777,HWY   HALLET STREET,I  93 /US1/ST3,NBI,MHD,42,16,55.32600021,71,2,43.4616,11,6,206000,18.2,36.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
365,B16252,3D3,1,RR    PCRR SPUR (ABAND),I  93 /US1/ST3,NBI,MHD,42,16,58.86840057,71,2,41.1144,11,8,200600,14.6,36,7,TRUE,0,0,0,FALSE,Boston,MAPC
366,B16270,3D4,0.6984,HWY   THEATRE ACCESS RD,I  93 /US1/ST3,NBI,MHD,42,17,3.868799925,71,2,37.4784,11,8,180200,30.8,36,7,TRUE,0,0,0,FALSE,Boston,MAPC
367,B16251,3D5,0.6117,HWY   CITY STS,I  93 /US1/ST3,NBI,MHD,42,17,9.222000122,71,2,35.3724,11,8,182200,364.8,36,7,TRUE,0,0,0,FALSE,Boston,MAPC
368,B16265,3D6,0.5665,COMB  MBTA & RED LN SSH,I  93 /US1/ST3,NBI,MHD,42,17,23.48520088,71,2,38.0148,12,8,205000,60.7,38.95,5,TRUE,0,0,0,FALSE,Boston,MAPC
369,B16264,3DC,0.9507,HWY   CONLEY ST,I  93 /US1/ST3,NBI,MHD,42,17,28.15439987,71,2,39.6348,11,6,200100,36,35.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
370,B16263,3DD,0.9876,HWY   VICTORY RD,I  93 /US1/ST3,NBI,MHD,42,17,54.81600189,71,2,52.5084,11,8,201000,17.8,35.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
371,B16262,3DE,0.5233,HWY   MORRISSEY BLVD,I  93 /US1/ST3,NBI,MHD,42,18,3.2651999,71,2,57.4656,11,9,186500,59.7,35.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
372,B16260,3DN,0.9426,RR    CSX SPUR,I  93 /US1/ST3,NBI,MHD,42,18,49.76279831,71,3,6.8508,11,8,195200,24.8,33.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
373,B16281,3DU,0.6724,I  93 SB BT 33-38,I  93 NB BT 33-38,NBI,MHD,42,22,27.76799965,71,4,17.778,11,3,96400,143.1,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
374,B16281,3DW,0.8451,I  93 SB BT 38-46,I  93 NB BT 38-46,NBI,MHD,42,22,34.13999939,71,4,25.8672,11,3,96400,198.7,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
375,B16281,3DY,0.87,COMB  MBTA & I 93 SB,I  93 NB B5-B10,NBI,MHD,42,22,53.14440155,71,4,36.9624,11,3,76200,167.6,18.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
376,B16281,3.00E+01,0.6719,I  93 SB B10-B16,I  93 NB B10-B16,NBI,MHD,42,22,56.33760071,71,4,36.6132,11,3,76200,139,21,5,TRUE,0,0,0,FALSE,Boston,MAPC
377,B16281,3.00E+03,0.8222,I  93 SB&CMBRG&MBTA/BMRR,I  93 NB B16-NB4,NBI,MHD,42,22,58.61640167,71,4,36.534,11,4,98600,375.8,21.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
