OBJECTID,All_Bridges_2009April_BIN,AllBridges_2009April_Boat,All_Bridges_2009April_Health_Index,All_Bridges_2009April_Item_6A,All_Bridges_2009April_Item_7,AllBridges_2009April_Item___8_Bridge_Cat,AllBridges_2009April_Item___8_Owner,AllBridges_2009April_Item__16A,AllBridges_2009April_Item__16B,AllBridges_2009April_Item__16C,AllBridges_2009April_Item__17A,AllBridges_2009April_Item__17B,AllBridges_2009April_Item__17C,All_Bridges_2009April_Item_26,AllBridges_2009April_Item__28A,All_Bridges_2009April_Item_29,AllBridges_2009April_Item__49,AllBridges_2009April_Item__52,AllBridges_2009April_Item__58,AllBridges_2009April_Item_104,AllBridges_2009April_Posting_2_Axle,All_Bridges_2009April_Posting_3_Axle,AllBridges_2009April_Posting_5_Axle,All_Bridges_2009April_Struct_Def,All_Bridges_2009April_Town_Name,AllBridges_2009April_RPA
258,357,NN,0.5499,I  93 NB,I  93 SB CONNECTOR,NBI,MHD,42,13,37.2972,71,1,14.2572,12,3,202000,20.4,14.2,7,TRUE,0,0,0,FALSE,Braintree,MAPC
259,358,NN,0.9022,ST 28 N MAIN ST,I  93 NB/US1NB,NBI,MHD,42,12,18.3384,71,3,55.0764,11,5,198000,49.7,22,6,TRUE,0,0,0,FALSE,Randolph,MAPC
260,359,NN,0.7344,ST 24 NB,I  93 NB/US1SB,NBI,MHD,42,12,8.4708,71,4,53.2668,11,3,198000,64.6,17.7,5,TRUE,0,0,0,FALSE,Randolph,MAPC
261,35A,NN,0.9087,ST 24 SB,I  93 NB/US1NB,NBI,MHD,42,12,9.5472,71,4,42.024,11,3,196000,25.9,17.7,5,TRUE,0,0,0,FALSE,Randolph,MAPC
262,35B,NN,0.9609,WATER NEPONSET RIVER,I  95 NB,NBI,MHD,42,10,36.3504,71,9,57.7116,11,4,111000,29,17.1,7,TRUE,0,0,0,FALSE,Canton,MAPC
263,35C,NN,0.8514,RR    AMTRAK/MBTA,I  95 NB,NBI,MHD,42,11,15.6624,71,9,21.042,11,3,112500,24.4,17.1,7,TRUE,0,0,0,FALSE,Canton,MAPC
264,35D,NN,0.8524,RR    AMTRAK/MBTA,I  95 SB,NBI,MHD,42,11,16.7604,71,9,21.0708,11,3,112500,24.4,17.1,7,TRUE,0,0,0,FALSE,Canton,MAPC
265,35H,NN,0.7445,I  95 /US1/ST128,I  95 NB,NBI,MHD,42,12,27.2988,71,8,26.052,11,2,110000,90.2,29.8,6,TRUE,0,0,0,FALSE,Canton,MAPC
266,35J,NN,0.8313,I  95 /US1/ST128,I  95 SB,NBI,MHD,42,12,27.6876,71,8,26.8404,11,2,110000,90.2,17.7,6,TRUE,0,0,0,FALSE,Canton,MAPC
267,35L,NN,0.9955,WATER NEPONSET RIVER,I  95 SB,NBI,MHD,42,10,36.7356,71,9,58.4892,11,3,112000,29,17.1,7,TRUE,0,0,0,FALSE,Canton,MAPC
268,35R,NN,0.6638,ST135 WEST ST,I  95 NB/ST128 NB,NBI,MHD,42,15,50.0292,71,12,21.2688,11,4,152000,47.2,19.9,5,TRUE,0,0,0,FALSE,Dedham,MAPC
269,35T,NN,0.4943,ST135 WEST ST,I  95 SB/ST128 SB,NBI,MHD,42,15,52.0848,71,12,25.704,11,4,152000,47.5,19.9,6,TRUE,0,0,0,FALSE,Dedham,MAPC
270,35U,YN,0.7438,WATER CHARLES RIVER,I  95 NB/ST128 NB,NBI,MHD,42,16,2.2008,71,12,11.5632,11,3,150000,89,18,6,TRUE,0,0,0,FALSE,Dedham,MAPC
271,35V,YY,0.5796,WATER CHARLES RIVER,I  95 SB/ST128 SB,NBI,MHD,42,16,2.0388,71,12,12.87,11,3,143000,98.5,18,5,TRUE,0,0,0,FALSE,Dedham,MAPC
272,35W,NN,0.5308,HWY   CENTRAL AVE,I  95 NB/ST128 NB,NBI,MHD,42,18,38.0808,71,13,49.4256,11,4,161000,15.8,18.3,6,TRUE,0,0,0,FALSE,Needham,MAPC
273,35X,NN,0.5205,HWY   CENTRAL AVE,I  95 SB/ST128 SB,NBI,MHD,42,18,37.6452,71,13,50.1744,11,4,161000,15.8,18.3,6,TRUE,0,0,0,FALSE,Needham,MAPC
274,369,YY,0.6898,WATER CHARLES RIVER,ST109 BRIDGE ST,NBI,MHD,42,15,14.4144,71,10,52.9608,14,2,19000,21.3,9.1,N,TRUE,0,0,0,FALSE,Dedham,MAPC
275,36A,NN,0.3772,I  93 /US1,ST138 WASHNGTON ST,NBI,MHD,42,12,11.5344,71,7,10.2792,14,4,49000,51.2,25,7,TRUE,0,0,0,FALSE,Canton,MAPC
276,37B,NN,0.448,RR    MBTA,ST 18 MAIN ST,634,MHD,42,9,27.594,70,57,21.4956,14,2,43100,35.9,15.9,7,TRUE,0,0,0,FALSE,Weymouth,MAPC
277,37H,YY,0.4274,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,10.8012,71,3,39.6828,14,6,38400,129.2,30.8,6,TRUE,0,0,0,TRUE,Boston,MAPC
278,37K,YY,0.5328,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,8.5512,71,3,37.9008,14,6,38400,73.5,30.8,7,TRUE,0,0,0,TRUE,Boston,MAPC
279,37M,YY,0.4084,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,6.0636,71,3,35.928,14,6,38400,129.2,30.8,6,TRUE,0,0,0,TRUE,Boston,MAPC
280,37P,NN,0.9992,OTHER WAREHOUSE,HWY   N WSHNGTN ST,NBI,MUN,42,22,4.0368,71,3,34.3224,14,6,66000,82.9,31.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
281,37R,NN,0.9998,HWY   WATER ST,HWY   N WSHNGTN ST,NBI,MUN,42,22,13.728,71,3,42.4512,14,6,64000,18.3,42.1,8,TRUE,0,0,0,FALSE,Boston,MAPC
282,37U,NN,0.4126,ST 99 SULLIVAN SQ UNDRPS,HWY   MISHAWUM ST,NBI,MUN,42,22,48,71,4,12,14,1,5600,22.3,16.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
283,37V,NN,0.6711,ST 99 SULLIVAN SQ UNDRPS,HWY   SOUTH ROTARY,NBI,MUN,42,23,0.0348,71,4,26.238,14,3,25800,18.9,19.6,6,TRUE,0,0,0,FALSE,Boston,MAPC
284,37X,NN,0.6929,ST 99 SULLIVAN SQ UNDRPS,HWY   NORTH ROTARY,NBI,MUN,42,23,7.3212,71,4,24.6432,14,3,26600,18.6,19.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
285,388,YY,0.3949,WATER MYSTIC RIVER,ST 99 ALFORD ST,NBI,MUN,42,23,20.0652,71,4,18.4188,14,4,52000,251.46,28.6,4,TRUE,9,12,18,TRUE,Boston,MAPC
286,38B,YY,0.9848,WATER RESERVE CHANNEL,HWY   SUMMER ST,NBI,MUN,42,20,33,71,2,14.0136,19,4,35400,284.1,21.6,7,TRUE,0,0,0,FALSE,Boston,MAPC
287,38H,NN,0.9853,HWY   A ST,HWY   SUMMER ST,NBI,MUN,42,20,58.56,71,2,57.5052,14,6,29500,17.5,30.5,8,TRUE,0,0,0,FALSE,Boston,MAPC
288,38N,NN,0.821,ST  2 COMMONWEALTH AVE,ST  2 A/MASS AVE,NBI,MUN,42,20,57.0012,71,5,21.2244,14,4,29500,15.5,29,4,TRUE,0,0,0,TRUE,Boston,MAPC
289,38P,NN,0.9148,ST  9 HUNTINGTON AVE,HWY   MASS AVE,NBI,MUN,42,20,33.288,71,5,7.8936,14,4,21900,16.8,48.3,5,TRUE,0,0,0,FALSE,Boston,MAPC
290,391,YY,0.678,WATER MUDDY RIVER,HWY   AGASSIZ RD,NBI,MUN,42,20,34.8612,71,5,40.4304,14,1,2100,20.4,22.1,N,TRUE,0,0,0,FALSE,Boston,MAPC
291,399,NN,0.8707,COMB  SGMRE ST&MBTA&REDS,HWY   HANCOCK ST,NBI,MHD,42,16,44.7708,71,1,58.7532,14,4,26000,74,19.5,2,TRUE,15,19,29,TRUE,Quincy,MAPC
292,39A,YY,0.6087,WATER PINES RIVER,ST107 SALEM TPK,NBI,MHD,42,25,50.8152,70,59,53.4948,14,4,37400,39.3,25.9,5,TRUE,0,0,0,TRUE,Revere,MAPC
293,39B,NN,0.6348,ST145 REVERE BCH PKWY,ST  1 A/LEE BRBNK,NBI,MHD,42,24,15.714,71,0,10.332,14,4,59000,42.4,24.5,6,TRUE,0,0,0,FALSE,Revere,MAPC
294,39C,NN,0.7138,COMB  ST16 & MBTA/BMRR,ST  1 A/LEE BRBNK,NBI,MHD,42,24,24.9156,71,0,10.656,14,4,52200,53.9,24.4,6,TRUE,0,0,0,FALSE,Revere,MAPC
295,39D,NN,1,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.5568,71,0,9.846,14,4,52000,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere,MAPC
296,39E,NN,0.500000146,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.5568,71,0,9.846,14,4,51850,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere,MAPC
297,39F,NN,0.6111,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,MHD,42,24,21.5568,71,0,9.846,14,4,52000,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere,MAPC
298,39G,YY,0.7127,WATER DIAMOND CREEK,ST107 BROADWAY,NBI,MHD,42,25,41.3472,70,59,58.4304,14,4,41100,11.4,25.5,5,TRUE,0,0,0,TRUE,Revere,MAPC
299,39J,YY,0.5288,WATER SAUGUS RIVER,ST107 WESTERN AVE,NBI,MHD,42,27,2.25,70,58,48.4716,14,4,22600,64,18.3,5,TRUE,20,25,40,TRUE,Lynn,MAPC
300,39K,YY,0.8486,WATER E BR PINES RIVER,ST107 SALEM TNPK,NBI,MHD,42,26,10.644,70,59,38.724,14,4,35000,9.5,25.6,5,TRUE,0,0,0,TRUE,Saugus,MAPC
301,39M,NN,0.5055,OTHER RELIEF,ST  1 A/ON RAMP,NBI,MHD,42,22,42,71,1,36,16,1,14500,129.8,9.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
302,39P,NN,0.5146,OTHER RELIEF,ST  1 A/OFF RAMP,NBI,MHD,42,22,42,71,1,36,16,1,14400,92.7,9.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
303,39T,NN,0.7141,HWY   CHELSEA & BREMEN S,ST  1 A,NBI,MHD,42,22,22.9548,71,2,8.2608,14,6,40500,115.8,28.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
304,39U,NN,0.984,OTHER RELIEF,ST  1 A,NBI,MHD,42,22,31.5012,71,1,47.5752,12,6,42000,51.5,35.1,6,TRUE,0,0,0,FALSE,Boston,MAPC
305,39V,NN,0.934,OTHER RELIEF,ST  1 A/NB,NBI,MHD,42,22,21.3312,71,2,3.8508,14,2,20900,62.2,13.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
306,39W,NN,0.9089,HWY   BNINGTN & NEPTUNE,ST  1 A,NBI,MHD,42,22,46.5708,71,1,30.6768,16,6,56000,216.4,36.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
307,39X,NN,0.9517,OTHER RELIEF,ST  1 A/NB,NBI,MHD,42,22,25.41,71,1,54.9984,12,2,20900,80.5,17,7,TRUE,0,0,0,FALSE,Boston,MAPC
308,39Y,NN,0.9786,HWY   SARATGA ST & U TRN,ST  1 A,NBI,MHD,42,22,53.2344,71,1,25.2228,12,6,55000,245.4,26.2,5,TRUE,0,0,0,FALSE,Boston,MAPC
309,3A0,NN,0.7032,RR    BMRR,ST  1 A/SB,NBI,MHD,42,22,21.324,71,2,3.8292,14,3,41000,211.5,13.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
310,3A1,NN,0.9668,OTHER RELIEF,ST  1 A/SB,NBI,MHD,42,22,29.244,71,1,50.2212,14,2,20900,72.5,13.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
311,3A3,YY,0.5108,WATER NEPONSET RIVER,HWY   GRANITE AVE,NBI,MHD,42,16,38.262,71,3,12.4704,14,4,36000,57,15.5,5,TRUE,12,19,30,TRUE,Boston,MAPC
312,3A5,NN,0.6384,HWY   WEBSTER AVE,US  1 NE XWAY,NBI,MHD,42,24,14.6016,71,1,46.2252,12,6,97200,23.2,34.3,5,TRUE,0,0,0,FALSE,Chelsea,MAPC
313,3A6,NN,0.6104,HWY   ARLINGTON & 5TH ST,"US  1 BTS 36,PR1",NBI,MHD,42,23,43.2168,71,2,8.8512,17,3,90000,381.9,14.3,5,TRUE,0,0,0,TRUE,Chelsea,MAPC
314,3A7,NN,0.6409,HWY   ORANGE & CARTER ST,US  1 NE XWAY,NBI,MHD,42,24,6.102,71,2,15.9,12,6,56000,309.1,27.4,6,TRUE,0,0,0,FALSE,Chelsea,MAPC
315,3A8,NN,0.7402,RR    MBTA/BMRR,US  1 NE XWAY,NBI,MHD,42,23,45.0924,71,2,9.546,12,6,82000,32.9,28.7,7,TRUE,0,0,0,FALSE,Chelsea,MAPC
316,3A9,NN,0.6811,HWY   ORANGE ST,US  1 SB RAMP,NBI,MHD,42,24,6.7824,71,2,18.2868,17,1,14700,144.8,9.1,7,TRUE,0,0,0,FALSE,Chelsea,MAPC
317,3AA,NN,0.6754,HWY   SPRUCE ST,"US  1 PR2, N ABUT",NBI,MHD,42,23,48.8544,71,2,13.2864,12,6,83000,246.3,28.7,6,TRUE,0,0,0,TRUE,Chelsea,MAPC
318,3AB,NN,0.67,HWY   ARLINGTON & 5TH ST,"US  1 S ABT,PR1",NBI,MHD,42,23,43.2168,71,2,8.8512,12,3,90000,266.4,14.3,6,TRUE,0,0,0,TRUE,Chelsea,MAPC
319,3AC,NN,0.7108,HWY   ARLINGTON ST,US  1 RP ABUT-BT50,NBI,MHD,42,23,43.2168,71,2,8.8512,17,1,13000,97.5,11,7,TRUE,0,0,0,FALSE,Chelsea,MAPC
320,3AF,NN,0.9919,HWY   LYNN ST,US  1,NBI,MHD,42,26,11.6448,71,1,17.4648,12,4,91200,20.4,24,7,TRUE,0,0,0,FALSE,Malden,MAPC
321,3AG,NN,0.9495,COMB  BMRR & LINDEN CRK,US  1 CUTLER HWY,NBI,MHD,42,26,8.0844,71,1,12.3492,12,4,110000,42.3,24.3,5,TRUE,0,0,0,FALSE,Revere,MAPC
322,3AH,NN,0.8939,ST 16 REVERE BCH PKWY,US  1 NE XWAY,NBI,MHD,42,24,22.8996,71,1,36.0732,12,6,58200,38.7,37.8,5,TRUE,0,0,0,FALSE,Revere,MAPC
323,3AJ,NN,0.7671,HWY   HYSIL AVE,US  1 NE XWAY,NBI,MHD,42,24,43.8228,71,1,49.9476,12,6,61000,17.7,34.9,6,TRUE,0,0,0,FALSE,Revere,MAPC
324,3AK,NN,0.7664,HWY   MALDEN ST,US  1 NE XWAY,NBI,MHD,42,25,35.688,71,1,18.7824,12,6,71000,17.6,36,6,TRUE,0,0,0,FALSE,Revere,MAPC
325,3AM,NN,0.7337,ST 60 EB/SQUIRE RD,US  1 NE XWAY,NBI,MHD,42,25,44.1408,71,1,9.0012,12,4,75200,43.3,30.9,5,TRUE,0,0,0,FALSE,Revere,MAPC
326,3AN,NN,0.9294,US  1 RAMP & ST60,US  1 NE XWAY,NBI,MHD,42,25,52.4532,71,1,4.476,12,6,54800,147.2,27,5,TRUE,0,0,0,FALSE,Revere,MAPC
327,3AP,NN,0.7448,HWY   SARGENT ST,US  1 NE XWAY,NBI,MHD,42,25,16.9284,71,1,42.492,12,6,82000,27.4,35.9,6,TRUE,0,0,0,FALSE,Revere,MAPC
328,3AQ,NN,0.6993,ST 99 NB CONN,US  1 SB/BROADWAY,NBI,MHD,42,27,5.7384,71,1,25.7772,14,2,43000,24.7,13.8,7,TRUE,0,0,0,FALSE,Saugus,MAPC
329,3B1,NN,0.7298,HWY   ACCESS RAMP E,ST 16 EB,NBI,MHD,42,24,21.5856,71,1,40.6272,14,3,18600,22.5,13.9,6,TRUE,0,0,0,FALSE,Chelsea,MAPC
330,3B2,NN,0.7616,HWY   GRANITE AVE,I  93 /US1/ST3,NBI,MHD,42,16,27.6744,71,3,3.1356,11,8,205000,44.2,39,7,TRUE,0,0,0,FALSE,Milton,MAPC
331,3B3,NN,0.5191,ST 16 MYST VAL PKY,I  93,NBI,MHD,42,24,21.9132,71,6,0.0828,11,8,178200,99.1,43.3,6,TRUE,0,0,0,FALSE,Medford,MAPC
332,3B4,NN,0.916,WATER MYSTIC RIVER,I  93,NBI,MHD,42,24,52.9668,71,6,15.8148,11,8,171000,78.6,43.3,5,TRUE,0,0,0,FALSE,Medford,MAPC
333,3B5,NN,0.8989,HWY   RIVERSIDE AVE,I  93,NBI,MHD,42,24,58.5432,71,6,16.326,11,8,168200,62.8,45.2,5,TRUE,0,0,0,FALSE,Medford,MAPC
334,3B6,NN,0.4198,ST 60 EB/SALEM ST,I  93,NBI,MHD,42,25,7.9464,71,6,16.2252,11,8,181000,48.8,43.3,5,TRUE,0,0,0,FALSE,Medford,MAPC
335,3B7,NN,0.7348,ST 60 WB/SALEM ST,I  93,NBI,MHD,42,25,12.2232,71,6,15.9804,11,8,181000,48.8,43.3,5,TRUE,0,0,0,FALSE,Medford,MAPC
336,3B8,NN,0.9686,HWY   WEBSTER ST,I  93,NBI,MHD,42,25,20.874,71,6,15.012,19,9,168200,40.8,45.2,6,TRUE,0,0,0,FALSE,Medford,MAPC
337,3B9,NN,0.7556,HWY   VALLEY ST & FLLSWY,I  93,NBI,MHD,42,25,33.2832,71,6,13.6872,11,9,169000,41.1,45.3,5,TRUE,0,0,0,FALSE,Medford,MAPC
338,3BA,NN,0.9642,HWY   WEST ST,I  93 OFF RAMP NB,NBI,MHD,42,14,24,71,1,30,16,1,14400,29.8,7.6,7,TRUE,0,0,0,FALSE,Quincy,MAPC
339,3BB,NN,0.9636,HWY   WEST ST,I  93 SB ONRAMP,NBI,MHD,42,14,24,71,1,30,16,1,13400,30.1,7.2,7,TRUE,0,0,0,FALSE,Quincy,MAPC
340,3BC,NN,0.7115,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,NBI,MHD,42,14,28.3956,71,1,33.546,11,10,202000,22.6,36,7,TRUE,0,0,0,FALSE,Quincy,MAPC
341,3BD,NN,0.9579,HWY   WILLARD ST,I  93 /US1/ST3,NBI,MHD,42,14,40.9344,71,1,54.9912,16,10,20600,28.7,42.1,7,TRUE,0,0,0,FALSE,Quincy,MAPC
342,3BE,NN,0.7598,HWY   WEST ST,I  93 /US1/ST3,NBI,MHD,42,14,23.9496,71,1,29.532,11,9,189000,30.4,37.3,7,TRUE,0,0,0,FALSE,Quincy,MAPC
343,3BH,NN,0.7309,ST 28 & ST38 & TEMPLE ST,I  93,NBI,MHD,42,23,36.1716,71,5,10.0824,11,8,142000,716.9,42.4,6,TRUE,0,0,0,FALSE,Somerville,MAPC
344,3BJ,NN,0.8508,I  93 CONNECTORS,I  93 SB OFF RAMP,NBI,MHD,42,23,30,71,5,6,16,1,11900,176.2,8.8,5,TRUE,0,0,0,TRUE,Somerville,MAPC
345,3BK,NN,0.9783,ST 38 NB/MYSTIC AVE,I  93 NB OFFRAMP,NBI,MHD,42,23,30.9048,71,5,3.1704,12,1,9200,113.4,11.7,6,TRUE,0,0,0,FALSE,Somerville,MAPC
346,3BL,NN,0.9075,OTHER PEDESTRIAN,I  93 NB ON RAMP,NBI,MHD,42,24,6,71,5,48,16,1,7600,151.8,8.8,2,TRUE,0,0,0,TRUE,Somerville,MAPC
347,3BM,NN,0.989,I  93 SB BT 46 - 57,I  93 NB,NBI,MHD,42,22,40.674,71,4,32.5056,11,3,96400,273.7,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
348,3BN,NN,0.7823,HWY   SHORE DR,I  93,NBI,MHD,42,23,50.6004,71,5,28.3596,11,8,136000,26.2,42.4,6,TRUE,0,0,0,FALSE,Somerville,MAPC
349,3BP,NN,0.8425,I  93 SB BT 57 - 61,I  93 NB,NBI,MHD,42,22,45.3324,71,4,34.734,11,3,74200,101.5,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
350,3BQ,NN,0.89760088,I  93 SB BT 61 - B5,I  93 NB,NBI,MHD,42,22,47.4816,71,4,35.6412,11,3,59900,148.4,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
351,3BR,NN,0.9113,I  93 CONN D & K,I  93 BT NB4-N ABT,NBI,MHD,42,22,51.3948,71,4,36.714,11,4,150000,112.8,21.8,6,TRUE,0,0,0,FALSE,Boston,MAPC
352,3BT,NN,0.9953,TR    ORANGE LINE,I  93 SB BT 46-57,NBI,MHD,42,22,40.2672,71,4,33.2544,11,3,68700,273.7,21.34,6,TRUE,0,0,0,FALSE,Boston,MAPC
353,3BU,NN,0.9889,RR    MBTA & BMRR,I  93 SB BT 57-61,NBI,MHD,42,22,45.246,71,4,35.688,11,3,68700,102.1,27.3,6,TRUE,0,0,0,FALSE,Boston,MAPC
354,3BV,NN,0.9938,RR    BMRR,I  93 SB BT 61-B5,NBI,MHD,42,22,47.3916,71,4,36.606,11,3,72100,148.4,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
355,3CE,NN,0.9531,I  93 SB,I  93 NB ON RMP,NBI,MHD,42,22,54,71,4,36,12,1,24300,91.4,13.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
356,3CG,NN,0.944299414,RR    MBTA & BMRR,I  93 SB B10-B16RP,NBI,MHD,42,22,54,71,4,36,12,2,13000,120.4,13.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
357,3D1,NN,0.8369,WATER NEPONSET RIVER,I  93 /US1/ST3,NBI,MHD,42,16,39.2412,71,2,56.094,16,8,184000,145.7,36,7,TRUE,0,0,0,FALSE,Boston,MAPC
358,3D2,NN,0.9777,HWY   HALLET STREET,I  93 /US1/ST3,NBI,MHD,42,16,55.326,71,2,43.4616,11,6,206000,18.2,36.1,7,TRUE,0,0,0,FALSE,Boston,MAPC
359,3D3,NN,1,RR    PCRR SPUR (ABAND),I  93 /US1/ST3,NBI,MHD,42,16,58.8684,71,2,41.1144,11,8,202000,14.6,36,7,TRUE,0,0,0,FALSE,Boston,MAPC
360,3D4,NN,0.6984,HWY   THEATRE ACCESS RD,I  93 /US1/ST3,NBI,MHD,42,17,3.8688,71,2,37.4784,11,8,180200,30.8,36,7,TRUE,0,0,0,FALSE,Boston,MAPC
361,3D5,NN,0.6117,HWY   CITY STS,I  93 /US1/ST3,NBI,MHD,42,17,9.222,71,2,35.3724,11,8,182400,364.8,36,6,TRUE,0,0,0,FALSE,Boston,MAPC
362,3D6,NN,0.5665,COMB  MBTA & RED LN SSH,I  93 /US1/ST3,NBI,MHD,42,17,23.4852,71,2,38.0148,12,8,205000,60.7,38.95,5,TRUE,0,0,0,FALSE,Boston,MAPC
363,3DC,NN,0.9507,HWY   CONLEY ST,I  93 /US1/ST3,NBI,MHD,42,17,28.1544,71,2,39.6348,11,6,210000,36,35.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
364,3DD,NN,0.998,HWY   VICTORY RD,I  93 /US1/ST3,NBI,MHD,42,17,54.816,71,2,52.5084,11,8,210000,17.8,35.8,7,TRUE,0,0,0,FALSE,Boston,MAPC
365,3DE,NN,0.5233,HWY   MORRISSEY BLVD,I  93 /US1/ST3,NBI,MHD,42,18,3.2652,71,2,57.4656,11,9,186500,59.7,35.7,7,TRUE,0,0,0,FALSE,Boston,MAPC
366,3DN,NN,0.9426,RR    CSX SPUR,I  93 /US1/ST3,NBI,MHD,42,18,49.7628,71,3,6.8508,11,8,195200,24.8,33.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
367,3DU,NN,0.6724,I  93 SB BT 33-38,I  93 NB BT 33-38,NBI,MHD,42,22,27.768,71,4,17.778,11,3,96400,143.1,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
368,3DW,NN,0.8449,I  93 SB BT 38-46,I  93 NB BT 38-46,NBI,MHD,42,22,34.14,71,4,25.8672,11,3,74200,198.7,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
369,3DY,NN,0.8699,COMB  MBTA & I 93 SB,I  93 NB B5-B10,NBI,MHD,42,22,53.1444,71,4,36.9624,11,3,59900,167.6,18.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
370,3.00E+01,NN,0.6719,I  93 SB B10-B16,I  93 NB B10-B16,NBI,MHD,42,22,56.3376,71,4,36.6132,11,3,76200,139,21,5,TRUE,0,0,0,FALSE,Boston,MAPC
371,3.00E+03,NN,0.8204,I  93 SB&CMBRG&MBTA/BMRR,I  93 NB B16-NB4,NBI,MHD,42,22,58.6164,71,4,36.534,11,4,84200,375.8,21.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
372,3EA,NN,0.9958,TR    ORANGE LINE,I  93 SB BT 33-38,NBI,MHD,42,22,27.2712,71,4,18.426,11,3,68700,124,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
373,3EB,NN,0.7664,TR    ORANGE LINE,I  93 SB BT 38-46,NBI,MHD,42,22,33.6468,71,4,26.5224,11,3,72100,198.7,21,6,TRUE,0,0,0,FALSE,Boston,MAPC
374,3EC,NN,0.6927,COMB  MBTA & COLUMBIA RD,I  93 /US1/ST3,NBI,MHD,42,19,16.6584,71,3,14.0544,11,8,184000,466.6,33.9,6,TRUE,0,0,0,FALSE,Boston,MAPC
375,3ED,NN,0.9846,RR    MBTA/BMRR,I  93 SB B5-B10,NBI,MHD,42,22,53.1336,71,4,37.902,11,3,68700,167.6,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
376,3EE,NN,0.9888,RR    MBTA/BMRR,I  93 SB B10-B16,NBI,MHD,42,22,56.3448,71,4,37.5456,11,3,68700,134.7,17.4,6,TRUE,0,0,0,FALSE,Boston,MAPC
377,3EG,NN,0.7565,COMB  CAMBRIGE&MBTA/BMRR,I  93 SB  B16-SB4,NBI,MHD,42,22,58.476,71,4,37.47,11,4,74000,370,21.7,6,TRUE,0,0,0,FALSE,Boston,MAPC
378,3EH,NN,0.7128,OTHER RELIEF,I  93 SB ON RAMP,NBI,MHD,42,19,12,71,3,12,12,1,12200,156.1,8.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
379,3EJ,NN,0.7466,COMB  RED LINE & RELIEF,I  93 NB OFF RAMP,NBI,MHD,42,19,12,71,3,12,12,1,12900,125,8.9,7,TRUE,0,0,0,FALSE,Boston,MAPC
380,3EV,YY,0.965,WATER MUDDY RIVER,HWY   COMM AVE,NBI,MHD,42,20,55.4676,71,5,35.2896,14,4,25400,17.7,24.7,8,TRUE,0,0,0,FALSE,Boston,MAPC
381,3EW,YY,0.8137,WATER MUDDY RIVER,HWY   COMM AVE,NBI,MHD,42,20,56.7384,71,5,35.3472,14,3,27300,17.7,21.2,7,TRUE,0,0,0,FALSE,Boston,MAPC
382,3F1,YY,1,WATER LECHMERE CANAL,HWY   LAND BLVD,NBI,MHD,42,22,5.916,71,4,27.6348,14,6,40100,39.9,18.5,7,TRUE,0,0,0,FALSE,Cambridge,MAPC
383,3F3,NN,0.9008,ST  9 HUNTNGTON AVE,HWY   JAMAICAWAY,NBI,MHD,42,19,54.8832,71,6,47.952,14,4,60000,36.6,21.3,5,TRUE,0,0,0,FALSE,Boston,MAPC
384,3F5,NN,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,NBI,MHD,42,15,7.9092,70,59,24.5472,14,4,31500,16.3,89.9,N,TRUE,0,0,0,FALSE,Quincy,MAPC
385,3FC,NN,0.3688,I  93,I  93 RP TO I93 NB,NBI,MHD,42,24,5.2236,71,5,43.6344,16,1,19700,63.1,8.8,6,TRUE,0,0,0,FALSE,Medford,MAPC
