OBJECTID,AllBridges_2011April_BDEPT,AllBridges_2011April_BIN,AllBridges_2011April_Health_Index,AllBridges_2011April_Item_6A,AllBridges_2011April_Item_7,AllBridges_2011April_Item___8_Bridge_Cat,AllBridges_2011April_Item___8_Owner,AllBridges_2011April_Item__16A,AllBridges_2011April_Item__16B,AllBridges_2011April_Item__16C,AllBridges_2011April_Item__17A,AllBridges_2011April_Item__17B,AllBridges_2011April_Item__17C,AllBridges_2011April_Item_26,AllBridges_2011April_Item__28A,AllBridges_2011April_Item_29,AllBridges_2011April_Item__49,AllBridges_2011April_Item__52,AllBridges_2011April_Item__58,AllBridges_2011April_Item_104,AllBridges_2011April_Posting_2_Axle,AllBridges_2011April_Posting_3_Axle,AllBridges_2011April_Posting_5_Axle,AllBridges_2011April_Struct_Def,AllBridges_2011April_Town_Name,AllBridges_2011April_RPA
269,R01009,358,0.9008,ST 28 N MAIN ST,I  93 NB/US1NB,NBI,DOT,42,12,18.33839989,71,3,55.0764,11,5,198000,49.7,22,5,True,0,0,0,True,Randolph,MAPC
270,R01005,359,0.7318,ST 24 NB,I  93 NB/US1SB,NBI,DOT,42,12,8.4708004,71,4,53.2668,11,3,200000,64.6,17.7,6,True,0,0,0,False,Randolph,MAPC
271,R01007,35A,0.9494,ST 24 SB,I  93 NB/US1NB,NBI,DOT,42,12,9.547200203,71,4,42.024,11,3,196000,25.9,17.7,5,True,0,0,0,False,Randolph,MAPC
272,C02031,35B,0.9598,WATER NEPONSET RIVER,I  95 NB,NBI,DOT,42,10,36.35039902,71,9,57.7116,11,4,113000,29,17.1,7,True,0,0,0,False,Canton,MAPC
273,C02033,35C,0.8514,RR    AMTRAK/MBTA,I  95 NB,NBI,DOT,42,11,15.66240025,71,9,21.042,11,3,115000,24.4,17.1,7,True,0,0,0,False,Canton,MAPC
274,C02033,35D,0.8524,RR    AMTRAK/MBTA,I  95 SB,NBI,DOT,42,11,16.76040077,71,9,21.0708,11,3,115000,24.4,17.1,7,True,0,0,0,False,Canton,MAPC
275,C02036,35H,0.7355,I  95 /US1/ST128,I  95 NB,NBI,DOT,42,12,27.29879951,71,8,26.052,11,2,110000,90.2,29.8,5,True,0,0,0,False,Canton,MAPC
276,C02036,35J,0.7342,I  95 /US1/ST128,I  95 SB,NBI,DOT,42,12,27.68759918,71,8,26.8404,11,2,110000,90.2,17.7,6,True,0,0,0,False,Canton,MAPC
277,C02031,35L,0.9955,WATER NEPONSET RIVER,I  95 SB,NBI,DOT,42,10,36.73559952,71,9,58.4892,11,3,113000,29,17.1,7,True,0,0,0,False,Canton,MAPC
278,D05040,35R,0.6638,ST135 WEST ST,I  95 NB/ST128 NB,NBI,DOT,42,15,50.02920151,71,12,21.2688,11,4,155000,47.2,19.9,5,True,0,0,0,False,Dedham,MAPC
279,D05041,35T,0.4943,ST135 WEST ST,I  95 SB/ST128 SB,NBI,DOT,42,15,52.08480072,71,12,25.704,11,4,155000,47.5,19.9,6,True,0,0,0,False,Dedham,MAPC
280,D05038,35U,0.7438,WATER CHARLES RIVER,I  95 NB/ST128 NB,NBI,DOT,42,16,2.200799942,71,12,11.5632,11,3,151000,89,18,6,True,0,0,0,False,Dedham,MAPC
281,D05039,35V,0.5796,WATER CHARLES RIVER,I  95 SB/ST128 SB,NBI,DOT,42,16,2.038800001,71,12,12.87,11,3,144000,98.5,18,5,True,0,0,0,False,Dedham,MAPC
282,N04022,35W,0.5308,HWY   CENTRAL AVE,I  95 NB/ST128 NB,NBI,DOT,42,18,38.0807991,71,13,49.4256,11,4,161200,15.8,18.3,5,True,0,0,0,False,Needham,MAPC
283,N04022,35X,0.5205,HWY   CENTRAL AVE,I  95 SB/ST128 SB,NBI,DOT,42,18,37.64519882,71,13,50.1744,11,4,161200,15.8,18.3,5,True,0,0,0,False,Needham,MAPC
284,D05004,369,0.6898,WATER CHARLES RIVER,ST109 BRIDGE ST,NBI,DOT,42,15,14.4144001,71,10,52.9608,14,2,19000,21.3,9.1,N,True,0,0,0,False,Dedham,MAPC
285,C02028,36A,0.3772,I  93 /US1,ST138 WASHNGTON ST,NBI,DOT,42,12,11.53439999,71,7,10.2792,14,4,50000,51.2,25,7,True,0,0,0,False,Canton,MAPC
286,W32013,37B,0.448,RR    MBTA,ST 18 MAIN ST,634,DOT,42,9,29.39760017,70,57,18.8604,14,2,43400,35.9,15.9,7,True,0,0,0,False,Weymouth,MAPC
287,B16016,37H,0.4274,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,10.80119991,71,3,39.6828,14,6,38400,129.2,30.8,6,True,0,0,0,True,Boston,MAPC
288,B16016,37K,0.5328,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,8.551199913,71,3,37.9008,14,6,38400,73.5,30.8,7,True,0,0,0,True,Boston,MAPC
289,B16016,37M,0.4084,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,6.063600063,71,3,35.928,14,6,38400,129.2,30.8,6,True,0,0,0,True,Boston,MAPC
290,B16016,37P,0.9939,OTHER WAREHOUSE,HWY   N WSHNGTN ST,NBI,MUN,42,22,4.036799908,71,3,34.3224,14,6,66200,82.9,31.2,7,True,0,0,0,False,Boston,MAPC
291,B16016,37R,0.9998,HWY   WATER ST,HWY   N WSHNGTN ST,NBI,MUN,42,22,13.72799969,71,3,42.4512,14,6,64200,18.3,42.1,7,True,0,0,0,False,Boston,MAPC
292,B16245,37U,0.4126,ST 99 SULLIVAN SQ UNDRPS,HWY   MISHAWUM ST,NBI,MUN,42,22,48,71,4,12,14,1,5700,22.3,16.8,6,True,0,0,0,False,Boston,MAPC
293,B16245,37V,0.6691,ST 99 SULLIVAN SQ UNDRPS,HWY   SOUTH ROTARY,NBI,MUN,42,23,0.0348,71,4,26.238,14,3,26000,18.9,19.6,6,True,0,0,0,False,Boston,MAPC
294,B16245,37X,0.6929,ST 99 SULLIVAN SQ UNDRPS,HWY   NORTH ROTARY,NBI,MUN,42,23,7.321199894,71,4,24.6432,14,3,26800,18.6,19.7,7,True,0,0,0,False,Boston,MAPC
295,B16029,388,0.3949,WATER MYSTIC RIVER,ST 99 ALFORD ST,NBI,MUN,42,23,20.06520081,71,4,18.4188,14,4,55000,251.46,28.6,4,True,9,12,18,True,Boston,MAPC
296,B16034,38B,0.9848,WATER RESERVE CHANNEL,HWY   SUMMER ST,NBI,MUN,42,20,33,71,2,14.0136,19,4,35400,284.1,21.6,7,True,0,0,0,False,Boston,MAPC
297,B16124,38H,0.9853,HWY   A ST,HWY   SUMMER ST,NBI,MUN,42,20,58.56000137,71,2,57.5052,14,6,28100,17.5,30.5,8,True,0,0,0,False,Boston,MAPC
298,B16237,38N,0.79,ST  2 COMMONWEALTH AVE,ST  2 A/MASS AVE,NBI,MUN,42,20,57.00120163,71,5,21.2244,14,4,29500,15.5,29,4,True,0,0,0,True,Boston,MAPC
299,B16238,38P,0.9148,ST  9 HUNTINGTON AVE,HWY   MASS AVE,NBI,MUN,42,20,33.2879982,71,5,7.8936,14,4,21900,16.8,48.3,5,True,0,0,0,False,Boston,MAPC
300,B16189,391,0.678,WATER MUDDY RIVER,HWY   AGASSIZ RD,NBI,MUN,42,20,34.86119843,71,5,40.4304,14,1,2100,20.4,22.1,N,True,15,22,34,False,Boston,MAPC
301,Q01009,399,0.8707,COMB  SGMRE ST&MBTA&REDS,HWY   HANCOCK ST,NBI,DOT,42,16,44.77080154,71,1,58.7532,14,4,29000,74,19.5,5,True,15,19,29,False,Quincy,MAPC
302,R05017,39B,0.6348,ST145 REVERE BCH PKWY,ST  1 A/LEE BRBNK,NBI,DOT,42,24,15.71399975,71,0,10.332,14,4,59000,42.4,24.5,6,True,0,0,0,False,Revere,MAPC
303,R05018,39C,0.7138,COMB  ST16 & MBTA/BMRR,ST  1 A/LEE BRBNK,NBI,DOT,42,24,24.91559982,71,0,10.656,14,4,52400,53.9,24.4,6,True,0,0,0,False,Revere,MAPC
304,R05019,39D,1,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,24,21.55680084,71,0,9.846,14,4,52200,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
305,R05020,39E,0.500000146,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,24,21.55680084,71,0,9.846,14,4,52000,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
306,R05021,39F,0.6111,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,24,21.55680084,71,0,9.846,14,4,52200,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
307,R05009,39G,0.7124,WATER DIAMOND CREEK,ST107 BROADWAY,NBI,DOT,42,25,41.34719849,70,59,58.4304,14,4,31800,11.4,25.5,5,True,0,0,0,True,Revere,MAPC
308,L18016,39J,0.5288,WATER SAUGUS RIVER,ST107 WESTERN AVE,NBI,DOT,42,27,2.25,70,58,48.4716,14,4,22600,64,18.3,5,True,20,25,40,True,Lynn,MAPC
309,B16236,39M,0.5055,OTHER RELIEF,ST  1 A/ON RAMP,NBI,DOT,42,22,42,71,1,36,16,1,15300,129.8,9.1,6,True,0,0,0,False,Boston,MAPC
310,B16236,39P,0.5146,OTHER RELIEF,ST  1 A/OFF RAMP,NBI,DOT,42,22,42,71,1,36,16,1,14600,92.7,9.1,6,True,0,0,0,False,Boston,MAPC
311,B16235,39T,0.6872,HWY   CHELSEA & BREMEN S,ST  1 A,NBI,DOT,42,22,22.95479965,71,2,8.2608,14,6,40500,115.8,28.4,6,True,0,0,0,False,Boston,MAPC
312,B16236,39U,0.984,OTHER RELIEF,ST  1 A,NBI,DOT,42,22,31.50119972,71,1,47.5752,12,6,43000,51.5,35.1,6,True,0,0,0,False,Boston,MAPC
313,B16235,39V,0.9225,OTHER RELIEF,ST  1 A/NB,NBI,DOT,42,22,21.33119965,71,2,3.8508,14,2,20900,62.2,13.7,7,True,0,0,0,False,Boston,MAPC
314,B16236,39W,0.9089,HWY   BNINGTN & NEPTUNE,ST  1 A,NBI,DOT,42,22,46.57080078,71,1,30.6768,16,6,570000,216.4,36.7,6,True,0,0,0,False,Boston,MAPC
315,B16235,39X,0.95,OTHER RELIEF,ST  1 A/NB,NBI,DOT,42,22,25.40999985,71,1,54.9984,12,2,20900,80.5,17,7,True,0,0,0,False,Boston,MAPC
316,B16236,39Y,0.9782,HWY   SARATGA ST & U TRN,ST  1 A,NBI,DOT,42,22,53.2344017,71,1,25.2228,12,6,55000,245.4,26.2,5,True,0,0,0,False,Boston,MAPC
317,B16235,3A0,0.6965,RR    BMRR,ST  1 A/SB,NBI,DOT,42,22,21.3239994,71,2,3.8292,14,3,41200,211.5,13.9,6,True,0,0,0,False,Boston,MAPC
318,B16235,3A1,0.9692,OTHER RELIEF,ST  1 A/SB,NBI,DOT,42,22,29.24399948,71,1,50.2212,14,2,21000,72.5,13.9,7,True,0,0,0,False,Boston,MAPC
319,B16022,3A3,0.5108,WATER NEPONSET RIVER,HWY   GRANITE AVE,NBI,DOT,42,16,38.26200104,71,3,12.4704,14,4,36000,57,15.5,5,True,12,19,30,True,Boston,MAPC
320,C09015,3A5,0.5978,HWY   WEBSTER AVE,US  1 NE XWAY,NBI,DOT,42,24,14.60159969,71,1,46.2252,12,6,97600,23.2,34.3,5,True,0,0,0,False,Chelsea,MAPC
321,C09007,3A6,0.675,HWY   ARLINGTON & 5TH ST,"US  1 SB BTS 36,PR",NBI,DOT,42,23,43.21680069,71,2,8.8512,17,3,29000,381.9,14.3,5,True,0,0,0,True,Chelsea,MAPC
322,C09011,3A7,0.5656,HWY   ORANGE & CARTER ST,US  1 NE XWAY,NBI,DOT,42,24,6.102000237,71,2,15.9,12,6,56000,309.1,27.4,5,True,0,0,0,False,Chelsea,MAPC
323,C09007,3A8,0.7318,RR    MBTA/BMRR,US  1 NE XWAY,NBI,DOT,42,23,45.0923996,71,2,9.546,12,6,82000,32.9,28.7,7,True,0,0,0,False,Chelsea,MAPC
324,C09011,3A9,0.6214,HWY   ORANGE ST,US  1 SB RAMP,NBI,DOT,42,24,6.782400131,71,2,18.2868,17,1,14700,144.8,9.1,7,True,0,0,0,False,Chelsea,MAPC
325,C09007,3AA,0.6028,HWY   SPRUCE ST,"US  1 PR2, N ABUT",NBI,DOT,42,23,48.85440063,71,2,13.2864,12,6,83000,246.3,28.7,6,True,0,0,0,True,Chelsea,MAPC
326,C09007,3AB,0.7427,HWY   ARLINGTON & 5TH ST,"US  1 S ABT,PR1",NBI,DOT,42,23,43.21680069,71,2,8.8512,12,3,45000,266.4,14.3,6,True,0,0,0,True,Chelsea,MAPC
327,C09007,3AC,0.7108,HWY   ARLINGTON ST,US  1 RP ABUT-BT50,NBI,DOT,42,23,43.21680069,71,2,8.8512,17,1,10000,97.5,11,7,True,0,0,0,False,Chelsea,MAPC
328,M01008,3AF,0.9918,HWY   LYNN ST,US  1,NBI,DOT,42,26,11.64480019,71,1,17.4648,12,4,91400,20.4,24,7,True,0,0,0,False,Malden,MAPC
329,R05002,3AG,0.9495,COMB  BMRR & LINDEN CRK,US  1 CUTLER HWY,NBI,DOT,42,26,8.084400177,71,1,12.3492,12,4,113000,42.3,24.3,5,True,0,0,0,False,Revere,MAPC
330,R05027,3AH,0.8939,ST 16 REVERE BCH PKWY,US  1 NE XWAY,NBI,DOT,42,24,22.89959908,71,1,36.0732,12,6,58200,38.7,37.8,5,True,0,0,0,False,Revere,MAPC
331,R05028,3AJ,0.7671,HWY   HYSIL AVE,US  1 NE XWAY,NBI,DOT,42,24,43.82279968,71,1,49.9476,12,6,61000,17.7,34.9,6,True,0,0,0,False,Revere,MAPC
332,R05033,3AK,0.7664,HWY   MALDEN ST,US  1 NE XWAY,NBI,DOT,42,25,35.68799973,71,1,18.7824,12,6,71000,17.6,36,6,True,0,0,0,False,Revere,MAPC
333,R05038,3AM,0.7337,ST 60 EB/SQUIRE RD,US  1 NE XWAY,NBI,DOT,42,25,44.14080048,71,1,9.0012,12,4,75400,43.3,30.9,5,True,0,0,0,False,Revere,MAPC
334,R05039,3AN,0.9294,US  1 RAMP & ST60,US  1 NE XWAY,NBI,DOT,42,25,52.45320129,71,1,4.476,12,6,55000,147.2,27,5,True,0,0,0,False,Revere,MAPC
335,R05041,3AP,0.7448,HWY   SARGENT ST,US  1 NE XWAY,NBI,DOT,42,25,16.92840004,71,1,42.492,12,6,83000,27.4,35.9,6,True,0,0,0,False,Revere,MAPC
336,S05037,3AQ,0.6993,ST 99 NB CONN,US  1 SB/BROADWAY,NBI,DOT,42,27,5.738399982,71,1,25.7772,14,2,44000,24.7,13.8,7,True,0,0,0,False,Saugus,MAPC
337,C09014,3B1,0.7298,HWY   ACCESS RAMP E,ST 16 EB,NBI,DOT,42,24,21.5855999,71,1,40.6272,14,3,18800,22.5,13.9,6,True,0,0,0,False,Chelsea,MAPC
338,M25017,3B2,0.7616,HWY   GRANITE AVE,I  93 /US1/ST3,NBI,DOT,42,16,27.67440033,71,3,3.1356,11,8,205200,44.2,39,7,True,0,0,0,False,Milton,MAPC
339,M12039,3B3,0.5191,ST 16 MYST VAL PKY,I  93,NBI,DOT,42,24,21.91320038,71,6,0.0828,11,8,180000,99.1,43.3,5,True,0,0,0,False,Medford,MAPC
340,M12036,3B4,0.916,WATER MYSTIC RIVER,I  93,NBI,DOT,42,24,52.96680069,71,6,15.8148,11,8,171000,78.6,43.3,5,True,0,0,0,False,Medford,MAPC
341,M12025,3B5,0.8371,HWY   RIVERSIDE AVE,I  93,NBI,DOT,42,24,58.54320145,71,6,16.326,11,8,169000,62.8,45.2,5,True,0,0,0,False,Medford,MAPC
342,M12027,3B6,0.4198,ST 60 EB/SALEM ST,I  93,NBI,DOT,42,25,7.946400166,71,6,16.2252,11,8,183000,48.8,43.3,5,True,0,0,0,False,Medford,MAPC
343,M12028,3B7,0.7348,ST 60 WB/SALEM ST,I  93,NBI,DOT,42,25,12.22319984,71,6,15.9804,11,8,181000,48.8,43.3,5,True,0,0,0,False,Medford,MAPC
344,M12029,3B8,0.9686,HWY   WEBSTER ST,I  93,NBI,DOT,42,25,20.87400055,71,6,15.012,19,9,169000,40.8,45.2,6,True,0,0,0,False,Medford,MAPC
345,M12030,3B9,0.7556,HWY   VALLEY ST & FLLSWY,I  93,NBI,DOT,42,25,33.28319931,71,6,13.6872,11,9,169000,41.1,45.3,6,True,0,0,0,False,Medford,MAPC
346,Q01044,3BA,0.9642,HWY   WEST ST,I  93 OFF RAMP NB,NBI,DOT,42,14,24,71,1,30,16,1,14800,29.8,7.6,7,True,0,0,0,False,Quincy,MAPC
347,Q01044,3BB,0.9636,HWY   WEST ST,I  93 SB ONRAMP,NBI,DOT,42,14,24,71,1,30,16,1,13700,30.1,7.2,7,True,0,0,0,False,Quincy,MAPC
348,Q01042,3BC,0.712,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,NBI,DOT,42,14,28.39559937,71,1,33.546,11,10,202200,22.6,36,7,True,0,0,0,False,Quincy,MAPC
349,Q01041,3BD,0.9068,HWY   WILLARD ST,I  93 /US1/ST3,NBI,DOT,42,14,40.93439865,71,1,54.9912,16,10,20800,28.7,42.1,6,True,0,0,0,False,Quincy,MAPC
350,Q01044,3BE,0.7598,HWY   WEST ST,I  93 /US1/ST3,NBI,DOT,42,14,23.94960022,71,1,29.532,11,9,190000,30.4,37.3,7,True,0,0,0,False,Quincy,MAPC
351,S17031,3BH,0.717,ST 28 & ST38 & TEMPLE ST,I  93,NBI,DOT,42,23,36.17160034,71,5,10.0824,11,8,145000,716.9,42.4,4,True,0,0,0,True,Somerville,MAPC
352,S17035,3BJ,0.8508,I  93 CONNECTORS,I  93 SB OFF RAMP,NBI,DOT,42,23,30,71,5,6,16,1,11900,176.2,8.8,5,True,0,0,0,False,Somerville,MAPC
353,S17036,3BK,0.9773,ST 38 NB/MYSTIC AVE,I  93 NB OFFRAMP,NBI,DOT,42,23,30.90480042,71,5,3.1704,12,1,12200,113.4,11.7,6,True,0,0,0,False,Somerville,MAPC
354,S17033,3BL,0.9075,OTHER PEDESTRIAN,I  93 NB ON RAMP,NBI,DOT,42,23,33.20000076,71,5,3.12,16,1,7600,151.8,8.8,6,True,0,0,0,False,Somerville,MAPC
355,B16281,3BM,0.989,I  93 SB BT 46 - 57,I  93 NB,NBI,DOT,42,22,40.67399979,71,4,32.5056,11,3,96400,273.7,21,6,True,0,0,0,False,Boston,MAPC
356,S17029,3BN,0.7823,HWY   SHORE DR,I  93,NBI,DOT,42,23,50.60039902,71,5,28.3596,11,8,140000,26.2,42.4,6,True,0,0,0,False,Somerville,MAPC
357,B16281,3BP,0.8425,I  93 SB BT 57 - 61,I  93 NB,NBI,DOT,42,22,45.33240128,71,4,34.734,11,3,74200,101.5,21,6,True,0,0,0,False,Boston,MAPC
358,B16281,3BQ,0.89760088,I  93 SB BT 61 - B5,I  93 NB,NBI,DOT,42,22,47.48160172,71,4,35.6412,11,3,59900,148.4,21,6,True,0,0,0,False,Boston,MAPC
359,B16281,3BR,0.9113,I  93 CONN D & K,I  93 BT NB4-N ABT,NBI,DOT,42,22,51.39479828,71,4,36.714,11,4,152000,112.8,21.8,6,True,0,0,0,False,Boston,MAPC
360,B16281,3BT,0.9953,TR    ORANGE LINE,I  93 SB BT 46-57,NBI,DOT,42,22,40.26720047,71,4,33.2544,11,3,68700,273.7,21.34,6,True,0,0,0,False,Boston,MAPC
361,B16281,3BU,0.9889,RR    MBTA & BMRR,I  93 SB BT 57-61,NBI,DOT,42,22,45.24599838,71,4,35.688,11,3,68700,102.1,27.3,6,True,0,0,0,False,Boston,MAPC
362,B16281,3BV,0.9938,RR    BMRR,I  93 SB BT 61-B5,NBI,DOT,42,22,47.39160156,71,4,36.606,11,3,72100,148.4,17.4,6,True,0,0,0,False,Boston,MAPC
363,B16281,3CE,0.9531,I  93 SB,I  93 NB ON RMP,NBI,DOT,42,22,54,71,4,36,12,1,24300,91.4,13.7,6,True,0,0,0,False,Boston,MAPC
364,B16281,3CG,0.944299414,RR    MBTA & BMRR,I  93 SB B10-B16RP,NBI,DOT,42,22,54,71,4,36,12,2,13000,120.4,13.7,6,True,0,0,0,False,Boston,MAPC
365,B16250,3D1,0.8369,WATER NEPONSET RIVER,I  93 /US1/ST3,NBI,DOT,42,16,39.24119949,71,2,56.094,16,8,186000,145.7,36,7,True,0,0,0,False,Boston,MAPC
366,B16253,3D2,0.9777,HWY   HALLET STREET,I  93 /US1/ST3,NBI,DOT,42,16,55.32600021,71,2,43.4616,11,6,206200,18.2,36.1,7,True,0,0,0,False,Boston,MAPC
367,B16252,3D3,1,RR    PCRR SPUR (ABAND),I  93 /US1/ST3,NBI,DOT,42,16,58.86840057,71,2,41.1144,11,8,205000,14.6,36,7,True,0,0,0,False,Boston,MAPC
368,B16270,3D4,0.6984,HWY   THEATRE ACCESS RD,I  93 /US1/ST3,NBI,DOT,42,17,3.868799925,71,2,37.4784,11,8,180400,30.8,36,6,True,0,0,0,False,Boston,MAPC
369,B16251,3D5,0.6117,HWY   CITY STS,I  93 /US1/ST3,NBI,DOT,42,17,9.222000122,71,2,35.3724,11,8,182600,364.8,36,6,True,0,0,0,False,Boston,MAPC
370,B16265,3D6,0.5665,COMB  MBTA & RED LN SSH,I  93 /US1/ST3,NBI,DOT,42,17,23.48520088,71,2,38.0148,12,8,210000,60.7,38.95,5,True,0,0,0,False,Boston,MAPC
371,B16264,3DC,0.9507,HWY   CONLEY ST,I  93 /US1/ST3,NBI,DOT,42,17,28.15439987,71,2,39.6348,11,6,210200,36,35.8,7,True,0,0,0,False,Boston,MAPC
372,B16263,3DD,0.998,HWY   VICTORY RD,I  93 /US1/ST3,NBI,DOT,42,17,54.81600189,71,2,52.5084,11,8,210200,17.8,35.8,7,True,0,0,0,False,Boston,MAPC
373,B16262,3DE,0.5233,HWY   MORRISSEY BLVD,I  93 /US1/ST3,NBI,DOT,42,18,3.2651999,71,2,57.4656,11,9,186700,59.7,35.7,7,True,0,0,0,False,Boston,MAPC
374,B16260,3DN,0.9565,RR    CSX SPUR,I  93 /US1/ST3,NBI,DOT,42,18,49.76279831,71,3,6.8508,11,8,195400,24.8,33.9,7,True,0,0,0,False,Boston,MAPC
375,B16281,3DU,0.6724,I  93 SB BT 33-38,I  93 NB BT 33-38,NBI,DOT,42,22,27.76799965,71,4,17.778,11,3,96400,143.1,21,6,True,0,0,0,False,Boston,MAPC
376,B16281,3DW,0.8449,I  93 SB BT 38-46,I  93 NB BT 38-46,NBI,DOT,42,22,34.13999939,71,4,25.8672,11,3,74200,198.7,21,6,True,0,0,0,False,Boston,MAPC
377,B16281,3DY,0.8699,COMB  MBTA & I 93 SB,I  93 NB B5-B10,NBI,DOT,42,22,53.14440155,71,4,36.9624,11,3,59900,167.6,18.9,6,True,0,0,0,False,Boston,MAPC
378,B16281,3E1,0.6719,I  93 SB B10-B16,I  93 NB B10-B16,NBI,DOT,42,22,56.33760071,71,4,36.6132,11,3,76200,139,21,5,True,0,0,0,False,Boston,MAPC
379,B16281,3E3,0.8204,I  93 SB&CMBRG&MBTA/BMRR,I  93 NB B16-NB4,NBI,DOT,42,22,58.61640167,71,4,36.534,11,4,84200,375.8,21.7,6,True,0,0,0,False,Boston,MAPC
380,B16281,3EA,0.9958,TR    ORANGE LINE,I  93 SB BT 33-38,NBI,DOT,42,22,27.27120018,71,4,18.426,11,3,68700,124,21,6,True,0,0,0,False,Boston,MAPC
381,B16281,3EB,0.7664,TR    ORANGE LINE,I  93 SB BT 38-46,NBI,DOT,42,22,33.64680099,71,4,26.5224,11,3,72100,198.7,21,6,True,0,0,0,False,Boston,MAPC
382,B16259,3EC,0.6927,COMB  MBTA & COLUMBIA RD,I  93 /US1/ST3,NBI,DOT,42,19,16.65839958,71,3,14.0544,11,8,184000,466.6,33.9,6,True,0,0,0,False,Boston,MAPC
383,B16281,3ED,0.9846,RR    MBTA/BMRR,I  93 SB B5-B10,NBI,DOT,42,22,53.13359833,71,4,37.902,11,3,68700,167.6,17.4,6,True,0,0,0,False,Boston,MAPC
384,B16281,3EE,0.9888,RR    MBTA/BMRR,I  93 SB B10-B16,NBI,DOT,42,22,56.34479904,71,4,37.5456,11,3,68700,134.7,17.4,6,True,0,0,0,False,Boston,MAPC
385,B16281,3EG,0.7581,COMB  CAMBRIGE&MBTA/BMRR,I  93 SB  B16-SB4,NBI,DOT,42,22,58.47600174,71,4,37.47,11,4,75900,370,21.7,6,True,0,0,0,False,Boston,MAPC
386,B16259,3EH,0.7128,OTHER RELIEF,I  93 SB ON RAMP,NBI,DOT,42,19,12,71,3,12,12,1,12600,156.1,8.9,6,True,0,0,0,False,Boston,MAPC
387,B16259,3EJ,0.7466,COMB  RED LINE & RELIEF,I  93 NB OFF RAMP,NBI,DOT,42,19,12,71,3,12,12,1,13400,125,8.9,7,True,0,0,0,False,Boston,MAPC
388,B16176,3EV,0.6325,WATER MUDDY RIVER,HWY   COMM AVE,NBI,DOT,42,20,55.46760178,71,5,35.2896,14,4,25400,17.7,24.7,7,True,0,0,0,False,Boston,MAPC
389,B16176,3EW,0.6274,WATER MUDDY RIVER,HWY   COMM AVE,NBI,DOT,42,20,56.73839951,71,5,35.3472,14,3,27300,17.7,21.2,6,True,0,0,0,False,Boston,MAPC
390,C01001,3F1,1,WATER LECHMERE CANAL,HWY   LAND BLVD,NBI,DOT,42,22,5.915999889,71,4,27.6348,14,6,40300,39.9,18.5,6,True,0,0,0,False,Cambridge,MAPC
391,B16222,3F3,0.9008,ST  9 HUNTNGTON AVE,HWY   JAMAICAWAY,NBI,DOT,42,19,54.8832016,71,6,47.952,14,4,60000,36.6,21.3,5,True,0,0,0,False,Boston,MAPC
392,Q01016,3F5,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,NBI,DOT,42,15,7.909200191,70,59,24.5472,14,4,45000,16.3,89.9,N,True,0,0,0,False,Quincy,MAPC
393,M12044,3FC,0.3688,I  93,I  93 RP TO I93 NB,NBI,DOT,42,24,5.223599911,71,5,43.6344,16,1,19700,63.1,8.8,6,True,0,0,0,False,Medford,MAPC
394,C01012,3FU,0.9787,RR    MBTA/BMRR,ST  2 A/MASS AVE,634,DOT,42,23,18.04920006,71,7,12.378,14,4,30300,11.4,28.7,6,True,0,0,0,False,Cambridge,MAPC
395,E12007,3GK,0.7486,RR    MBTA/BMRR/CSX,ST 99 NB/BROADWAY,634,DOT,42,24,5.914800167,71,3,40.8024,14,2,23000,33.8,15.5,5,True,0,0,0,False,Everett,MAPC
396,B16067,3GV,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAIN ST,634,DOT,42,23,7.400400162,71,4,37.542,14,5,75600,47.2,25.4,5,True,0,0,0,False,Boston,MAPC
397,B16163,3H2,0.8162,RR    MBTA,HWY   MORTON ST,634,DOT,42,16,51.61439896,71,5,9.0636,14,4,41300,23.5,23.7,5,True,0,0,0,True,Boston,MAPC
398,B16165,3H3,0.509,RR    MBTA,HWY   BLUE HILL AV,634,DOT,42,16,22.56959915,71,5,38.6916,14,5,43600,43.9,36.6,5,True,0,0,0,False,Boston,MAPC
399,A10011,AE2,1,COMB  MNUTMN BP & RED LN,ST  2,NBI,DOT,42,23,53.25,71,8,39.17,14,4,76000,38.02,26.48,8,True,0,0,0,False,Arlington,MAPC
400,W43047,AFV,1,I 93,I  93 NB ON RAMP,NBI,DOT,42,31,15.60000038,71,8,60,12,1,8900,360.8,7.8,7,True,0,0,0,False,Woburn,MAPC
401,W43048,AGB,1,I  93 & NB ON RAMP,I  93 OFF RAMP,NBI,DOT,42,31,12.60000038,71,7,58.8,12,1,13200,488.8,7.8,7,True,0,0,0,False,Woburn,MAPC
