OBJECTID,AllBridges_2013April_BDEPT,AllBridges_2013April_BIN,AllBridges_2013April_FHWA_Record,AllBridges_2013April_Health_Index,AllBridges_2013April_Item___6A,AllBridges_2013April_Item___7,AllBridges_2013April_Item___8_Bridge_Cat,AllBridges_2013April_Item___8_Owner,AllBridges_2013April_Item__16A,AllBridges_2013April_Item__16B,AllBridges_2013April_Item__16C,AllBridges_2013April_Item__17A,AllBridges_2013April_Item__17B,AllBridges_2013April_Item__17C,AllBridges_2013April_Item__26,AllBridges_2013April_Item__28A,AllBridges_2013April_Item__29,AllBridges_2013April_Item__30,AllBridges_2013April_Item__32,AllBridges_2013April_Item__34,AllBridges_2013April_Item__49,AllBridges_2013April_Item__52,AllBridges_2013April_Item__58,AllBridges_2013April_Item_104,AllBridges_2013April_Posting_2_Axle,AllBridges_2013April_Posting_3_Axle,AllBridges_2013April_Posting_5_Axle,AllBridges_2013April_Struct_Def,AllBridges_2013April_Town_Name,AllBridges_2013April_RPA
760,F06029,AX8,True,0.9705,US  1 WASHINGTON ST,HWY   RAMP A,NBI,DOT,42,5,20.71,71,16,20.02,19,1,1170,2012,0,0,60,12.4,7,False,0,0,0,False,Foxborough,MAPC
761,F07001,276,True,0.4501,WATER RESERVOIR OUTLET,ST  9 WORCESTER RD,NBI,DOT,42,17,39.2886,71,27,27.5502,14,4,58800,2012,18.3,44,16.5,27.4,4,True,20,25,40,True,Framingham,MAPC
762,F07002,244,True,0.7488,WATER STEARNS RESERVOIR,HWY   SALEM END RD,NBI,MUN,42,17,36.7944,71,26,58.3296,17,2,15600,2012,8.8,0,10.1,12.9,5,False,0,0,0,False,Framingham,MAPC
763,F07003,245,True,0.8007,WATER SUDBURY RIVER,HWY   WINTER ST,NBI,MUN,42,17,29.259,71,26,31.164,16,2,17500,2012,7,0,7.6,7.8,6,False,5,9,14,False,Framingham,MAPC
764,F07004,246,True,0.9599,WATER SUDBURY RIVER,HWY   UNION AVE,NBI,MUN,42,17,33.6624,71,25,41.6388,16,2,34200,2011,9.8,0,18,13.7,6,False,0,0,0,False,Framingham,MAPC
765,F07005,247,True,1,WATER SUDBURY RIVER,HWY   MAIN ST,NBI,MUN,42,17,49.002,71,25,38.0928,16,2,7950,2011,5.8,0,23.4,10.2,7,False,15,15,15,False,Framingham,MAPC
766,F07006,9BH,True,1,WATER SUDBURY RIVER,ST  9 /ST30/WRCSTR,NBI,DOT,42,17,58,71,25,34,14,4,52200,2011,21,0,27.6,28.8,7,True,0,0,0,False,Framingham,MAPC
767,F07007,249,True,0.9481,WATER SUDBURY RIVER,HWY   CENTRAL ST,NBI,MUN,42,19,27.984,71,24,7.2972,16,2,11000,2012,11,0,26.2,15.5,5,False,0,0,0,False,Framingham,MAPC
768,F07009,24A,True,0.8572,WATER SUDBURY RIVER,HWY   CENTRAL ST,NBI,MUN,42,19,28.9518,71,24,4.9464,16,2,8000,2013,11,0,28.3,15.5,3,False,14,15,18,True,Framingham,MAPC
769,F07010,248,True,0.9684,WATER SUDBURY RIVER,HWY   CONCORD ST,NBI,MUN,42,19,18.9948,71,23,56.472,16,2,18000,2011,11,25,18.9,15.2,7,False,0,0,0,False,Framingham,MAPC
770,F07014,24D,True,0.9655,WATER RESERVOIR 2,HWY   FOUNTAIN ST,NBI,MUN,42,16,22.2168,71,26,41.5032,17,2,11800,2012,8.5,0,17.7,11.1,7,False,0,0,0,False,Framingham,MAPC
771,F07015,29G,True,0.5106,RR    CSX/MBTA,HWY   WINTER ST,634,DOT,42,16,28.3578,71,26,11.9508,16,2,7000,2012,8.5,0,22.6,11.1,6,False,12,14,18,True,Framingham,MAPC
772,F07016,29H,True,0.9261,RR    CSX/MBTA,HWY   FOUNTAIN ST,634,DOT,42,16,29.5284,71,25,38.478,17,2,14100,2011,8.5,0,26.9,11.3,9,False,0,0,0,False,Framingham,MAPC
773,F07018,29J,True,0.6872,RR    CSX,HWY   MT WAYTE AVE,634,DOT,42,17,19.9602,71,25,52.6362,17,2,10000,2012,12.2,0,36.3,15.8,5,False,20,25,36,True,Framingham,MAPC
774,F07024,28H,True,0.6718,WATER STONEY BROOK,ST 30 PLEASANT ST,NBI,DOT,42,18,12.7836,71,29,25.4868,16,2,20000,2011,9.1,0,11,9.3,N,False,0,0,0,False,Framingham,MAPC
775,F07027,290,True,0.985,COMB  ST 9 WB & CSX,HWY   PLSNT ST CON,NBI,DOT,42,17,49.4052,71,29,26.6856,19,2,10200,2011,12.5,35,58.5,16.5,7,False,0,0,0,False,Framingham,MAPC
776,F07028,28B,True,0.9929,ST  9 WORCESTER RD,ST126 CONCORD ST,NBI,DOT,42,17,53.4006,71,24,31.0386,14,2,35500,2012,12.2,22,31.4,16,7,False,0,0,0,False,Framingham,MAPC
777,F07029,B7M,True,1,WATER BEAVER DAM BROOK,HWY   HERBERT  ST,NBI,MUN,42,16,11.73,71,24,49.8384,19,2,8300,2011,10.9,56,9.7,15.3,7,False,0,0,0,False,Framingham,MAPC
778,F07030,24B,True,1,WATER SUDBURY RIVER,HWY   FRANKLIN ST,NBI,MUN,42,17,29.493,71,25,47.766,17,2,21400,2013,12.8,0,18.3,17.9,N,False,20,25,36,False,Framingham,MAPC
779,F07038,24E,True,0.966,WATER EAMES BROOK,HWY   MT WAYTE AVE,NBI,MUN,42,17,15.738,71,26,2.2596,17,2,18720,2012,12.2,28,6.4,29.9,N,False,0,0,0,False,Framingham,MAPC
780,F07039,24C,True,0.8877,WATER SUDBURY RIVER,HWY   POTTER RD,NBI,MUN,42,20,20,71,23,42,17,2,3000,2011,9.1,12,29.3,11.8,5,False,0,0,0,False,Framingham,MAPC
781,F07040,275,True,0.8053,ST  9 WORCESTER RD,HWY   MAIN ST,NBI,DOT,42,18,0.2772,71,26,6.2484,16,5,38300,2011,25.3,17,36,30.1,5,False,0,0,0,False,Framingham,MAPC
782,F07044,4PK,True,0.8988,RR    CSX,I  90,NBI,DOT,42,17,54.9528,71,28,33.9456,11,6,105000,2011,36,35,17.7,45,N,True,0,0,0,False,Framingham,MAPC
783,F07045,4PH,True,0.6009,WATER MDC RES 3,I  90 EB,NBI,DOT,42,18,1.9146,71,28,12.5862,11,3,82000,2012,18.33,0,39.3,19.5,5,True,0,0,0,False,Framingham,MAPC
784,F07045,4PJ,True,0.7099,WATER MDC RES 3,I  90 WB,NBI,DOT,42,18,1.9146,71,28,12.5862,11,3,82000,2012,18.33,0,39.3,19.5,5,True,0,0,0,False,Framingham,MAPC
785,F07046,4P7,True,0.7748,WATER SUDBURY RIVER,I  90 EB,NBI,DOT,42,18,51.03,71,25,1.1604,11,3,81223,2011,18,25,54.9,18.6,7,True,0,0,0,False,Framingham,MAPC
786,F07046,4P8,True,0.8775,WATER SUDBURY RIVER,I  90 WB,NBI,DOT,42,18,51.606,71,25,1.7832,11,3,81223,2011,18,25,54.9,18.6,7,True,0,0,0,False,Framingham,MAPC
787,F07047,4P2,True,0.6984,RR    CSX,I  90 EB,NBI,DOT,42,18,48.0528,71,23,18.2076,11,4,52000,2011,21,40,43,22.1,7,True,0,0,0,False,Framingham,MAPC
788,F07047,4P3,True,0.7176,RR    CSX,I  90 WB,NBI,DOT,42,18,48.8484,71,23,18.7944,11,3,52000,2011,18.1,40,43,19,7,True,0,0,0,False,Framingham,MAPC
789,F07048,4PG,True,0.8065,RR    PCRR (ABANDONED),I  90 RAMPS INT 13,NBI,DOT,42,18,40.8162,71,23,9.0702,12,6,35000,2013,28,11,12.2,30,7,True,0,0,0,False,Framingham,MAPC
790,F07049,4PN,True,0.3721,I  90,I  90 RAMPS INT 12,NBI,DOT,42,17,38.6484,71,28,58.0476,12,3,400,2012,15,0,61.3,16.8,7,True,0,0,0,False,Framingham,MAPC
791,F07050,4PL,True,0.8024,I  90,ST  9 WORCESTER RD,NBI,DOT,42,17,48.5232,71,28,43.176,12,6,55000,2012,9.4,47,101.5,31,6,True,0,0,0,False,Framingham,MAPC
792,F07051,4PM,True,0.9321,ST  9 WORCESTER RD,I  90 RAMP,NBI,DOT,42,17,47.9688,71,28,36.4656,12,2,2000,2012,6.1,0,51.5,16.8,6,True,0,0,0,False,Framingham,MAPC
793,F07052,4PF,True,0.5332,COMB  I 90 & CSX,HWY   TEMPLE ST,NBI,DOT,42,18,6.5052,71,27,17.2044,17,2,4000,2012,9.1,30,106.4,12.5,7,True,0,0,0,False,Framingham,MAPC
794,F07053,4PE,True,0.7381,I  90,ST 30 PLEASANT ST,NBI,DOT,42,18,13.9068,71,26,52.5912,16,2,8000,2012,9.1,45,87.8,12.8,7,True,0,0,0,False,Framingham,MAPC
795,F07055,4PD,True,0.8037,I  90,HWY   GROVE ST,NBI,DOT,42,18,23.4534,71,26,34.0188,17,2,3200,2012,9.1,0,60,12.5,7,True,0,0,0,False,Framingham,MAPC
796,F07056,4PB,True,0.7888,HWY   EDGELL RD,I  90 EB,NBI,DOT,42,18,33.7212,71,26,10.9248,11,3,81223,2012,17.1,22,37.2,18.6,7,True,0,0,0,False,Framingham,MAPC
797,F07056,4PC,True,0.785,HWY   EDGELL RD,I  90 WB,NBI,DOT,42,18,34.1064,71,26,11.4036,11,3,53000,2012,17.1,22,37.2,18.6,7,True,0,0,0,False,Framingham,MAPC
798,F07057,4P9,True,0.7897,HWY   CENTRAL ST,I  90 EB,NBI,DOT,42,18,52.0344,71,24,57.042,11,3,55000,2011,18.2,25,20.5,19.1,6,True,0,0,0,False,Framingham,MAPC
799,F07057,4PA,True,0.9795,HWY   CENTRAL ST,I  90 WB,NBI,DOT,42,18,52.7544,71,24,57.0924,11,3,55000,2011,18.2,25,20.5,19.1,7,True,0,0,0,False,Framingham,MAPC
800,F07058,4P5,True,0.7322,ST126 CONCORD ST,I  90 EB,NBI,DOT,42,18,55.4868,71,24,5.4756,11,3,55000,2011,18.6,24,38.1,19.5,7,True,0,0,0,False,Framingham,MAPC
801,F07058,4P6,True,0.7951,ST126 CONCORD ST,I  90 WB,NBI,DOT,42,18,56.1924,71,24,5.4756,11,3,55000,2011,18.6,24,38.1,19.5,7,True,0,0,0,False,Framingham,MAPC
802,F07059,4P4,True,0.9582,I  90,HWY   OLD CONN PTH,NBI,DOT,42,18,49.5036,71,23,26.7684,16,2,8000,2012,13.4,8,69.2,17.4,7,True,0,0,0,False,Framingham,MAPC
803,F07060,4P0,True,0.973,I  90,I  90 WB ON RAMP,NBI,DOT,42,18,46.18742,71,23,5.4486,12,3,45000,2012,15.2,75,71.9,16.7,6,True,0,0,0,False,Framingham,MAPC
804,F07061,4P1,True,0.5337,ST 30 COCHITUATE RD,I  90 RAMP INT 13,NBI,DOT,42,18,27.201,71,23,14.4885,12,2,45000,2012,12.2,11,38.4,15.8,7,True,0,0,0,False,Framingham,MAPC
805,F07062,4PP,True,0.775,HWY   SPEEN ST,I  90 RAMPS INT 13,NBI,DOT,42,18,49.4482,71,23,10.2408,12,5,45000,2012,28,0,24.6,29.7,6,True,0,0,0,False,Framingham,MAPC
806,F07063,24F,True,0.9957,WATER SUDBURY RIVER,HWY   DANFORTH ST,NBI,MUN,42,19,31.512,71,23,50.64,17,1,1000,2012,8.5,21,40.5,13,9,False,0,0,0,False,Framingham,MAPC
807,F07064,24G,True,0.5348,WATER SUDBURY RIVER,HWY   WICKFORD RD,NBI,MUN,42,19,1.0014,71,24,59.7996,17,2,9500,2013,8.5,0,46.6,13.2,3,False,0,0,0,True,Framingham,MAPC
808,F07065,24H,True,0.4577,WATER SUDBURY RIVER,HWY   WINTER ST,NBI,MUN,42,17,28.8708,71,26,33.4572,16,2,13500,2012,7,0,12.8,7.5,N,False,5,9,14,True,Framingham,MAPC
809,F07067,A4L,True,0.9451,COMB  ST 9 & CSX,HWY   CROSSNG BLVD,NBI,DOT,42,17,49.03,71,29,31.34,19,4,6700,2011,17.1,0,64.9,19.7,7,True,0,0,0,False,Framingham,MAPC
810,F07068,A4K,True,0.8573,ST  9 EB,ST  9 RAMP E,NBI,DOT,42,17,59,71,29,2,19,1,2700,2012,7.9,99,101.2,9,7,True,0,0,0,False,Framingham,MAPC
811,F08005,2B1,True,0.8512,RR    MBTA/CSX,ST140 OLD ST 140,634,DOT,42,5,23.2974,71,26,25.9254,14,2,1500,2012,7.9,30,16.2,8.7,3,False,9,9,9,True,Franklin,MAPC
812,F08006,2AY,True,0.9908,RR    MBTA/CSX,HWY   CHESTNUT ST,634,DOT,42,5,52.4256,71,22,24.1896,16,2,4000,2011,12.2,57,24.7,14.7,8,False,0,0,0,False,Franklin,MAPC
813,F08007,2B0,True,0.9341,RR    MBTA/CSX,ST140 E CENTRAL ST,634,DOT,42,4,57.7662,71,23,49.4802,14,2,31200,2012,14,36,8.5,35.7,7,False,0,0,0,False,Franklin,MAPC
814,F08008,2A3,True,0.7316,WATER CHARLES RIVER,HWY   LINCOLN ST,NBI,MUN,42,8,18.0528,71,23,53.9628,16,2,3000,2012,8.5,0,10.7,9.1,N,False,0,0,0,True,Franklin,MAPC
815,F08009,2AA,True,0.6497,WATER CHARLES RIVER,HWY   ELM ST,NBI,MUN,42,8,11.4678,71,25,6.6432,19,2,1300,2012,5.5,0,10.4,7.6,N,False,0,0,0,False,Franklin,MAPC
816,F08010,2A2,True,1,WATER CHARLES RIVER,HWY   POND ST,NBI,MUN,42,8,17.5452,71,25,52.1106,16,2,17100,2012,12.2,7,10.1,16.1,7,False,0,0,0,False,Franklin,MAPC
817,F08020,2AB,True,0.9747,WATER MINE BROOK,HWY   GROVE ST,NBI,MUN,42,3,41.2992,71,25,41.0622,16,2,7500,2013,10.4,0,17.1,11.7,6,False,0,0,0,False,Franklin,MAPC
818,F08021,1V8,True,0.9509,RR    CSX,I 495 SB,NBI,DOT,42,4,20.22,71,24,45.01,11,3,69400,2013,14.9,5,34.1,16.7,6,True,0,0,0,False,Franklin,MAPC
819,F08021,1V9,True,0.966,RR    CSX,I 495 NB,NBI,DOT,42,4,21.7086,71,24,43.6746,12,3,69400,2013,14.9,5,34.1,16.7,5,True,0,0,0,True,Franklin,MAPC
820,F08022,2AQ,True,0.5932,I 495,HWY   WASHNGTON ST,NBI,DOT,42,4,14.2572,71,24,34.8084,16,2,1300,2011,12.2,7,73.8,16.7,7,False,0,0,0,False,Franklin,MAPC
821,F08023,1VA,True,0.9557,HWY   KING ST,I 495 NB,NBI,DOT,42,3,53.9064,71,24,4.9896,11,4,40000,2011,15.2,2,27.1,16.7,7,True,0,0,0,False,Franklin,MAPC
822,F08023,1VB,True,0.5964,HWY   KING ST,I 495 SB,NBI,DOT,42,3,53.3196,71,24,5.4828,11,3,45000,2011,15.2,1,27.1,16.7,7,True,0,0,0,False,Franklin,MAPC
823,F08024,1VC,True,0.7833,HWY   SUMMER ST,I 495 NB,NBI,DOT,42,3,30.0312,71,23,2.0472,11,4,38000,2011,15.2,30,28.3,16.6,7,True,0,0,0,False,Franklin,MAPC
824,F08024,1VD,True,0.8891,HWY   SUMMER ST,I 495 SB,NBI,DOT,42,3,27.3816,71,23,1.608,11,4,36450,2011,15.2,33,29,16.6,7,True,0,0,0,False,Franklin,MAPC
825,F08026,ANW,True,0.9994,I 495,ST140 W CENTRAL ST,NBI,DOT,42,5,24.4176,71,25,38.0022,14,6,25000,2012,28,19,71.2,32.5,6,False,0,0,0,False,Franklin,MAPC
826,F08027,1VE,True,0.8281,RR    MBTA/CSX,I 495 NB,NBI,DOT,42,5,14.56,71,25,28.9,11,4,36500,2012,15.8,34,12.8,16.8,5,True,0,0,0,False,Franklin,MAPC
827,F08027,1VF,True,0.8521,RR    MBTA/CSX,I 495 SB,NBI,DOT,42,5,14.1,71,25,30.88,11,4,36500,2012,15.8,34,12.8,16.8,5,True,0,0,0,False,Franklin,MAPC
828,F08029,1VG,True,0.7762,HWY   BEAVER ST,I 495 NB,NBI,DOT,42,4,51.2364,71,25,18.4332,11,4,38000,2011,15.2,15,23.8,16.7,7,True,0,0,0,False,Franklin,MAPC
829,F08029,1VH,True,0.7751,HWY   BEAVER ST,I 495 SB,NBI,DOT,42,4,50.7756,71,25,19.1532,11,4,38000,2011,15.2,17,23.8,16.7,7,True,0,0,0,False,Franklin,MAPC
830,F08031,ANX,True,0.9694,COMB  MBTA&MINE BRK  TRB,ST140 W CENTRAL ST,NBI,DOT,42,5,34,71,25,59,14,4,14500,2012,20.7,99,175.3,21.6,7,False,0,0,0,False,Franklin,MAPC
831,G05002,30L,True,0.5306,WATER BLYNMAN CANAL,ST127 WESTERN AVE,NBI,DOT,42,36,34.7724,70,40,26.1804,16,2,14700,2010,10.1,45,27.4,14,6,False,0,0,0,True,Gloucester,MAPC
832,G05004,30N,True,0.848,WATER GOOSE COVE,ST127 WASHNGTON ST,NBI,DOT,42,39,2.0268,70,40,23.1996,16,2,12930,2012,9.1,0,9.1,12,6,False,0,0,0,False,Gloucester,MAPC
833,G05005,30M,True,0.5001,WATER HODGKINS COVE,ST127 WASHNGTON ST,NBI,DOT,42,40,3.2556,70,40,2.3196,16,2,5800,2012,10.1,3,8.8,14.6,6,False,0,0,0,True,Gloucester,MAPC
834,G05009,ATB,True,1,WATER GOOD HRBR BCH CRK,ST127 A/THATCHER,NBI,MUN,42,37,6.6288,70,38,25.0044,16,2,20000,2011,9.5,30,21.3,12.3,8,False,0,0,0,False,Gloucester,MAPC
835,G05010,2PH,True,0.5305,WATER MARSH CREEK,ST127 A/THATCHER,NBI,MUN,42,37,21,70,38,5.2404,16,2,11380,2011,7,0,10.1,7.7,6,False,0,0,0,False,Gloucester,MAPC
836,G05015,326,True,0.9574,RR    MBTA,HWY   CENTNNIAL AV,634,DOT,42,37,2.784,70,40,23.592,17,2,3750,2012,12.2,0,13.4,9.3,6,False,0,0,0,False,Gloucester,MAPC
837,G05016,327,True,0.5813,RR    MBTA,HWY   GLOUCESTR AV,634,DOT,42,37,26.4252,70,39,53.7768,19,2,1800,2011,6.4,0,10.7,7.4,N,False,0,0,0,False,Gloucester,MAPC
838,G05017,2U8,True,0.8204,WATER ANNISQUAM RIVER,ST128,NBI,DOT,42,37,30.7848,70,41,23.2116,12,4,35100,2011,17.1,0,262.7,20.7,6,True,20,25,40,True,Gloucester,MAPC
839,G05020,30Q,True,0.9554,ST128,HWY   CRAFTS RD,NBI,DOT,42,37,31.692,70,41,45.654,19,2,1700,2012,7.3,30,26.5,9.8,6,False,0,0,0,False,Gloucester,MAPC
840,G05021,2U7,True,0.8573,HWY   CONCORD ST,ST128,NBI,DOT,42,37,26.5188,70,42,37.062,12,6,57000,2011,11.6,16,18.6,28,6,True,20,25,40,False,Gloucester,MAPC
841,G05022,2U9,True,0.7405,HWY   MARSH ST,ST128,NBI,DOT,42,37,21.7416,70,40,54.9444,12,4,58800,2011,11,16,14,26.9,6,True,0,0,0,True,Gloucester,MAPC
842,G05023,2UB,True,1,RR    MBTA,ST128,NBI,DOT,42,37,28.5204,70,39,53.766,12,4,23700,2011,21.9,14,10.7,29.7,8,True,0,0,0,False,Gloucester,MAPC
843,G05024,2U6,True,0.5362,ST133 ESSEX AVE,ST128,NBI,DOT,42,37,4.9152,70,43,19.074,12,6,37500,2012,23.5,13,22.3,25.6,N,True,0,0,0,False,Gloucester,MAPC
844,G05025,2UA,True,0.6623,HWY   MAPLEWOOD AVE,ST128,NBI,DOT,42,37,23.7252,70,40,12.5832,12,2,25100,2012,28,16,14.9,29.6,5,True,0,0,0,False,Gloucester,MAPC
845,H03001,AQ2,True,0.997,RR    MBTA,HWY   CUTLER RD,634,DOT,42,37,52.3092,70,51,51.2964,9,2,600,2011,7.5,40,14.6,7.3,7,False,0,0,0,False,Hamilton,MAPC
846,H03002,2R5,True,0.9074,WATER IPSWICH RIVER,HWY   WINTHROP ST,NBI,MUN,42,39,31.0572,70,53,28.9608,19,2,500,2011,4.9,30,19.2,7,6,False,16,23,33,False,Hamilton,MAPC
847,H03003,2PJ,True,0.7718,WATER IPSWICH RIVER,HWY   HIGHLAND ST,NBI,MUN,42,39,29.5416,70,51,44.352,16,2,3200,2011,7,0,32,10.7,N,False,0,0,0,False,Hamilton,MAPC
848,H03004,8NF,True,1,WATER MILES RIVER,HWY   MOULTON ST,NBI,MUN,42,38,2.74,70,50,25.78,9,2,3700,2011,11,0,11.1,10.4,8,False,0,0,0,False,Hamilton,MAPC
849,H06001,43M,True,0.9885,WATER NORTH RIVER,HWY   WASHNGTON ST,NBI,MUN,42,6,29.88,70,48,27.4068,19,2,5000,2012,7.6,0,14.3,13.9,N,False,20,23,36,False,Hanover,MAPC
850,H06002,43N,True,0.9768,WATER INDIAN HEAD RIVER,HWY   W ELM ST,NBI,MUN,42,6,1.1376,70,49,25.5,17,2,9600,2012,9.4,0,10.1,10.8,N,False,0,0,0,False,Hanover,MAPC
851,H06003,B6G,True,1,WATER INDIAN HEAD RIVER,HWY   BROADWAY,NBI,MUN,42,5,25.6308,70,51,57.7404,16,2,10000,2012,9,0,6.4,11.26,N,False,0,0,0,False,Hanover,MAPC
852,H06005,46Q,True,0.9726,WATER NORTH RIVER,ST 53 WASHNGTON ST,NBI,DOT,42,6,25.7724,70,48,32.5872,14,2,30000,2012,9.1,0,39.6,13.6,7,True,0,0,0,False,Hanover,MAPC
853,H06010,48K,True,0.7546,ST123 WEBSTER ST,ST  3 NB PLGM HWY,NBI,DOT,42,9,17.1432,70,51,20.7648,12,2,82000,2012,11,38,48.2,13.8,3,True,0,0,0,True,Hanover,MAPC
854,H06010,48L,True,0.9459,ST123 WEBSTER ST,ST  3 SB PLGM HWY,NBI,DOT,42,9,17.1432,70,51,18.7648,12,2,82000,2012,11,40,48.2,13.8,5,True,0,0,0,False,Hanover,MAPC
855,H06011,B9H,True,1,ST  3 PILGRIM HWY,ST 53 WASHNGTON ST,NBI,DOT,42,9,2.4984,70,50,46.014,14,4,51000,2013,18.5928,30,73.152,21,8,False,0,0,0,False,Hanover,MAPC
856,H15001,4C7,True,0.9936,RR    MBTA,HWY   NEW BRIDGE,634,DOT,42,13,50.5524,70,54,22.3308,17,2,7800,2012,7.3,22,19.2,12.2,7,False,0,0,0,False,Hingham,MAPC
857,H15002,47K,True,0.9859,WATER BACK RIVER,ST  3 A/LINCOLN ST,NBI,DOT,42,14,48.228,70,55,55.2216,14,4,36300,2010,15.5,0,112.8,19,7,True,0,0,0,False,Hingham,MAPC
858,H15005,47L,True,0.7862,RR    MBTA,ST  3 A/CSHNG HWY,NBI,DOT,42,14,40.8732,70,52,44.886,14,2,20200,2012,13.5,51,18.9,15.8,8,True,0,0,0,False,Hingham,MAPC
859,H15008,49X,True,0.8694,WATER WEIR RIVER,HWY   G WSHNGTN BL,NBI,DOT,42,15,31.5288,70,51,50.292,16,4,30000,2011,14.3,0,64,25.2,6,False,0,0,0,False,Hingham,MAPC
860,H15012,49J,True,0.6512,ST  3 PILGRIM HWY,HWY   DERBY ST,NBI,DOT,42,10,43.5072,70,55,0.9516,16,2,18000,2011,13.7,25,67.4,16.4,6,False,0,0,0,False,Hingham,MAPC
861,H23003,AXF,True,1,WATER SUDBURY RIVER,HWY   CEDAR ST EXT,NBI,MUN,42,15,53.0172,71,32,10.7046,19,2,1950,2013,6.1,0,13.6,6.9,8,False,0,0,0,False,Hopkinton,MAPC
862,H23004,208,True,0.6499,WATER SUDBURY RIVER,ST 85 RIVER ST,NBI,DOT,42,15,59.1,71,31,20.65,16,2,12300,2012,9.4,27,9.4,10.4,6,False,0,0,0,True,Hopkinton,MAPC
863,H23006,22W,True,0.7444,COMB  CSX & SUDBURY RIV,HWY   FRUIT ST,634,DOT,42,16,3.4428,71,33,9.8526,19,2,2000,2012,9.1,11,56.7,12.2,6,False,9,16,26,True,Hopkinton,MAPC
864,H23008,1UP,True,0.6236,I  90,I 495 SB,NBI,DOT,42,16,0.2418,71,33,52.1676,11,3,80000,2012,15.8,21,65.5,17.7,6,True,0,0,0,False,Hopkinton,MAPC
865,H23008,1UV,True,0.5774,I  90,I 495 NB,NBI,DOT,42,16,0.858,71,33,50.7852,11,3,80000,2012,15.8,21,65.5,17.7,6,True,0,0,0,False,Hopkinton,MAPC
866,H23009,21B,True,0.666,I 495,HWY   FRUIT ST,NBI,DOT,42,15,40.07,71,33,46.125,19,2,3250,2012,8.5,27,83.8,10.4,6,False,20,25,36,False,Hopkinton,MAPC
867,H23010,1UT,True,0.9943,ST135 WOOD ST,I 495 NB,NBI,DOT,42,13,46.6104,71,32,59.5968,11,3,50000,2011,15.2,27,18.6,16.9,7,True,0,0,0,False,Hopkinton,MAPC
868,H23010,1UU,True,0.972,ST135 WOOD ST,I 495 SB,NBI,DOT,42,13,47.1828,71,33,4.4676,11,3,50000,2011,15.2,27,18.6,16.9,7,True,0,0,0,False,Hopkinton,MAPC
869,H23011,1UQ,True,0.7858,HWY   W MAIN ST,I 495 NB,NBI,DOT,42,12,51.9372,71,32,44.7684,11,4,98909,2012,16.2,24,42.7,18.1,5,True,0,0,0,False,Hopkinton,MAPC
870,H23011,1UR,True,0.7354,HWY   W MAIN ST,I 495 SB,NBI,DOT,42,12,50.097,71,32,47.4324,11,4,98909,2012,16.2,19,40.5,18.1,5,True,0,0,0,False,Hopkinton,MAPC
871,H23012,20Q,True,0.7855,I 495,I  90 RAMP ON&OFF,NBI,DOT,42,15,46.1586,71,33,47.5488,11,2,35000,2012,14,11,76.2,18.3,6,True,0,0,0,False,Hopkinton,MAPC
872,H23013,4NV,True,0.7052,I  90,I  90 RMPS INT 11A,NBI,DOT,42,15,52.4844,71,34,13.7028,11,4,10000,2012,14,9,83.9,15.9,7,True,0,0,0,False,Hopkinton,MAPC
873,H23014,4NU,True,0.9979,WATER SUDBURY RIVER,I  90,NBI,DOT,42,16,2.5608,71,33,46.4508,11,6,94186,2012,15.8496,0,9.1,0,N,True,0,0,0,False,Hopkinton,MAPC
874,H23015,4NW,True,0.7333,ST135 WOOD ST,I  90 EB,NBI,DOT,42,15,1.5942,71,35,8.5266,1,6,89239,2012,16.3,11,39.1,17.2,6,True,0,0,0,False,Hopkinton,MAPC
875,H23015,4NX,True,0.6514,ST135 WOOD ST,I  90 WB,NBI,DOT,42,15,1.9686,71,35,9.4806,1,3,89239,2012,16.3,11,39.1,17.2,6,True,0,0,0,False,Hopkinton,MAPC
876,H25002,ABQ,True,1,WATER ASSABET RIVER,HWY   CHAPIN RD,NBI,MUN,42,22,48.9462,71,35,9.8772,19,2,1900,2012,8.5,0,14.5,11.3,8,False,0,0,0,False,Hudson,MAPC
877,H25003,28P,True,0.3642,WATER ASSABET RIVER,ST 85 WASHNGTON ST,NBI,DOT,42,23,25.4688,71,34,12.9144,14,2,39200,2012,9.8,4,18.6,14.7,N,False,20,25,40,True,Hudson,MAPC
878,H25004,24K,True,0.6027,WATER ASSABET RIVER,HWY   HOUGHTON ST,NBI,MUN,42,23,20.4648,71,33,58.2264,17,2,5150,2013,7.3,31,29.9,9.5,2,False,15,20,29,True,Hudson,MAPC
879,H25005,APG,True,1,WATER ASSABET RIVER,HWY   BROAD ST,NBI,MUN,42,23,16.7886052,71,33,49.6944,16,2,7700,2012,9.3,0,29.7,11.9,7,False,0,0,0,False,Hudson,MAPC
880,H25006,24J,True,0.733,WATER ASSABET RIVER,HWY   FOREST AVE,NBI,MUN,42,23,21.2166,71,33,35.1864,17,2,3000,2012,6.7,0,20.1,9.1,N,False,20,20,20,False,Hudson,MAPC
881,H25007,AWV,True,0.9981,WATER ASSABET RIVER,ST 62 MAIN ST,NBI,DOT,42,23,40.6572,71,32,53.1528,14,2,16000,2012,0,27,32.2,17,7,False,0,0,0,False,Hudson,MAPC
882,H25008,24L,True,0.7578,WATER ASSABET RIVER,HWY   COX ST,NBI,MUN,42,23,59.01,71,32,46.8924,17,2,8300,2012,7,4,17.1,9.8,5,False,16,17,17,False,Hudson,MAPC
