OBJECTID,BDEPT,BIN,AllBridges_2015April_FHWA_Record,AllBridges_2015April_Health_Index,Item___6A,Item___7,Item___8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item__16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item__26,AllBridges_2015April_Item__28A,AllBridges_2015April_Item__29,AllBridges_2015April_Item__30,AllBridges_2015April_Item__32,AllBridges_2015April_Item__34,AllBridges_2015April_Item__49,AllBridges_2015April_Item__52,AllBridges_2015April_Item__58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
715,B16238,38P,True,0.9081,ST  9 HUNTINGTON AVE,HWY   MASS AVE,NBI,MUN,42,20,34.0187,71,5,5.5535,14,4,22100,2014,17.1,0,16.8,48.3,5,True,0,0,0,False,Boston,MAPC
716,B16275,38Q,True,0.842,RR    CSX SPUR,HWY   HERALD ST,NBI,MUN,42,20,46.4316,71,3,45.4788,14,4,30500,2014,12.2,99,28.3,15.8,6,True,13,25,40,True,Boston,MAPC
717,B16382,38T,True,0.4316,COMB  I 90&CAMBRIA&CSX,HWY   DALTON ST,NBI,MUN,42,20,51.198,71,5,7.6524,16,3,14400,2013,14.6,18,62.2,21.5,4,False,0,0,0,True,Boston,MAPC
718,B16168,38U,True,0.6819,HWY   CEMETERY RD,HWY   FRKLN PK ENT,NBI,MUN,42,18,4.2696,71,6,16.4303,16,4,17800,2013,12.2,0,13.7,38.4,N,False,20,25,32,False,Boston,MAPC
719,M25031,38V,True,0.986,WATER PINE TREE BROOK,HWY   THACHER ST,NBI,MUN,42,15,26.7911,71,5,11.0867,17,2,8400,2014,7.9,0,8.4,13.4,7,False,0,0,0,False,Milton,MAPC
720,B27014,38W,True,0.9917,OTHER PEAT BOG,HWY   GROVE ST,NBI,MUN,42,18,17.2835,71,8,58.3727,16,4,3000,2015,14.9,10,64.9,19.8,6,False,0,0,0,False,Brookline,MAPC
721,M01016,38X,True,0.8035,HWY   DARTMOUTH ST,HWY   FLORENCE ST,NBI,MUN,42,25,43.4892,71,4,7.302,17,4,5999,2014,16.5,0,29.9,23.4,7,False,0,0,0,False,Malden,MAPC
722,B16451,38Y,True,0.6595,WATER SCARBOROUGH POND,HWY   CIRCUIT DR,NBI,MUN,42,17,49.5672,71,5,55.3632,19,2,1000,2013,9.8,0,9.4,17.6,N,False,14,20,30,False,Boston,MAPC
723,B16105,390,True,0.8165,RR    AMTRAK/MBTA,HWY   BLAKEMORE ST,NBI,MUN,42,17,7.7891,71,7,10.3907,19,2,9900,2013,7.9,0,22.9,12.5,6,False,0,0,0,False,Boston,MAPC
724,B16189,391,True,0.678,WATER MUDDY RIVER,HWY   AGASSIZ RD,NBI,MUN,42,20,35.268,71,5,39.1307,14,1,1000,2013,5.8,0,20.4,22.1,N,True,15,22,34,False,Boston,MAPC
725,B16193,392,True,0.6662,WATER MUDDY RIVER,HWY   NTHRLNDS RD,NBI,MUN,42,20,14.3268,71,6,41.4252,19,2,5600,2015,8.2,0,13.4,14.4,N,False,0,0,0,False,Boston,MAPC
726,B16351,394,True,0.5839,HWY   RUTHERFORD AVE,HWY   AUSTIN ST,NBI,MUN,42,22,27.2208,71,4,4.0188,16,6,31400,2014,13.4,0,28.3,46.7,6,True,0,0,0,False,Boston,MAPC
727,B16401,395,True,0.9793,WATER MUDDY RIVER,HWY   IPSWICH ST,NBI,MUN,42,20,51.0108,71,5,30.8328,19,2,5400,2013,12.5,0,19.4,13.4,8,False,0,0,0,False,Boston,MAPC
728,B16018,397,True,0.9802,WATER MUDDY RIVER,HWY   BEACON ST,NBI,DOT,42,21,0.2232,71,5,32.9027,14,3,25800,2014,14,0,16.5,21.6,7,True,0,0,0,False,Boston,MAPC
729,B16256,398,True,0.5707,I  93 /US1/ST3,HWY   DORCHSTR AVE,NBI,DOT,42,19,32.3975,71,3,24.6815,14,2,8400,2014,12.2,56,65.8,18.9,6,True,0,0,0,False,Boston,MAPC
730,Q01009,399,True,0.9938,COMB  SGMRE ST&MBTA&REDS,HWY   HANCOCK ST,NBI,DOT,42,16,45.0263,71,1,57.0035,14,4,19900,2014,14.6,60,74,19.5,7,True,0,0,0,False,Quincy,MAPC
731,R05017,39B,True,0.6348,ST145 REVERE BCH PKWY,ST  1 A/LEE BRBNK,NBI,DOT,42,24,15.714,71,0,10.332,14,4,59000,2011,18.3,5,42.4,24.5,6,True,0,0,0,False,Revere,MAPC
732,R05018,39C,True,0.7138,COMB  ST16 & MBTA/BMRR,ST  1 A/LEE BRBNK,NBI,DOT,42,24,25.6464,71,0,9.7452,14,4,52900,2014,20.1,40,53.9,24.4,6,True,0,0,0,False,Revere,MAPC
733,R05019,39D,True,1,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,23,47.6844,71,0,32.292,14,4,54000,2014,9.1,0,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
734,R05020,39E,True,0.500000146,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,23,55.0824,71,0,26.5283,14,4,54010,2012,9.1,0,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
735,R05021,39F,True,0.6111,OTHER OIL PIPE TUNNEL,ST  1 A/LEE BRBNK,NBI,DOT,42,24,0.5687,71,0,22.1472,14,4,54000,2014,24.4,0,6.7,30.8,N,True,0,0,0,False,Revere,MAPC
736,R05054,39H,True,0.768,ST  1 A/RAMP A&B,ST  1 A/N SHORE RD,NBI,DOT,42,26,24.6516,70,58,7.3092,14,5,34800,2014,21.9,28,33.2,27.2,7,True,0,0,0,False,Revere,MAPC
737,B16236,39M,True,0.505,OTHER RELIEF,ST  1 A/ON RAMP,NBI,DOT,42,22,45.4943,71,1,32.4804,16,1,15500,2014,7.6,0,129.8,9.1,6,True,0,0,0,False,Boston,MAPC
738,B16236,39P,True,0.516,OTHER RELIEF,ST  1 A/OFF RAMP,NBI,DOT,42,22,44.6447,71,1,31.242,16,1,14800,2014,7.6,0,92.7,9.1,6,True,0,0,0,False,Boston,MAPC
739,B16235,39T,True,0.7698,HWY   CHELSEA & BREMEN S,ST  1 A,NBI,DOT,42,22,22.9368,71,2,6.6408,14,6,48853,2014,26.8,0,115.8,28.4,6,True,0,0,0,False,Boston,MAPC
740,B16236,39U,True,0.9862,OTHER RELIEF,ST  1 A,NBI,DOT,42,22,44.7384,71,1,31.9187,12,6,43200,2014,35.4,0,51.5,35.1,6,True,0,0,0,False,Boston,MAPC
741,B16235,39V,True,0.977,OTHER RELIEF,ST  1 A/NB,NBI,DOT,42,22,21.1151,71,2,3.4008,14,2,26600,2014,12.5,99,62.2,13.7,7,True,0,0,0,False,Boston,MAPC
742,B16236,39W,True,0.9086,HWY   BNINGTN & NEPTUNE,ST  1 A,NBI,DOT,42,22,48.09,71,1,29.1575,16,6,57000,2014,35.7,0,216.4,36.7,5,True,0,0,0,False,Boston,MAPC
743,B16235,39X,True,0.9845,OTHER RELIEF,ST  1 A/NB,NBI,DOT,42,22,20.9424,71,1,59.79,12,2,26600,2014,15,99,80.5,17,7,True,0,0,0,False,Boston,MAPC
744,B16236,39Y,True,0.9782,HWY   SARATGA ST & U TRN,ST  1 A,NBI,DOT,42,22,53.5979,71,1,23.6351,12,5,57000,2011,25.3,0,245.4,26.2,5,True,0,0,0,False,Boston,MAPC
745,B16235,3A0,True,0.6965,RR    BMRR,ST  1 A/SB,NBI,DOT,42,22,21.4392,71,2,0.6755,14,3,49100,2014,12.5,99,211.5,13.9,6,True,0,0,0,False,Boston,MAPC
746,B16235,3A1,True,0.9906,OTHER RELIEF,ST  1 A/SB,NBI,DOT,42,22,24.8304,71,1,55.0452,14,2,49100,2014,12.5,99,72.5,13.9,7,True,0,0,0,False,Boston,MAPC
747,B16022,3A3,True,0.4893,WATER NEPONSET RIVER,HWY   GRANITE AVE,NBI,DOT,42,16,38.9387,71,3,11.8763,14,4,31800,2013,14.6,0,57,15.5,5,True,6,11,17,True,Boston,MAPC
748,S17037,3A4,True,0.7187,HWY   CONNECTOR RAMP D&K,I  93 ST38 SB RMP,NBI,DOT,42,23,31.5,71,5,4.88,16,2,21400,2013,9.1,99,56.4,10.7,7,True,0,0,0,False,Somerville,MAPC
749,C09015,3A5,True,0.6972,HWY   WEBSTER AVE,US  1 NE XWAY,NBI,DOT,42,24,14.6376,71,1,45.6599,12,6,101000,2014,32.9,31,23.2,34.3,5,True,0,0,0,False,Chelsea,MAPC
750,C09007,3A6,True,0.6841,HWY   ARLINGTON & 5TH ST,"US  1 SB BTS 36,PR",NBI,DOT,42,23,39.9119,71,2,7.0763,17,3,27000,2013,11.9,99,381.9,14.3,5,True,0,0,0,True,Chelsea,MAPC
751,C09011,3A7,True,0.7302,HWY   ORANGE & CARTER ST,US  1 NE XWAY,NBI,DOT,42,24,6.3576,71,2,14.9351,12,6,56000,2009,27.4,99,309.1,27.4,5,True,0,0,0,True,Chelsea,MAPC
752,C09007,3A8,True,0.7318,RR    MBTA/BMRR,US  1 NE XWAY,NBI,DOT,42,23,45.3515,71,2,7.512,12,6,65000,2013,26.2,99,32.9,28.7,6,True,0,0,0,False,Chelsea,MAPC
753,C09011,3A9,True,0.7021,HWY   ORANGE ST,US  1 SB RAMP,NBI,DOT,42,24,6.7571,71,2,15.7956,17,1,16700,2013,7,0,144.8,9.1,6,False,0,0,0,True,Chelsea,MAPC
754,C09007,3AA,True,0.6902,HWY   SPRUCE ST,US  1,NBI,DOT,42,23,48.8904,71,2,11.6448,12,6,74500,2013,26.2,99,246.3,28.7,6,True,0,0,0,True,Chelsea,MAPC
755,C09007,3AB,True,0.7563,HWY   ARLINGTON & 5TH ST,"US  1 S ABT,PR1",NBI,DOT,42,23,41.1251,71,2,5.9676,12,3,36500,2013,11.6,99,266.4,14.3,6,True,0,0,0,True,Chelsea,MAPC
756,C09007,3AC,True,0.7123,HWY   ARLINGTON ST,US  1 RP ABUT-BT50,NBI,DOT,42,23,43.206,71,2,7.5587,17,1,1000,2013,8.5,99,97.5,11,6,False,0,0,0,False,Chelsea,MAPC
757,M01008,3AF,True,0.9918,HWY   LYNN ST,US  1,NBI,DOT,42,26,11.7923,71,1,16.6223,12,4,66200,2014,19.8,0,20.4,24,7,True,0,0,0,False,Malden,MAPC
758,R05002,3AG,True,0.9495,COMB  BMRR & LINDEN CRK,US  1 CUTLER HWY,NBI,DOT,42,26,7.45,71,1,10.8,12,4,114000,2013,18.3,0,42.3,24.3,5,True,0,0,0,False,Revere,MAPC
759,R05027,3AH,True,0.8939,ST 16 REVERE BCH PKWY,US  1 NE XWAY,NBI,DOT,42,24,23.9903,71,1,34.1796,12,6,66200,2014,36.6,36,38.7,37.8,5,True,0,0,0,False,Revere,MAPC
760,R05028,3AJ,True,0.7478,HWY   HYSIL AVE,US  1 NE XWAY,NBI,DOT,42,24,42.7284,71,1,48.162,12,6,66200,2014,33.5,0,17.7,34.9,6,True,0,0,0,False,Revere,MAPC
761,R05033,3AK,True,0.7185,HWY   MALDEN ST,US  1 NE XWAY,NBI,DOT,42,25,36.1667,71,1,18.0155,12,6,66200,2012,34.1,4,17.6,36,6,True,0,0,0,False,Revere,MAPC
762,R05038,3AM,True,0.7337,ST 60 EB/SQUIRE RD,US  1 NE XWAY,NBI,DOT,42,25,43.86,71,1,7.18,12,4,77600,2014,29.6,13,43.3,30.9,5,True,0,0,0,False,Revere,MAPC
763,R05039,3AN,True,0.9294,US  1 RAMP & ST60,US  1 NE XWAY,NBI,DOT,42,25,52.7231,71,1,3.1259,12,4,66200,2012,25.6,25,147.2,27,5,True,0,0,0,False,Revere,MAPC
764,R05041,3AP,True,0.7448,HWY   SARGENT ST,US  1 NE XWAY,NBI,DOT,42,25,17.65,71,1,40.75,12,6,66200,2013,34.1,13,27.4,35.9,6,True,0,0,0,False,Revere,MAPC
765,S05037,3AQ,True,0.6993,ST 99 NB CONN,US  1 SB/BROADWAY,NBI,DOT,42,27,4.5863,71,1,24.8447,14,2,58000,2014,12.5,31,24.7,13.8,7,True,0,0,0,False,Saugus,MAPC
766,C09014,3B1,True,0.727,HWY   ACCESS RAMP E,ST 16 EB,NBI,DOT,42,24,13.5396,71,2,3.2243,14,3,28300,2014,11,59,22.5,13.9,6,True,0,0,0,False,Chelsea,MAPC
767,M25017,3B2,True,0.7616,HWY   GRANITE AVE,I  93 /US1/ST3,NBI,DOT,42,16,28.0739,71,3,1.6811,11,8,205400,2013,36.6,45,44.2,39,6,True,0,0,0,False,Milton,MAPC
768,M12039,3B3,True,1,ST 16 MYST VAL PKY,I  93,NBI,DOT,42,24,21.8268,71,5,58.0271,11,8,170000,2014,40,55,99.1,42.5,7,True,0,0,0,False,Medford,MAPC
769,M12036,3B4,True,1,WATER MYSTIC RIVER,I  93,NBI,DOT,42,24,53.136,71,6,14.0076,11,8,174258,2011,41.5,0,78.6,43.3,7,True,0,0,0,False,Medford,MAPC
770,M12025,3B5,True,1,HWY   RIVERSIDE AVE,I  93,NBI,DOT,42,24,58.6835,71,6,14.3352,11,8,174258,2013,41.1,34,62.8,44,7,True,0,0,0,False,Medford,MAPC
771,M12027,3B6,True,0.9853,ST 60 EB/SALEM ST,I  93,NBI,DOT,42,25,7.3847,71,6,14.6843,11,8,174300,2013,40,2,48.8,42.5,7,True,0,0,0,False,Medford,MAPC
772,M12028,3B7,True,0.9971,ST 60 WB/SALEM ST,I  93,NBI,DOT,42,25,12.2807,71,6,14.1227,11,8,174300,2013,40,0,48.8,42.5,7,True,0,0,0,False,Medford,MAPC
773,M12029,3B8,True,1,HWY   WEBSTER ST,I  93,NBI,DOT,42,25,21.4355,71,6,12.9455,19,9,169000,2013,42.7,15,40.8,44,8,True,0,0,0,False,Medford,MAPC
774,M12030,3B9,True,1,HWY   VALLEY ST & FLLSWY,I  93,NBI,DOT,42,25,33.5712,71,6,11.6531,11,9,170000,2014,43.6,35,41.1,44,7,True,0,0,0,False,Medford,MAPC
775,Q01044,3BA,True,0.9642,HWY   WEST ST,I  93 OFF RAMP NB,NBI,DOT,42,14,25.1664,71,1,27.9659,16,1,13600,2014,7,58,29.8,7.6,7,False,0,0,0,False,Quincy,MAPC
776,Q01044,3BB,True,0.9636,HWY   WEST ST,I  93 SB ONRAMP,NBI,DOT,42,14,23.4312,71,1,29.2152,16,1,7200,2014,7,58,30.1,7.2,7,False,0,0,0,False,Quincy,MAPC
777,Q01042,3BC,True,0.7241,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,NBI,DOT,42,14,28.032,71,1,32.1635,11,10,202200,2014,33.5,0,22.6,36,7,True,0,0,0,False,Quincy,MAPC
778,Q01041,3BD,True,0.9068,HWY   WILLARD ST,I  93 /US1/ST3,NBI,DOT,42,14,40.7796,71,1,53.0075,16,10,22000,2014,33.5,36,28.7,42.1,6,True,0,0,0,False,Quincy,MAPC
779,Q01044,3BE,True,0.7598,HWY   WEST ST,I  93 /US1/ST3,NBI,DOT,42,14,24.3203,71,1,28.65,11,9,191000,2014,16.5,58,30.4,37.3,7,True,0,0,0,False,Quincy,MAPC
780,S17031,3BH,True,0.7125,ST 28 & ST38 & TEMPLE ST,I  93,NBI,DOT,42,23,37.35,71,5,9,11,8,150000,2013,38.1,0,716.9,42.4,5,True,0,0,0,False,Somerville,MAPC
781,S17035,3BJ,True,0.7469,I  93 CONNECTORS,I  93 SB OFF RAMP,NBI,DOT,42,23,30.8256,71,5,4.3404,16,1,16900,2014,7.3,0,176.2,8.8,5,True,0,0,0,False,Somerville,MAPC
782,S17036,3BK,True,0.9773,ST 38 NB/MYSTIC AVE,I  93 NB OFFRAMP,NBI,DOT,42,23,30.4,71,5,0.5,12,1,13700,2014,8.8,0,113.4,11.7,5,False,0,0,0,False,Somerville,MAPC
783,S17033,3BL,True,0.8669,OTHER PEDESTRIAN,I  93 NB ON RAMP,NBI,DOT,42,23,33.2,71,5,3.12,16,1,13060,2014,7.3,0,151.8,8.8,5,True,0,0,0,False,Somerville,MAPC
784,B16281,3BM,True,0.9889,I  93 SB BT 46 - 57,I  93 NB,NBI,DOT,42,22,37.8192,71,4,29.9927,11,3,74200,2014,18.9,0,273.7,21,5,True,0,0,0,False,Boston,MAPC
785,S17029,3BN,True,0.7823,HWY   SHORE DR,I  93,NBI,DOT,42,23,50.7372,71,5,27.834,11,8,142000,2014,40.8,0,26.2,42.4,6,True,0,0,0,False,Somerville,MAPC
786,B16281,3BP,True,0.8425,I  93 SB BT 57 - 61,I  93 NB,NBI,DOT,42,22,43.6548,71,4,33.8771,11,3,74200,2014,18.9,0,101.5,21,6,True,0,0,0,False,Boston,MAPC
787,B16281,3BQ,True,0.8974,I  93 SB BT 61 - B5,I  93 NB,NBI,DOT,42,22,47.0064,71,4,35.3244,11,3,74200,2014,18.9,99,148.4,21,6,True,0,0,0,False,Boston,MAPC
788,B16281,3BR,True,0.9113,I  93 CONN D & K,I  93 BT NB4-N ABT,NBI,DOT,42,23,8.8043,71,4,38.4132,11,4,70994,2013,20.7,99,112.8,21.8,6,True,0,0,0,False,Boston,MAPC
789,B16281,3BT,True,0.9767,TR    ORANGE LINE,I  93 SB BT 46-57,NBI,DOT,42,22,37.8192,71,4,29.9927,11,3,72100,2010,17.68,0,273.7,21.34,6,True,0,0,0,False,Boston,MAPC
790,B16281,3BU,True,0.9889,RR    MBTA & BMRR,I  93 SB BT 57-61,NBI,DOT,42,22,43.6548,71,4,33.8771,11,3,68700,2005,13.7,0,102.1,27.3,6,True,0,0,0,False,Boston,MAPC
791,B16281,3BV,True,0.9934,RR    BMRR,I  93 SB BT 61-B5,NBI,DOT,42,22,47.0064,71,4,35.3244,11,3,72100,2012,13.7,0,148.4,17.4,6,True,0,0,0,False,Boston,MAPC
792,B16281,3CE,True,0.9124,I  93 SB,I  93 NB ON RMP,NBI,DOT,42,22,55.0956,71,4,36.9264,12,1,24300,2008,6.7,99,91.4,13.7,5,True,0,0,0,False,Boston,MAPC
793,B16281,3CG,True,0.9426,RR    MBTA & BMRR,I  93 SB B10-B16RP,NBI,DOT,42,22,55.5419,71,4,37.776,12,2,19554,2010,11,99,120.4,13.7,6,True,0,0,0,False,Boston,MAPC
794,B16250,3D1,True,0.8371,WATER NEPONSET RIVER,I  93 /US1/ST3,NBI,DOT,42,16,40.026,71,2,54.2471,11,8,188000,2011,33.5,0,145.7,36,7,True,0,0,0,False,Boston,MAPC
795,B16253,3D2,True,0.9448,HWY   HALLET STREET,I  93 /US1/ST3,NBI,DOT,42,16,49.458,71,2,47.1587,11,6,206400,2013,34.2,0,18.2,36.1,7,True,0,0,0,False,Boston,MAPC
796,B16252,3D3,True,0.9306,OTHER PED/ BIKE PATH,I  93 /US1/ST3,NBI,DOT,42,16,59.1312,71,2,39.8399,11,8,207000,2014,33.5,50,14.6,36,7,True,0,0,0,False,Boston,MAPC
797,B16270,3D4,True,0.6926,HWY   THEATRE ACCESS RD,I  93 /US1/ST3,NBI,DOT,42,17,3.9876,71,2,36.3624,11,8,180600,2013,33.5,23,30.8,36,6,True,0,0,0,False,Boston,MAPC
798,B16251,3D5,True,0.8785,"HWY   NEP AV, GALV, MRSY",I  93 /US1/ST3,NBI,DOT,42,17,8.7719,71,2,34.5083,11,8,182600,2013,33.5,99,364.8,36,6,True,0,0,0,False,Boston,MAPC
799,B16265,3D6,True,0.5665,COMB  MBTA & RED LN SSH,I  93 /US1/ST3,NBI,DOT,42,17,23.9603,71,2,36.5963,12,8,211000,2011,37.18,62,60.7,38.95,5,True,0,0,0,False,Boston,MAPC
800,B16264,3DC,True,0.9437,HWY   CONLEY ST,I  93 /US1/ST3,NBI,DOT,42,17,35.7251,71,2,41.1323,11,6,210400,2014,33.5,99,36,35.8,6,True,0,0,0,False,Boston,MAPC
801,B16263,3DD,True,0.984,HWY   VICTORY RD,I  93 /US1/ST3,NBI,DOT,42,17,55.0284,71,2,51.1944,11,8,210200,2014,33.9,9,17.8,35.8,7,True,0,0,0,False,Boston,MAPC
802,B16262,3DE,True,0.5233,HWY   MORRISSEY BLVD,I  93 /US1/ST3,NBI,DOT,42,18,4.0284,71,2,56.7456,11,9,187000,2013,33.5,35,59.7,35.7,7,True,0,0,0,False,Boston,MAPC
803,B16260,3DN,True,0.9565,RR    CSX SPUR,I  93 /US1/ST3,NBI,DOT,42,18,59.0112,71,3,4.5575,11,8,195600,2013,32,51,24.8,33.9,7,True,0,0,0,False,Boston,MAPC
804,B16281,3DU,True,0.6711,I  93 SB BT 33-38,I  93 NB BT 33-38,NBI,DOT,42,22,28.0595,71,4,17.7491,11,3,74200,2014,18.9,0,143.1,21,5,True,0,0,0,False,Boston,MAPC
805,B16281,3DW,True,0.8475,I  93 SB BT 38-46,I  93 NB BT 38-46,NBI,DOT,42,22,31.2852,71,4,22.8864,11,3,74200,2014,18.9,99,198.7,21,6,True,0,0,0,False,Boston,MAPC
806,B16281,3DY,True,0.8684,COMB  MBTA & I 93 SB,I  93 NB B5-B10,NBI,DOT,42,22,52.5143,71,4,35.9796,11,3,47940,2012,17.4,99,167.6,18.9,6,True,0,0,0,False,Boston,MAPC
807,B16281,3E1,True,0.6719,I  93 SB B10-B16,I  93 NB B10-B16,NBI,DOT,42,22,56.5067,71,4,35.8067,11,3,47940,2012,18.9,5,139,21,5,True,0,0,0,False,Boston,MAPC
808,B16281,3E3,True,0.8204,I  93 SB&CMBRG&MBTA/BMRR,I  93 NB B16-NB4,NBI,DOT,42,22,59.5596,71,4,35.364,11,4,47940,2012,19.5,99,375.8,21.7,6,True,0,0,0,False,Boston,MAPC
809,B16281,3EA,True,0.9957,TR    ORANGE LINE,I  93 SB BT 33-38,NBI,DOT,42,22,28.0595,71,4,17.7491,11,3,72100,2012,18.9,0,124,21,6,True,0,0,0,False,Boston,MAPC
810,B16281,3EB,True,0.7664,TR    ORANGE LINE,I  93 SB BT 38-46,NBI,DOT,42,22,31.2852,71,4,22.8864,11,3,72100,2010,18.9,0,198.7,21,6,True,0,0,0,False,Boston,MAPC
811,B16259,3EC,True,0.6927,COMB  MBTA & COLUMBIA RD,I  93 /US1/ST3,NBI,DOT,42,19,13.9475,71,3,11.0843,11,8,184000,2012,31.7,99,466.6,33.9,6,True,0,0,0,False,Boston,MAPC
812,B16281,3ED,True,0.9843,RR    MBTA/BMRR,I  93 SB B5-B10,NBI,DOT,42,22,52.5143,71,4,35.9796,11,3,47940,2012,13.7,0,167.6,17.4,6,True,0,0,0,False,Boston,MAPC
813,B16281,3EE,True,0.9847,RR    MBTA/BMRR,I  93 SB B10-B16,NBI,DOT,42,22,56.5067,71,4,35.8067,11,3,47940,2012,13.7,99,134.7,17.4,6,True,0,0,0,False,Boston,MAPC
814,B16281,3EG,True,0.7593,COMB  CAMBRIGE&MBTA/BMRR,I  93 SB  B16-SB4,NBI,DOT,42,22,59.1888,71,4,36.444,11,4,47940,2012,19.8,99,370,21.7,6,True,0,0,0,False,Boston,MAPC
815,B16259,3EH,True,0.7245,OTHER RELIEF,I  93 SB ON RAMP,NBI,DOT,42,19,11.0207,71,3,10.3715,12,1,21337,2011,6.7,0,156.1,8.9,6,False,0,0,0,False,Boston,MAPC
816,B16259,3EJ,True,0.8905,COMB  RED LINE & RELIEF,I  93 NB OFF RAMP,NBI,DOT,42,19,12.8927,71,3,9.3096,12,1,13400,2011,6.7,0,125,8.9,6,False,0,0,0,False,Boston,MAPC
817,M25021,3EL,True,0.8554,I  93 /US1/ST3,HWY   ADAMS&BLV ST,NBI,DOT,42,15,29.8404,71,2,30.6384,14,5,18100,2013,18.7,49,38,126.3,6,True,0,0,0,False,Milton,MAPC
818,M12031,3EM,True,0.7617,I  93,HWY   RSVELT ROT S,NBI,DOT,42,25,42.4056,71,6,11.4588,14,2,13700,2014,12.5,19,45.4,16.4,5,True,0,0,0,False,Medford,MAPC
819,M12032,3EN,True,0.754,I  93,HWY   RSVELT ROT N,NBI,DOT,42,25,47.5355,71,6,11.1492,14,2,16030,2014,12.5,20,44.4,16.4,7,True,0,0,0,False,Medford,MAPC
820,M12034,3EP,True,0.5669,I  93,HWY   FELLSWAY WST,NBI,DOT,42,25,54.0083,71,6,9.6047,16,2,13800,2014,9.8,41,62.2,13.3,6,False,0,0,0,False,Medford,MAPC
821,C09013,3EQ,True,0.9497,US  1 NE XWAY,HWY   COUNTY RD,NBI,DOT,42,24,9.1295,71,2,11.418,16,4,13200,2012,12.2,35,41.1,53.9,4,False,0,0,0,True,Chelsea,MAPC
822,R05029,3ER,True,0.3941,US  1 NE XWAY,HWY   PARK AVE,NBI,DOT,42,24,54.7091,71,1,52.7952,16,2,7700,2014,9.8,24,43.3,15.2,5,False,0,0,0,False,Revere,MAPC
823,R05030,3ET,True,0.7595,US  1 NE XWAY,HWY   MOUNTAIN AVE,NBI,DOT,42,25,2.0424,71,1,51.8088,17,2,4285,2014,9.1,4,39.3,15.2,6,False,0,0,0,False,Revere,MAPC
824,M01015,3EU,True,0.6691,RR    MBTA/BMRR,HWY   WINTER ST,NBI,DOT,42,26,7.4472,71,4,16.1867,16,4,5900,2014,14.6,5,19.2,19.6,7,True,0,0,0,False,Malden,MAPC
825,B16176,3EV,True,0.6325,WATER MUDDY RIVER,HWY   COMM AVE,NBI,DOT,42,20,57.0479,71,5,31.3475,14,4,23900,2014,15.8,0,17.7,24.7,7,True,0,0,0,False,Boston,MAPC
826,B16176,3EW,True,0.6274,WATER MUDDY RIVER,HWY   COMM AVE,NBI,DOT,42,20,57.1956,71,5,30.6708,14,3,18800,2014,12.2,0,17.7,21.2,6,True,0,0,0,False,Boston,MAPC
827,M12037,3EY,True,0.6468,I  93,ST 16 MYST VAL PKY,NBI,DOT,42,24,49.2479,71,6,13.8347,12,5,40000,2014,23.2,24,56.1,25.7,5,True,0,0,0,False,Medford,MAPC
828,M12038,3F0,True,0.8594,ST 38 MAIN ST,ST 16 MYST VAL PKY,NBI,DOT,42,25,1.1172,71,6,37.6883,12,2,14570,2014,31.1,13,48.5,33,7,True,0,0,0,True,Medford,MAPC
829,C01001,3F1,True,1,WATER LECHMERE CANAL,HWY   LAND BLVD,NBI,DOT,42,22,6.4308,71,4,26.5584,14,6,40500,2014,13.7,0,39.9,18.5,6,True,0,0,0,False,Cambridge,MAPC
830,B16192,3F2,True,0.7129,WATER MUDDY RIVER,HWY   LONGWOOD AVE,NBI,DOT,42,20,25.5191,71,6,38.3616,16,3,22500,2014,11.3,0,30.5,18.4,N,False,0,0,0,False,Boston,MAPC
831,B16222,3F3,True,0.7959,ST  9 HUNTNGTON AVE,HWY   JAMAICAWAY,NBI,DOT,42,19,55.1064,71,6,46.6631,14,4,39200,2015,18.3,10,36.6,21.3,5,True,0,0,0,False,Boston,MAPC
832,M12004,3F4,True,0.6048,WATER MYSTIC RIVER,HWY   WINTHROP ST,NBI,DOT,42,25,3.89,71,7,4.58,17,2,11600,2013,12.2,9,21.9,16.2,5,False,20,25,40,True,Medford,MAPC
833,Q01016,3F5,True,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,NBI,DOT,42,15,8.3303,70,59,23.2727,14,4,45000,2014,20.1,17,16.3,89.9,N,True,0,0,0,False,Quincy,MAPC
834,B16272,3F6,True,0.661,I  93 /US1/ST3,HWY   SOUTHMPTN ST,NBI,DOT,42,19,49.2455,71,3,40.5756,14,2,37600,2014,16.5,50,84.7,21.3,6,True,0,0,0,False,Boston,MAPC
