OBJECTID,AllBridges_2009April_BDEPT,AllBridges_2009April_BIN,AllBridges_2009April_FHWA_Record,AllBridges_2009April_Health_Index,AllBridges_2009April_Item___6A,AllBridges_2009April_Item___7,AllBridges_2009April_Item___8_Bridge_Cat,AllBridges_2009April_Item___8_Owner,AllBridges_2009April_Item__16A,AllBridges_2009April_Item__16B,AllBridges_2009April_Item__16C,AllBridges_2009April_Item__17A,AllBridges_2009April_Item__17B,AllBridges_2009April_Item__17C,AllBridges_2009April_Item__26,AllBridges_2009April_Item__28A,AllBridges_2009April_Item__29,AllBridges_2009April_Item__30,AllBridges_2009April_Item__32,AllBridges_2009April_Item__34,AllBridges_2009April_Item__49,AllBridges_2009April_Item__52,AllBridges_2009April_Item__58,AllBridges_2009April_Item_104,AllBridges_2009April_Posting_2_Axle,AllBridges_2009April_Posting_3_Axle,AllBridges_2009April_Posting_5_Axle,AllBridges_2009April_Struct_Def,AllBridges_2009April_Town_Name,AllBridges_2009April_RPA
621,B21036,34H,True,0.9488,HWY   LIBERTY ST,ST  3,NBI,MHD,42,12,10.9008,70,59,7.7352,12,8,145200,2008,33.2,23,19.7,36.1,6,True,0,0,0,False,Braintree,MAPC
622,B21035,34J,True,0.669999978,WATER MONATIQUOT RIVER,ST  3,NBI,MHD,42,12,23.5404,70,59,42.2592,12,8,141000,2007,45.7,0,16.5,53.1,N,True,0,0,0,False,Braintree,MAPC
623,B21034,34K,True,0.7968,HWY   UNION ST S ROTARY,ST  3,NBI,MHD,42,12,32.2092,70,59,48.39,12,3,138000,2008,33.5,3,44.5,35.4,7,True,0,0,0,False,Braintree,MAPC
624,B21033,34M,True,0.8582,HWY   UNION ST N ROTARY,ST  3,NBI,MHD,42,12,39.6936,70,59,50.5032,12,6,136000,2008,33.8,0,43.9,35.5,6,True,0,0,0,False,Braintree,MAPC
625,B21062,34N,True,0.9631,HWY   RAMP C (Q ADAMS),HWY   ON RAMP F,NBI,MHD,42,13,36,71,1,18,12,2,19600,2007,8.5,90,23,9.5,7,True,0,0,0,False,Braintree,MAPC
626,B21025,34P,True,0.685,COMB  MBTA/CSX & REDS,ST  3,NBI,MHD,42,13,10.0632,71,0,2.5236,12,6,145000,2008,32.9,64,36.6,36,7,True,0,0,0,False,Braintree,MAPC
627,B21061,34Q,True,0.896,HWY   RAMP C (Q ADAMS),ST  3 NB,NBI,MHD,42,13,36,71,1,18,12,3,137000,2007,16.5,86,23,17.5,5,True,0,0,0,False,Braintree,MAPC
628,B21057,34R,True,0.9683,RR    MBTA,HWY   RAMP F,NBI,MHD,42,13,36,71,1,12,12,2,20900,2007,11,99,20.4,12.2,7,True,0,0,0,False,Braintree,MAPC
629,B21058,34T,True,0.991,ST  3 SB CONNECTOR,HWY   RMP J (WASH),NBI,MHD,42,13,36,71,1,18,12,2,9800,2007,6.7,55,47.8,7.7,7,True,0,0,0,False,Braintree,MAPC
630,B21059,34U,True,0.757,ST  3 NB,HWY   RAMP L NB ON,NBI,MHD,42,13,36,71,1,18,12,2,36100,2007,8.5,47,44.5,9.5,7,True,0,0,0,False,Braintree,MAPC
631,B21060,34V,True,0.7322,HWY   RAMP C (Q ADAMS),ST  3 SB,NBI,MHD,42,13,42,71,1,18,12,4,137000,2007,16.5,23,25.4,17.7,5,True,0,0,0,False,Braintree,MAPC
632,B21063,34W,True,0.9818,ST  3 & RAMPS C&F,HWY   RAMP CC,NBI,MHD,42,13,36,71,1,18,12,2,24000,2007,9.8,82,101.5,10.8,7,True,0,0,0,False,Braintree,MAPC
633,B21064,34X,True,0.7486,HWY   RAMP B NB QA ON RP,HWY   RAMP F,NBI,MHD,42,13,36,71,1,18,12,2,14800,2007,8.5,62,41.5,9.5,7,True,0,0,0,False,Braintree,MAPC
634,B21066,34Y,True,1,WATER TOWN BROOK,ST  3 & RAMPS,NBI,MHD,42,13,36.1056,71,0,33.2712,12,13,145000,2008,61,0,6.7,0,N,True,0,0,0,False,Braintree,MAPC
635,W32025,350,True,0.9731,HWY   PLEASANT ST,ST  3 SB,NBI,MHD,42,11,12.822,70,56,2.49,12,3,60200,2008,16.5,25,20.7,17.6,7,True,0,0,0,False,Weymouth,MAPC
636,W32026,351,True,0.9666,HWY   PLEASANT ST,ST  3 NB,NBI,MHD,42,11,15.1152,70,56,1.1616,12,3,106400,2009,11,12,18.6,13.4,6,True,0,0,0,False,Weymouth,MAPC
637,W32029,352,True,1,WATER MILL RIVER,ST  3 OFF RAMP NB,NBI,MHD,42,11,46.3308,70,57,20.3148,12,1,8100,2009,6.7,0,10.7,18.3,N,False,0,0,0,False,Weymouth,MAPC
638,W32027,353,True,1,WATER MILL RIVER,ST  3,NBI,MHD,42,11,39.6708,70,57,26.4096,12,8,150000,2009,40.8,0,9.1,46.9,N,True,0,0,0,False,Weymouth,MAPC
639,W32030,354,True,1,WATER MILL RIVER,ST  3 RAMPS D&E,NBI,MHD,42,11,35.5308,70,57,29.2212,12,2,24400,2009,14.9,45,9.1,29.6,N,True,0,0,0,False,Weymouth,MAPC
640,W32021,355,True,0.6461,HWY   SUMMER ST,ST  3,NBI,MHD,42,11,57.0948,70,58,14.8008,12,6,141500,2007,33.6,12,19.1,35.5,7,True,0,0,0,False,Weymouth,MAPC
641,B21048,356,True,0.7021,ST 37 GRANITE ST,I  93 NB/US1NB,NBI,MHD,42,13,21.7416,71,1,52.3668,11,4,192200,2008,21.1,6,32.3,22,7,True,0,0,0,False,Braintree,MAPC
642,B21029,357,True,0.5499,I  93 NB,I  93 SB CONNECTOR,NBI,MHD,42,13,37.2972,71,1,14.2572,12,3,202000,2007,11,41,20.4,14.2,7,True,0,0,0,False,Braintree,MAPC
643,R01009,358,True,0.9022,ST 28 N MAIN ST,I  93 NB/US1NB,NBI,MHD,42,12,18.3384,71,3,55.0764,11,5,198000,2008,21,9,49.7,22,6,True,0,0,0,False,Randolph,MAPC
644,R01005,359,True,0.7344,ST 24 NB,I  93 NB/US1SB,NBI,MHD,42,12,8.4708,71,4,53.2668,11,3,198000,2008,15.5,54,64.6,17.7,5,True,0,0,0,False,Randolph,MAPC
645,R01007,35A,True,0.9087,ST 24 SB,I  93 NB/US1NB,NBI,MHD,42,12,9.5472,71,4,42.024,11,3,196000,2008,15.5,42,25.9,17.7,5,True,0,0,0,False,Randolph,MAPC
646,C02031,35B,True,0.9609,WATER NEPONSET RIVER,I  95 NB,NBI,MHD,42,10,36.3504,71,9,57.7116,11,4,111000,2009,15.2,0,29,17.1,7,True,0,0,0,False,Canton,MAPC
647,C02033,35C,True,0.8514,RR    AMTRAK/MBTA,I  95 NB,NBI,MHD,42,11,15.6624,71,9,21.042,11,3,112500,2007,15.2,37,24.4,17.1,7,True,0,0,0,False,Canton,MAPC
648,C02033,35D,True,0.8524,RR    AMTRAK/MBTA,I  95 SB,NBI,MHD,42,11,16.7604,71,9,21.0708,11,3,112500,2007,15.2,37,24.4,17.1,7,True,0,0,0,False,Canton,MAPC
649,C02036,35H,True,0.7445,I  95 /US1/ST128,I  95 NB,NBI,MHD,42,12,27.2988,71,8,26.052,11,2,110000,2007,28,15,90.2,29.8,6,True,0,0,0,False,Canton,MAPC
650,C02036,35J,True,0.8313,I  95 /US1/ST128,I  95 SB,NBI,MHD,42,12,27.6876,71,8,26.8404,11,2,110000,2007,15.8,15,90.2,17.7,6,True,0,0,0,False,Canton,MAPC
651,C02031,35L,True,0.9955,WATER NEPONSET RIVER,I  95 SB,NBI,MHD,42,10,36.7356,71,9,58.4892,11,3,112000,2009,15.2,0,29,17.1,7,True,0,0,0,False,Canton,MAPC
652,D05040,35R,True,0.6638,ST135 WEST ST,I  95 NB/ST128 NB,NBI,MHD,42,15,50.0292,71,12,21.2688,11,4,152000,2009,17.1,6,47.2,19.9,5,True,0,0,0,False,Dedham,MAPC
653,D05041,35T,True,0.4943,ST135 WEST ST,I  95 SB/ST128 SB,NBI,MHD,42,15,52.0848,71,12,25.704,11,4,152000,2009,17.1,14,47.5,19.9,6,True,0,0,0,False,Dedham,MAPC
654,D05038,35U,True,0.7438,WATER CHARLES RIVER,I  95 NB/ST128 NB,NBI,MHD,42,16,2.2008,71,12,11.5632,11,3,150000,2007,18.3,8,89,18,6,True,0,0,0,False,Dedham,MAPC
655,D05039,35V,True,0.5796,WATER CHARLES RIVER,I  95 SB/ST128 SB,NBI,MHD,42,16,2.0388,71,12,12.87,11,3,143000,2007,21,54,98.5,18,5,True,0,0,0,False,Dedham,MAPC
656,N04022,35W,True,0.5308,HWY   CENTRAL AVE,I  95 NB/ST128 NB,NBI,MHD,42,18,38.0808,71,13,49.4256,11,4,161000,2008,15.5,1,15.8,18.3,6,True,0,0,0,False,Needham,MAPC
657,N04022,35X,True,0.5205,HWY   CENTRAL AVE,I  95 SB/ST128 SB,NBI,MHD,42,18,37.6452,71,13,50.1744,11,4,161000,2008,15.5,1,15.8,18.3,6,True,0,0,0,False,Needham,MAPC
658,B21014,361,True,0.6799,WATER MONATIQUOT RIVER,HWY   PLAIN ST,NBI,MHD,42,11,45.4344,71,0,17.352,16,3,29300,2008,12.2,13,7.9,16.2,5,False,0,0,0,False,Braintree,MAPC
659,N04002,362,True,0.6865,WATER CHARLES RIVER,HWY   HIGHLAND AVE,NBI,MHD,42,18,22.7124,71,13,2.6796,16,2,37900,2007,8.8,0,27.7,12.9,N,False,0,0,0,False,Needham,MAPC
660,N04026,363,True,0.823,I  95 NB/ST128 NB,HWY   HIGHLAND AVE,NBI,MHD,42,18,9.1512,71,13,30.27,16,4,23400,2008,15.8,6,19.8,20.6,N,False,0,0,0,False,Needham,MAPC
661,N04021,364,True,0.9258,I  95 SB/ST128 SB,HWY   HIGHLAND AVE,NBI,MHD,42,18,8.4024,71,13,32.1564,16,4,89600,2008,15.8,18,19.2,20.7,N,False,0,0,0,False,Needham,MAPC
662,N04029,365,True,0.9654,I  95 /ST128,HWY   GRT PLN AVE,NBI,MHD,42,16,9.9552,71,12,3.4344,16,2,18500,2008,12.2,28,56.1,14.6,6,False,0,0,0,False,Needham,MAPC
663,D05001,366,True,0.9791,WATER CHARLES RIVER,ST135 DEDHAM AVE,NBI,MHD,42,16,3.036,71,13,7.1868,14,2,23700,2007,11,30,17.1,10.7,N,False,0,0,0,False,Dedham,MAPC
664,D10005,367,True,0.5135,WATER CHARLES RIVER,HWY   CHESTNUT ST,NBI,MHD,42,15,34.7688,71,14,15.0144,16,2,11800,2007,10.4,0,33.8,11.3,5,False,0,0,0,True,Dover,MAPC
665,C02037,368,True,0.9539,WATER NEPONSET RIVER,HWY   NEPONSET ST,NBI,MHD,42,10,6.3768,71,10,5.6316,14,3,40000,2008,21.3,0,35.1,19.7,7,False,0,0,0,False,Canton,MAPC
666,D05004,369,True,0.6898,WATER CHARLES RIVER,ST109 BRIDGE ST,NBI,MHD,42,15,14.4144,71,10,52.9608,14,2,19000,2008,7.3,0,21.3,9.1,N,True,0,0,0,False,Dedham,MAPC
667,C02028,36A,True,0.3772,I  93 /US1,ST138 WASHNGTON ST,NBI,MHD,42,12,11.5344,71,7,10.2792,14,4,49000,2007,21,2,51.2,25,7,True,0,0,0,False,Canton,MAPC
668,W31006,36B,True,0.6394,US  1 PROVIDENCE HWY,HWY   EAST ST,NBI,MHD,42,13,11.4852,71,10,52.5684,16,2,14700,2008,12.2,14,49.1,15.3,5,False,0,0,0,True,Westwood,MAPC
669,W31014,36C,True,0.9415,I  95 /US1/ST128,HWY   EAST ST,NBI,MHD,42,13,24.888,71,10,20.9676,16,2,19300,2007,12.2,0,72.5,16.1,5,False,0,0,0,False,Westwood,MAPC
670,W31015,36D,True,0.9137,I  95 /US1/ST128,HWY   EAST ST,NBI,MHD,42,13,21.0828,71,10,11.334,16,2,22000,2007,13.4,28,70.7,16.1,7,False,0,0,0,False,Westwood,MAPC
671,B21027,36E,True,0.335,ST  3,HWY   WASHNGTON ST,NBI,MHD,42,13,33.4884,71,0,17.9892,12,6,26800,2007,11,45,56.4,13.4,6,False,0,0,0,False,Braintree,MAPC
672,B21010,36F,True,0.943,RR    MBTA,HWY   WASHNGTON ST,NBI,MHD,42,13,34.8564,71,0,17.55,14,6,36100,2007,21.9,45,33.9,27.8,7,False,0,0,0,False,Braintree,MAPC
673,W32024,36G,True,0.8532,ST  3,HWY   MIDDLE ST,NBI,MHD,42,11,34.0656,70,57,3.3804,16,2,23150,2007,12.2,8,77.1,15.9,5,False,0,0,0,False,Weymouth,MAPC
674,C02034,36H,True,0.9947,I  95,HWY   DEDHAM ST,NBI,MHD,42,11,32.4816,71,9,5.1732,16,2,18500,2007,9.8,24,102.7,12.5,7,False,0,0,0,False,Canton,MAPC
675,C02001,36J,True,0.5388,WATER NEPONSET RIVER,HWY   GREENLDGE ST,NBI,MHD,42,12,31.8888,71,8,46.6296,19,2,800,2007,12.2,0,17.7,15.3,N,False,0,0,0,False,Canton,MAPC
676,D05002,36K,True,0.7203,WATER CHARLES RIVER,HWY   GREENDALE AV,NBI,MHD,42,16,1.1172,71,12,19.53,16,4,4200,2007,12.2,0,17.1,15.5,N,False,0,0,0,False,Dedham,MAPC
677,B21026,36L,True,0.7079,ST  3,HWY   ELM ST,NBI,MHD,42,13,17.67,71,0,8.37,16,2,15400,2009,12.2,19,54,16.6,5,False,0,0,0,False,Braintree,MAPC
678,C02035,36M,True,0.7032,I  95,HWY   GREENLDGE ST,NBI,MHD,42,12,14.6448,71,8,33.27,19,2,2200,2009,9.8,5,114,12.4,6,False,0,0,0,False,Canton,MAPC
679,N04027,36N,True,0.5964,I  95 /ST128,HWY   KENDRICK ST,NBI,MHD,42,17,41.658,71,13,6.7512,16,2,30600,2008,12.2,25,53.3,14.7,6,False,0,0,0,False,Needham,MAPC
680,R01012,36P,True,0.6972,ST 24,HWY   MDC ACCSS RD,NBI,MHD,42,11,36,71,4,42,19,2,1,2007,7.3,0,75.9,11,6,False,0,0,0,True,Randolph,MAPC
681,W32022,36Q,True,0.7193,ST  3,HWY   FRONT ST,NBI,MHD,42,11,41.3844,70,57,32.2776,17,2,6100,2007,12.2,0,72.7,15.9,6,False,0,0,0,False,Weymouth,MAPC
682,B21015,36R,True,1,RR    MBTA,HWY   PLAIN ST,634,MHD,42,11,47.5836,70,59,53.826,17,2,2500,2008,10.4,45,28.7,13,8,False,0,0,0,False,Braintree,MAPC
683,B21030,36T,True,0.5708,RR    CSX,HWY   MIDDLE ST,634,MHD,42,13,18.9552,70,59,47.2272,17,2,13900,2007,9.8,0,14,14.1,6,False,0,0,0,False,Braintree,MAPC
684,B21017,36U,True,0.5448,RR    MBTA/CSX,ST 37 WASHNGTON ST,634,MHD,42,11,12.372,71,0,30.474,14,2,44600,2008,12.2,34,29.6,15.9,5,False,0,0,0,False,Braintree,MAPC
685,B21068,36V,True,0.7917,RR    BCRR SPUR ABAN,HWY   JW MAHER HWY,634,MHD,42,11,50.5968,70,59,59.5824,17,4,26400,2007,15.8,62,10.4,19.8,7,False,0,0,0,False,Braintree,MAPC
686,B21020,36W,True,0.9836,RR    MBTA,HWY   LIBERTY ST,634,MHD,42,11,26.4012,70,59,11.1984,16,2,14224,2007,13.4,51,22.7,17.3,7,False,0,0,0,False,Braintree,MAPC
687,C02006,36Y,True,0.9918,RR    AMTRAK/MBTA,HWY   SPAULDING ST,634,MHD,42,9,53.5176,71,9,16.1316,19,2,4600,2007,8.6,0,21.8,15.9,7,False,0,0,0,False,Canton,MAPC
688,C02009,370,True,0.9973,RR    AMTRAK/MBTA,HWY   CHAPMAN ST,634,MHD,42,10,0.2856,71,9,16.4592,17,2,7900,2007,12.2,50,37.5,17.6,7,False,0,0,0,False,Canton,MAPC
689,C02024,371,True,1,RR    AMTRAK/MBTA,HWY   DEDHAM ST,634,MHD,42,11,45.5964,71,9,15.1992,16,2,15400,2007,9.8,20,50.7,11,7,False,0,0,0,False,Canton,MAPC
690,D05021,372,True,0.9425,RR    CSX,HWY   WALNUT ST,634,MHD,42,14,40.9884,71,9,20.6496,17,2,10900,2008,8.2,10,20.3,12.8,6,False,0,0,0,False,Dedham,MAPC
691,D05018,374,True,0.9213,RR    MBTA/CSX,HWY   CEDAR ST,634,MHD,42,14,4.902,71,9,9.7344,17,2,12200,2007,9.2,45,14.9,12.9,6,False,0,0,0,False,Dedham,MAPC
692,D10006,375,True,0.9964,RR    BAY COLONY RR,HWY   CENTRE ST,634,MHD,42,15,21.0636,71,16,20.3628,16,2,10200,2008,7,45,18,12.3,6,False,0,0,0,False,Dover,MAPC
693,N04010,376,True,0.6644,RR    MBTA,HWY   GREENDALE AV,634,MHD,42,16,36.4584,71,12,17.2332,16,2,11200,2008,10.5,0,9.8,14.9,N,False,0,0,0,False,Needham,MAPC
694,N04011,377,True,0.6667,RR    MBTA,HWY   GRT PLN AVE,634,MHD,42,16,32.0484,71,12,54.2412,16,2,12400,2007,11,40,16.9,14.9,5,False,0,0,0,False,Needham,MAPC
695,N04024,378,True,1,RR    BCRR,HWY   HIGH ROCK ST,634,MHD,42,16,10.3368,71,14,35.592,17,2,7500,2008,11,0,16.5,15.5,6,False,0,0,0,False,Needham,MAPC
696,N04019,379,True,1,RR    BCRR/MBTA,HWY   HUNNEWELL ST,634,MHD,42,17,42.3996,71,14,10.0536,16,2,5000,2007,8.5,25,13.9,12,7,False,0,0,0,False,Needham,MAPC
697,R01001,37A,True,0.7604,OTHER BIKE PATH,ST 28 N MAIN ST,634,MHD,42,10,2.2404,71,2,40.938,14,4,23900,2007,14,23,11.3,19.2,6,False,0,0,0,False,Randolph,MAPC
698,W32013,37B,True,0.448,RR    MBTA,ST 18 MAIN ST,634,MHD,42,9,27.594,70,57,21.4956,14,2,43100,2007,12.2,60,35.9,15.9,7,True,0,0,0,False,Weymouth,MAPC
699,W32035,37E,True,0.8972,RR    MBTA,HWY   NARAGNST AVE,634,MHD,42,13,43.4964,70,57,16.9272,19,2,1700,2007,9.1,5,12.2,12.3,6,False,0,0,0,False,Weymouth,MAPC
700,M25011,37F,True,0.9931,WATER PINE TREE BROOK,HWY   BROOK RD,NBI,MUN,42,15,32.2344,71,5,4.0884,14,4,17700,2008,16.5,20,9.8,22.9,7,False,0,0,0,False,Milton,MAPC
701,M12006,37G,True,0.937,WATER MYSTIC RIVER,HWY   BOSTON AVE,NBI,MUN,42,25,2.064,71,7,51.2004,16,2,16600,2009,12.2,0,21,17.7,N,False,0,0,0,False,Medford,MAPC
702,B16016,37H,True,0.4274,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,10.8012,71,3,39.6828,14,6,38400,2006,24.4,0,129.2,30.8,6,True,0,0,0,True,Boston,MAPC
703,B16016,37K,True,0.5328,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,8.5512,71,3,37.9008,14,6,38400,2007,24.4,0,73.5,30.8,7,True,0,0,0,True,Boston,MAPC
704,B16016,37M,True,0.4084,WATER CHARLES RIVER,HWY   N WSHNGTN ST,NBI,MUN,42,22,6.0636,71,3,35.928,14,6,38400,2006,24.4,0,129.2,30.8,6,True,0,0,0,True,Boston,MAPC
705,B16016,37P,True,0.9992,OTHER WAREHOUSE,HWY   N WSHNGTN ST,NBI,MUN,42,22,4.0368,71,3,34.3224,14,6,66000,2008,24.4,10,82.9,31.2,7,True,0,0,0,False,Boston,MAPC
706,B16016,37R,True,0.9998,HWY   WATER ST,HWY   N WSHNGTN ST,NBI,MUN,42,22,13.728,71,3,42.4512,14,6,64000,2008,32.3,15,18.3,42.1,8,True,0,0,0,False,Boston,MAPC
707,B16245,37U,True,0.4126,ST 99 SULLIVAN SQ UNDRPS,HWY   MISHAWUM ST,NBI,MUN,42,22,48,71,4,12,14,1,5600,2008,7.3,0,22.3,16.8,6,True,0,0,0,False,Boston,MAPC
708,B16245,37V,True,0.6711,ST 99 SULLIVAN SQ UNDRPS,HWY   SOUTH ROTARY,NBI,MUN,42,23,0.0348,71,4,26.238,14,3,25800,2008,15.8,0,18.9,19.6,6,True,0,0,0,False,Boston,MAPC
709,B16245,37X,True,0.6929,ST 99 SULLIVAN SQ UNDRPS,HWY   NORTH ROTARY,NBI,MUN,42,23,7.3212,71,4,24.6432,14,3,26600,2008,15.8,0,18.6,19.7,7,True,0,0,0,False,Boston,MAPC
710,B16004,382,True,0.6094,WATER BELLE ISLE INLET,ST145 SARATOGA ST,NBI,MUN,42,22,57.8064,70,59,42.486,16,2,30800,2008,13.4,0,61,18.4,5,False,16,17,20,False,Boston,MAPC
711,B16019,383,True,0.8784,WATER CHELSEA RIVER,HWY   MERIDIAN ST,NBI,MUN,42,23,6.7848,71,2,23.0748,14,2,23600,2006,12.2,0,327.7,13.4,6,False,0,0,0,False,Boston,MAPC
712,B16020,384,True,0.8978,WATER CHELSEA RIVER,HWY   CHELSEA ST,NBI,MUN,42,23,10.8816,71,1,23.1384,16,4,40400,2006,15.2,0,136.6,15.9,3,False,0,0,0,True,Boston,MAPC
713,B16024,385,True,0.7792,WATER NEPONSET RIVER,HWY   CENTRAL AVE,NBI,MUN,42,16,12.7452,71,4,25.2372,17,2,16000,2009,13.4,0,30.2,18.3,7,False,0,0,0,False,Boston,MAPC
714,B16025,386,True,0.8003,WATER NEPONSET RIVER,HWY   FAIRMOUNT AV,NBI,MUN,42,15,11.2248,71,7,9.6132,16,2,18700,2007,10.7,0,21.6,15.2,N,False,0,0,0,False,Boston,MAPC
715,B16026,387,True,0.4021,WATER NEPONSET RIVER,HWY   DANA AVE,NBI,MUN,42,15,6.1452,71,7,23.1456,17,2,10000,2007,10.4,0,29.3,16.2,N,False,0,0,0,False,Boston,MAPC
716,B16029,388,True,0.3949,WATER MYSTIC RIVER,ST 99 ALFORD ST,NBI,MUN,42,23,20.0652,71,4,18.4188,14,4,52000,2006,25,0,251.46,28.6,4,True,9,12,18,True,Boston,MAPC
717,B16032,38A,True,0.2798,WATER FORT POINT CHANNEL,HWY   CONGRESS ST,NBI,MUN,42,21,6.39,71,3,5.98,16,2,14600,2003,12.2,0,166.7,13.9,4,False,3,3,3,True,Boston,MAPC
718,B16034,38B,True,0.9848,WATER RESERVE CHANNEL,HWY   SUMMER ST,NBI,MUN,42,20,33,71,2,14.0136,19,4,35400,2008,17.1,35,284.1,21.6,7,True,0,0,0,False,Boston,MAPC
719,B16035,38C,True,0.9879,WATER MOTHER BROOK,HWY   HYDE PARK AV,NBI,MUN,42,15,4.5612,71,7,34.05,14,2,15700,2007,10.1,15,18,15.2,8,False,0,0,0,False,Boston,MAPC
720,B16066,38D,True,0.9708,COMB  ORANGE & MBTA/BMRR,HWY   CAMBRIDGE ST,NBI,MUN,42,22,58.3428,71,4,38.3556,14,2,38100,2007,16.8,26,52.7,22.6,6,False,0,0,0,False,Boston,MAPC
721,B16106,38E,True,0.9541,RR    AMTRAK/MBTA,HWY   CUMMINS HWY,NBI,MUN,42,16,48.7272,71,7,12.09,14,4,17000,2009,13.4,24,25.3,18.3,7,False,0,0,0,False,Boston,MAPC
722,B16114,38F,True,0.6006,RR    MBTA,HWY   WALWORTH ST,NBI,MUN,42,17,11.1588,71,8,16.0512,17,2,9300,2008,7.9,28,12.1,11.5,8,False,0,0,0,True,Boston,MAPC
723,B16115,38G,True,0.7768,RR    MBTA,HWY   BELGRADE AVE,NBI,MUN,42,17,9.5244,71,8,59.874,14,2,12600,2008,12.2,28,13.1,19,7,False,0,0,0,False,Boston,MAPC
724,B16124,38H,True,0.9853,HWY   A ST,HWY   SUMMER ST,NBI,MUN,42,20,58.56,71,2,57.5052,14,6,29500,2008,23.2,0,17.5,30.5,8,True,0,0,0,False,Boston,MAPC
725,B16158,38J,True,0.7963,RR    MBTA,HWY   WASHNGTON ST,NBI,MUN,42,18,10.8324,71,4,43.3344,16,2,34000,2008,12.2,38,12.5,19.2,6,False,0,0,0,False,Boston,MAPC
726,B16186,38L,True,1,WATER MOTHER BROOK,HWY   RESERVATN RD,NBI,MUN,42,15,0.8424,71,7,47.82,16,2,2500,2008,7.9,36,22.3,12.3,8,False,0,0,0,False,Boston,MAPC
727,B16237,38N,True,0.821,ST  2 COMMONWEALTH AVE,ST  2 A/MASS AVE,NBI,MUN,42,20,57.0012,71,5,21.2244,14,4,29500,2008,18.3,0,15.5,29,4,True,0,0,0,True,Boston,MAPC
728,B16238,38P,True,0.9148,ST  9 HUNTINGTON AVE,HWY   MASS AVE,NBI,MUN,42,20,33.288,71,5,7.8936,14,4,21900,2008,17.1,0,16.8,48.3,5,True,0,0,0,False,Boston,MAPC
729,B16275,38Q,True,0.8425,RR    CSX SPUR,HWY   HERALD ST,NBI,MUN,42,20,47.3028,71,3,53.9928,14,4,28600,2008,12.2,99,28.3,15.8,6,False,0,0,0,True,Boston,MAPC
730,B16382,38T,True,0.2501,COMB  I 90&CAMBRIA&CSX,HWY   DALTON ST,NBI,MUN,42,20,49.9236,71,5,8.5884,16,4,9300,2007,14.6,18,62.2,21.5,5,False,0,0,0,True,Boston,MAPC
731,B16168,38U,True,0.6869,HWY   CEMETERY RD,HWY   FRKLN PK ENT,NBI,MUN,42,18,3.8412,71,6,18.1404,16,4,12000,2007,12.2,0,13.7,38.4,N,False,0,0,0,False,Boston,MAPC
732,M25031,38V,True,0.986,WATER PINE TREE BROOK,HWY   THACHER ST,NBI,MUN,42,15,26.64,71,5,12.39,17,2,4800,2008,7.9,0,8.4,13.4,7,False,0,0,0,False,Milton,MAPC
733,B27014,38W,True,0.9917,OTHER PEAT BOG,HWY   GROVE ST VDT,NBI,MUN,42,18,15.7176,71,9,1.2564,16,4,2220,9,14.9,10,64.9,19.8,6,False,0,0,0,False,Brookline,MAPC
734,M01016,38X,True,0.803499927,HWY   DARTMOUTH ST,HWY   FLORENCE ST,NBI,MUN,42,25,42.4488,71,4,7.5864,17,4,10300,2008,16.5,0,29.9,23.4,7,False,0,0,0,False,Malden,MAPC
735,B16451,38Y,True,0.6595,WATER SCARBOROUGH POND,HWY   CIRCUIT DR,NBI,MUN,42,17,48.4728,71,5,56.598,19,2,1000,2009,9.8,0,9.4,17.6,N,False,14,20,30,False,Boston,MAPC
736,B16105,390,True,0.8411,RR    AMTRAK/MBTA,HWY   BLAKEMORE ST,NBI,MUN,42,17,7.2996,71,7,11.388,19,2,9900,2009,7.9,0,22.9,12.5,6,False,0,0,0,False,Boston,MAPC
737,B16189,391,True,0.678,WATER MUDDY RIVER,HWY   AGASSIZ RD,NBI,MUN,42,20,34.8612,71,5,40.4304,14,1,2100,2009,5.8,0,20.4,22.1,N,True,0,0,0,False,Boston,MAPC
738,B16193,392,True,0.6662,WATER MUDDY RIVER,HWY   NTHRLNDS RD,NBI,MUN,42,20,14.3268,71,6,41.4252,19,2,5200,2009,8.2,0,13.4,14.4,N,False,0,0,0,False,Boston,MAPC
739,B16217,393,True,0.6678,ST203 MORTON ST,HWY   AMER LEG HWY,NBI,MUN,42,17,30.6024,71,5,46.7412,16,4,45000,2008,19.8,21,29,23.4,5,False,10,11,15,True,Boston,MAPC
740,B16351,394,True,0.5839,HWY   RUTHERFORD AVE,HWY   AUSTIN ST,NBI,MUN,42,22,26.976,71,4,5.7756,16,6,37000,2008,13.4,0,28.3,46.7,6,False,0,0,0,False,Boston,MAPC
741,B16401,395,True,0.4654,WATER MUDDY RIVER,HWY   IPSWICH ST,NBI,MUN,42,20,50.0388,71,5,35.9304,19,2,3500,2007,12.5,0,19.5,15.27,3,False,6,10,15,True,Boston,MAPC
742,B16018,397,True,0.9983,WATER MUDDY RIVER,HWY   BEACON ST,NBI,MHD,42,20,59.7696,71,5,34.9908,14,3,24200,2008,14,0,16.5,21.6,7,False,0,0,0,False,Boston,MAPC
