bridgeId,healthIndex,overFeature,underFeature,year,structDef,deckArea,nhs,town
35B,0.9604,I  95 NB,WATER NEPONSET RIVER,2013,FALSE,495.9,TRUE,Canton
35L,0.9955,I  95 SB,WATER NEPONSET RIVER,2013,FALSE,495.9,TRUE,Canton
35C,0.7662,I  95 NB,RR  AMTRAK/MBTA,2013,FALSE,417.24,TRUE,Canton
35D,0.849,I  95 SB,RR  AMTRAK/MBTA,2013,FALSE,417.24,TRUE,Canton
36H,0.6344,HWY  DEDHAM ST,I  95,2013,FALSE,1283.75,TRUE,Canton
36M,0.7309,HWY  GREENLDGE ST,I  95,2013,FALSE,1413.6,TRUE,Canton
35H,0.7359,I  95 NB,I  95 /US1/ST128,2013,FALSE,2687.96,TRUE,Canton
35J,0.7333,I  95 SB,I  95 /US1/ST128,2013,FALSE,1596.54,TRUE,Canton
368,0.9539,HWY  NEPONSET ST,WATER NEPONSET RIVER,2013,FALSE,691.47,FALSE,Canton
33V,0.4194,HWY  REVERE CT,WATER E BR NEPONSET RIV,2013,FALSE,54.24,FALSE,Canton
3FL,0.5124,HWY  WASHNGTON AV,RR  MBTA/BMRR,2013,FALSE,319.59,FALSE,Chelsea
3FM,0.9733,HWY  BROADWAY,RR  MBTA/BMRR,2013,FALSE,525,FALSE,Chelsea
3FN,0.9407,HWY  BELLNGHM ST,RR  CSX (ABANDONED),2013,FALSE,241.8,FALSE,Chelsea
3A6,0.677,"US  1 SB BTS 36,PR",HWY  ARLINGTON & 5TH ST,2013,TRUE,5461.17,TRUE,Chelsea
3A8,0.731,US  1 NE XWAY,RR  MBTA/BMRR,2013,FALSE,944.23,TRUE,Chelsea
3AA,0.6028,"US  1 PR2, N ABUT",HWY  SPRUCE ST,2013,TRUE,7068.81,TRUE,Chelsea
3AB,0.7427,"US  1 S ABT,PR1",HWY  ARLINGTON & 5TH ST,2013,TRUE,3809.52,TRUE,Chelsea
3AC,0.7123,US  1 RP ABUT-BT50,HWY  ARLINGTON ST,2013,FALSE,1072.5,TRUE,Chelsea
AAT,0.5205,HWY  ACCESS RD,WATER MILL CREEK,2013,FALSE,120.54,TRUE,Chelsea
3A7,0.7163,US  1 NE XWAY,HWY  ORANGE & CARTER ST,2013,TRUE,8469.34,TRUE,Chelsea
3A9,0.6848,US  1 SB RAMP,HWY  ORANGE ST,2013,TRUE,1317.68,TRUE,Chelsea
3EQ,0.8921,HWY  COUNTY RD,US  1 NE XWAY,2013,FALSE,2215.29,FALSE,Chelsea
3B1,0.727,ST 16 EB,HWY  ACCESS RAMP E,2013,FALSE,312.75,TRUE,Chelsea
3A5,0.6972,US  1 NE XWAY,HWY  WEBSTER AVE,2013,FALSE,795.76,TRUE,Chelsea
9XA,0.9663,ST107 BROADWAY,WATER MILL CREEK,2013,FALSE,344.4,FALSE,Chelsea
42F,0.6417,HWY  BORDER ST,WATER THE GULF,2013,FALSE,268.4,FALSE,Cohasset
42G,0.8614,HWY  ATLANTIC AVE,WATER LITTLE HARBOR INLT,2013,TRUE,308,FALSE,Cohasset
44C,0.6575,HWY  MORD LINC RD,WATER BOUND BROOK,2013,FALSE,41.08,FALSE,Cohasset
2BE,0.524,HWY  COMMNWLTH AV,WATER FORT POND BROOK,2013,FALSE,138.6,FALSE,Concord
2JW,0.6708,HWY  ELM ST,WATER SUDBURY RIVER,2013,FALSE,240.64,FALSE,Concord
2BF,0.9704,HWY  SUDBURY RD,WATER SUDBURY RIVER,2013,FALSE,504.16,FALSE,Concord
2KJ,0.4568,ST 62 /ST2A/MAIN,WATER SUDBURY RIVER,2013,FALSE,216.81,FALSE,Concord
ALP,1,ST117 FITCHBRG TPK,WATER SUDBURY RIVER,2013,FALSE,303.66,FALSE,Concord
2CU,0.9634,HWY  NASHAWTUC RD,WATER SUDBURY RIVER,2013,FALSE,127.14,FALSE,Concord
2DV,0.6839,ST  2 ELM ST,WATER ASSABET RIVER,2013,FALSE,459.36,TRUE,Concord
2KN,0.9374,ST 62 MAIN ST,WATER ASSABET RIVER,2013,FALSE,366,FALSE,Concord
2KL,0.682,ST 62 MAIN ST,WATER POWER CANAL,2013,FALSE,131.6,FALSE,Concord
3BR,0.9113,I  93 BT NB4-N ABT,I  93 CONN D & K,2013,FALSE,2459.04,TRUE,Boston
3BT,0.9953,I  93 SB BT 46-57,TR  ORANGE LINE,2013,FALSE,5840.758,TRUE,Boston
3BU,0.9889,I  93 SB BT 57-61,RR  MBTA & BMRR,2013,FALSE,2787.33,TRUE,Boston
3BV,0.9938,I  93 SB BT 61-B5,RR  BMRR,2013,FALSE,2582.16,TRUE,Boston
3CE,0.9132,I  93 NB ON RMP,I  93 SB,2013,FALSE,1252.18,TRUE,Boston
3CG,0.944299414,I  93 SB B10-B16RP,RR  MBTA & BMRR,2013,FALSE,1649.48,TRUE,Boston
3DU,0.6724,I  93 NB BT 33-38,I  93 SB BT 33-38,2013,FALSE,3005.1,TRUE,Boston
3DW,0.8449,I  93 NB BT 38-46,I  93 SB BT 38-46,2013,FALSE,4172.7,TRUE,Boston
3DY,0.8684,I  93 NB B5-B10,COMB  MBTA & I 93 SB,2013,FALSE,3167.64,TRUE,Boston
3.00E+01,0.6719,I  93 NB B10-B16,I  93 SB B10-B16,2013,FALSE,2919,TRUE,Boston
3.00E+03,0.8204,I  93 NB B16-NB4,I  93 SB&CMBRG&MBTA/BMRR,2013,FALSE,8154.86,TRUE,Boston
3EA,0.9958,I  93 SB BT 33-38,TR  ORANGE LINE,2013,FALSE,2604,TRUE,Boston
3EB,0.7664,I  93 SB BT 38-46,TR  ORANGE LINE,2013,FALSE,4172.7,TRUE,Boston
3ED,0.9846,I  93 SB B5-B10,RR  MBTA/BMRR,2013,FALSE,2916.24,TRUE,Boston
3EE,0.9888,I  93 SB B10-B16,RR  MBTA/BMRR,2013,FALSE,2343.78,TRUE,Boston
3EG,0.7593,I  93 SB  B16-SB4,COMB  CAMBRIGE&MBTA/BMRR,2013,FALSE,8029,TRUE,Boston
8R8,0.9332,I  93 BT SB4-N ABT,HWY  CONNECTORS D & K,2013,FALSE,2374.95,TRUE,Boston
B27,1,HWY  LOGAN RMP EG,HWY  LOGAN RMP GD,2013,FALSE,248.06,FALSE,Boston
B28,1,HWY  LOGAN TRM B,HWY  LOGAN TRM B ARIV E,2013,FALSE,3458.62,FALSE,Boston
B29,0.8462,HWY  LOGAN TRM B,HWY  LOGAN TRM B ARIV E,2013,FALSE,3124.3,FALSE,Boston
B34,1,HWY  TRM B DEP RD,HWY  LOGAN TRM B ARR RD,2013,FALSE,11345.388,FALSE,Boston
394,0.5839,HWY  AUSTIN ST,HWY  RUTHERFORD AVE,2013,FALSE,1321.61,FALSE,Boston
4RG,0.9641,I  90,HWY  SERVICE RD,2013,FALSE,298.35,TRUE,Boston
4RH,0.9837,I  90,RR  CSX LEAD TRACK,2013,FALSE,512.4,TRUE,Boston
4RP,0.8781,I  90 WB ON-RAMP E,COMB  I90 W ONRP A & CSX,2013,FALSE,535.3,TRUE,Boston
4RR,0.7963,I  90 EB ON-RAMP,COMB  I90 W ONRP A & CSX,2013,FALSE,533.12,TRUE,Boston
4RV,0.8128,I  90 EB RAMP ON D,I  90,2013,FALSE,5336.3,TRUE,Boston
4RW,-1,I  90 WB RAMP OFF,RR  CSX,2013,FALSE,3422.24,TRUE,Boston
4RX,0.4596,I  90 EB,RR  CSX,2013,TRUE,12492.15,TRUE,Boston
4RY,0.4596,I  90 WB,RR  CSX,2013,TRUE,12502.05,TRUE,Boston
4T4,0.8685,I  90,WATER MUDDY RIVER,2013,FALSE,338.58,TRUE,Boston
4EL,0.5698,HWY  BOWKER INT,ST  2 /COMM AV & BEACON,2013,TRUE,4305.99,TRUE,Boston
4FD,0.6606,HWY  COMM AV OFRP,WATER MUDDY RIVER,2013,TRUE,933.04,TRUE,Boston
4FF,0.6952,HWY  BWKR SB ONRP,HWY  KENMORE OFF RMP,2013,TRUE,1386.84,TRUE,Boston
4FG,0.5767,HWY  BWKR SB ONRP,WATER MUDDY RIVER,2013,TRUE,657.58,TRUE,Boston
4FH,0.5524,HWY  BWKR NB OFRP,OTHER RELIEF,2013,TRUE,467.2,TRUE,Boston
4FJ,0.4974,HWY  BWKR NB OFRP,HWY  STRRW DR WB ON RMP,2013,TRUE,415.87,TRUE,Boston
4FK,0.4952,HWY  STORRW DR EB,HWY  BOWKR ON & OFF RPS,2013,TRUE,1830.92,TRUE,Boston
4FL,0.9865,HWY  STRW WB ONRP,HWY  STRRW DR WB & OFRP,2013,FALSE,1100.8,TRUE,Boston
4RU,0.6756,HWY  CAMBRIDGE ST,COMB  I90 E RPS BDL & CS,2013,FALSE,2784.15,TRUE,Boston
4EX,0.5852,ST203 ARBORWAY,COMB  WASH ST&AMTK&ORNG,2013,TRUE,12287.84,TRUE,Boston
4RT,0.7241,I  90 EB OFF- RAMP,I  90 WB & RAMPS F D L,2013,TRUE,2987.44,TRUE,Boston
4EQ,0.7129,HWY  WESTERN AVE,HWY  SOLDIERS FIELD RD,2013,FALSE,477.18,FALSE,Boston
4FP,0.6703,HWY  N HARVARD ST,HWY  SOLDIERS FIELD RD,2013,FALSE,439.68,TRUE,Boston
4EH,0.6085,HWY  CAMBRIDGE ST,HWY  SOLDIERS FIELD RD,2013,FALSE,490.44,TRUE,Boston
38T,0.4316,HWY  DALTON ST,COMB  I 90&CAMBRIA&CSX,2013,TRUE,1337.3,FALSE,Boston
2CQ,0.9926,HWY  CHELSEA ST,WATER LITTLE MYSTIC CHAN,2013,FALSE,1470.42,FALSE,Boston
4VW,0.777777778,HWY  CEDAR ST,COMB  AMTRAK/MBTA & ORNG,2013,FALSE,415.8,FALSE,Boston
4VX,0.777777778,HWY  MINTON RD,COMB  AMTRAK/MBTA & ORNG,2013,FALSE,332.8,FALSE,Boston
4VY,0.777777778,HWY  GORDON ST,COMB  AMTRAK/MBTA & ORNG,2013,FALSE,432.15,FALSE,Boston
4W0,0.777777778,HWY  UKRAINE WAY,RR  AMTRAK/MBTA,2013,FALSE,556.71,FALSE,Boston
4F7,0.8868,ST  3 A/MORRSY BLV,COMB  NEPONSET AVE&RIVER,2013,FALSE,9277.97,TRUE,Boston
4FQ,0.815,ST  3 A/HNCK OFFRP,OTHER RELIEF,2013,FALSE,588.99,TRUE,Boston
4FR,0.8807,HWY  QUINCY SHORE,ST  3 A/HNCK NB&MBTA&RED,2013,FALSE,9205.8,TRUE,Boston
4FT,0.8814,ST  3 A/HANCK ONRP,HWY  QUINCY LOOP,2013,FALSE,618.8,TRUE,Boston
4FU,0.9655,HWY  MORRSY OFFRP,OTHER PARKING,2013,FALSE,730.55,TRUE,Boston
82F,0.9257,US  1 RAMP TC,RR  MBTA,2013,FALSE,1581.2,TRUE,Boston
8DG,0.7673,US  1 RAMP TC,I  93 RMPS SN NS ST,2013,FALSE,2094.95,TRUE,Boston
8QG,0.8044,US  1 RAMP TC,OTHER RELIEF,2013,FALSE,1388.24,TRUE,Boston
8XU,0.8019,US  1 RAMP TC,OTHER RELIEF,2013,FALSE,2295.42,TRUE,Boston
8XW,0.8068,US  1 RAMP TC,COMB  I93 RMP NS & MBTA,2013,FALSE,1849.5,TRUE,Boston
4F1,0.5402,HWY  WESTERN AVE,HWY  SOLDIERS FIELD RD,2013,FALSE,494.46,FALSE,Boston
395,0.9793,HWY  IPSWICH ST,WATER MUDDY RIVER,2013,FALSE,259.96,FALSE,Boston
927,0.8635,US  1 SB,US  1 NB,2013,FALSE,2856.48,TRUE,Boston
38Y,0.6595,HWY  CIRCUIT DR,WATER SCARBOROUGH POND,2013,FALSE,165.44,FALSE,Boston
4EE,0.7465,HWY  STORRW DR WB,HWY  STORROW DR EB,2013,TRUE,124.12,TRUE,Boston
4ED,0.7128,ST 28 LEVERETT CIR,HWY  EMBANKMENT RD WB,2013,TRUE,127.33,TRUE,Boston
4FA,1,HWY  MORRSSEY BLV,WATER PATTEN'S COVE,2013,FALSE,441.75,TRUE,Boston
4FB,0.6446,HWY  ACCESS RD,WATER CHARLES RIV MOAT,2013,FALSE,56.95,FALSE,Boston
4EK,0.6431,HWY  ARLNGTN OFRP,HWY  EMBNKT RD EB ONRMP,2013,FALSE,85.54,TRUE,Boston
2DE,0.9972,HWY  RESERVATN RD,OTHER RELIEF,2013,FALSE,79.91,FALSE,Boston
AAG,-1,HWY  CEDAR GROVE,TR  RED HSL,2013,FALSE,334.89,FALSE,Boston
AAH,-1,HWY  MINER ST,TR  GREEN LINE D,2013,FALSE,156.16,FALSE,Boston
AAJ,0.777777778,HWY  W NEWTON ST,TR  ORANGE LINE,2013,FALSE,2745,FALSE,Boston
9RR,0.9958,I  93 RAMP KK,OTHER RELIEF,2013,FALSE,228.34,FALSE,Boston
9RQ,1,I  93 RAMP AS,OTHER RELIEF,2013,FALSE,267.81,FALSE,Boston
9RP,1,I  93 SB,OTHER RELIEF,2013,FALSE,1192.74,TRUE,Boston
A9B,1,HWY  RAMP T-D,"HWY  RAMP T/U-A, S-A",2013,FALSE,1006.88,FALSE,Boston
9GD,0.740740741,HWY  RAMP 1A/D,HWY  RAMP 1A-A,2013,FALSE,1580.79,FALSE,Boston
9GK,-1,HWY  RAMP 1A/D,I  90 RAMP T-A/D HOTEL D,2013,FALSE,1979.18,FALSE,Boston
A1Q,0.740740741,HWY  RAMP U-D,HWY  RAMP T-U-A,2013,FALSE,1224.5,FALSE,Boston
8Y4,0.814814815,US  1 RAMP CT,OTHER RELIEF,2013,FALSE,1841,TRUE,Boston
8YQ,0.8383,I  93 RAMP NS,OTHER RELIEF,2013,FALSE,92.5,TRUE,Boston
8YJ,0.8853,I  93 RAMP SN,OTHER RELIEF,2013,FALSE,300.99,TRUE,Boston
9EK,1,I  93 RAMPS NS SN,OTHER RELIEF,2013,FALSE,457.52,TRUE,Boston
9EL,0.9287,I  93 RAMPS NS SN,OTHER RELIEF,2013,FALSE,1011.08,TRUE,Boston
910,0.9897,HWY  VIADUCT ST,COMB  CNGRSS&HAUL RD&CSX,2013,FALSE,4131.05,FALSE,Boston
90Y,0.7275,HWY  SUMMER ST,HWY  C ST,2013,FALSE,1396.68,FALSE,Boston
5VU,1,HWY  SUMMER ST,HWY  W SERVICE RD EXT,2013,FALSE,2104.5,FALSE,Boston
911,0.75,HWY  SUMMER ST,COMB  I90 RPS& HAUL &CSX,2013,FALSE,6655.1,TRUE,Boston
58N,0.777777778,ST  1 A/& RP E-1AN,I  90 EB,2013,FALSE,2709.8,TRUE,Boston
588,0.777777778,I  90 EB & RP1ANB,COMB  ST 1A NB & BLUE L,2013,FALSE,2024.64,FALSE,Boston
58K,0.777777778,I  90 EB & RP1ANB,HWY  SR-14,2013,FALSE,2052,FALSE,Boston
585,0.9974,I  90 WB & RP1ASB,OTHER RELIEF,2013,FALSE,807.12,TRUE,Boston
586,0.8398,I  90 WB,ST  1 A/NB & RP1ANB,2013,FALSE,1752.12,TRUE,Boston
587,0.777777778,I  90 WB & RP1ASB,COMB  SR-14 & BLUE LINE,2013,FALSE,2264.76,FALSE,Boston
583,0.8598,ST  1 A/SB,OTHER RELIEF,2013,FALSE,1119.43,TRUE,Boston
584,1,ST  1 A/SB,OTHER RELIEF,2013,FALSE,1119.43,TRUE,Boston
57U,0.777777778,ST  1 A/RP E-1ASB,COMB  ST 1A NB & BLUE L,2013,FALSE,1323.4,FALSE,Boston
57V,0.777777778,ST  1 A/RP E-1ASB,I  90 WB & SR-14,2013,FALSE,962.36,TRUE,Boston
580,0.777777778,ST  1 A/RP E-1AS,ST  1 A/& RP E-1ANB,2013,FALSE,1387.68,FALSE,Boston
57T,0.777777778,ST  1 A/RP 1ANB,COMB  SR 14 & BLUE L,2013,FALSE,1224,FALSE,Boston
5VT,0.967,HWY  RAMP DB,OTHER RELIEF,2013,FALSE,333.117825,FALSE,Boston
5VR,0.9951,HWY  D ST,COMB  HAUL RD & CSX,2013,FALSE,1432.84,FALSE,Boston
8YY,0.9604,I  93 NB,"I  93 SB, AUSTN ST, MBTA",2013,FALSE,3538.14,TRUE,Boston
900,0.9897,I  93 NB,I  93 SB,2013,FALSE,2750.55,TRUE,Boston
901,0.8223,I  93 NB,"I  93 SB, RMP LT, MIL RV",2013,FALSE,5662.02,TRUE,Boston
9PM,0.9596,I  93 RAMP SA - CN,"WATER CHARLES RIV, RAMPS",2013,FALSE,24830.78,TRUE,Boston
8YV,0.9524,I  93 SB,COMB  AUSTIN ST &ORNG LN,2013,FALSE,3266.25,TRUE,Boston
8YW,0.9279,I  93 SB,OTHER RELIEF,2013,FALSE,5109.42,TRUE,Boston
8YX,0.963,I  93 SB,COMB  RAMP LT& MILLERS R,2013,FALSE,4443.12,TRUE,Boston
9DL,0.7279,I  93 RAMP CL,OTHER RELIEF,2013,FALSE,2604.7,TRUE,Boston
9.00E+02,0.9513,I  93 RAMP CL,OTHER RELIEF,2013,FALSE,2224.06,TRUE,Boston
9.00E+07,0.9686,I  93 RAMP CL,OTHER RELIEF,2013,FALSE,378.2,TRUE,Boston
8DE,0.7138,I  93 RAMP SACN,TR  ORANGE LINE,2013,FALSE,1839.2,TRUE,Boston
8DF,0.8307,I  93 RAMP SACN,COMB  US1 RMP LT LC&ORNG,2013,FALSE,3450.7,TRUE,Boston
9PF,0.991,I  93 RAMP SA-CN,I  93 RAMPS,2013,FALSE,1402.83,TRUE,Boston
9PG,0.8875,I  93 RAMP SA-CN,HWY  ACCESS RD,2013,FALSE,799.29,TRUE,Boston
9DF,0.9978,I  93 RAMP NS,RR  MBTA,2013,FALSE,3348.9,TRUE,Boston
9TH,0.9677,I  93 RAMP NS,RR  MBTA,2013,FALSE,336.72,TRUE,Boston
9.00E+08,0.7895,I  93 RAMP SN,TR  MBTA ORANGE LINE,2013,FALSE,196.71,TRUE,Boston
9TT,0.9805,I  93 RAMP SN,COMB  MBCR & ORANGE LINE,2013,FALSE,2077.7,TRUE,Boston
9TX,0.9792,I  93 RAMPS SN NS,RR  MBTA,2013,FALSE,2288.79,TRUE,Boston
9TY,0.9985,I  93 RAMPS SN NS,RR  MBCR BSG SPUR,2013,FALSE,1941.04,TRUE,Boston
9U0,1,I  93 RAMPS SN NS,RR  BMRR BSG SPUR,2013,FALSE,3952,TRUE,Boston
9UA,1,I  93 RAMPS SN NS,RR  BMRR BSG SPUR,2013,FALSE,3952,TRUE,Boston
633,0.9904,I  93 RAMP N-S,COMB  MGH PKNG & MBTA,2013,FALSE,2638.22,TRUE,Boston
634,1,I  93 RAMP N-S,COMB  NASHUA ST&MGH PKNG,2013,FALSE,942.02,TRUE,Boston
8YR,0.8913,I  93 RAMP NS,US  1 RAMP TC,2013,FALSE,886.38,TRUE,Boston
8YU,0.9686,I  93 RAMP NS,US  1 RAMP TC & LC,2013,FALSE,1863.61,TRUE,Boston
9P9,0.9899,I  93 STRRW DR CON,WATER CHARLES RIVER,2013,FALSE,5869.6,TRUE,Boston
6JN,1,I  93 RAMP S-N,RR  MBTA,2013,FALSE,2233,TRUE,Boston
6JT,0.987,I  93 RAMP S-N,HWY  NASHUA ST,2013,FALSE,1096.2,TRUE,Boston
8YK,1,I  93 RAMP SN,US  1 RAMP CT,2013,FALSE,886.38,TRUE,Boston
8YL,0.8739,I  93 RAMP SN,US  1 RAMP TC,2013,FALSE,980.64,TRUE,Boston
8YP,0.7385,I  93 RAMP SN,US  1 RAMP TC & LC,2013,FALSE,2627.9,TRUE,Boston
8Y6,0.8159,US  1 RAMP CT,COMB  MBTA & MILLERS RIV,2013,FALSE,3060.98,TRUE,Boston
8YC,0.9542,US  1 RAMP CT,OTHER RELIEF,2013,FALSE,1673.84,TRUE,Boston
8YD,0.8122,US  1 RAMP CT,OTHER RELIEF,2013,FALSE,1842.08,TRUE,Boston
8YF,0.8103,US  1 RAMP CT,COMB  I93 SB &RMPS& MBTA,2013,FALSE,2557.462,TRUE,Boston
8XY,0.8355,US  1 RAMP ST,OTHER RELIEF,2013,FALSE,1348.24,TRUE,Boston
8Y3,0.8446,US  1 RAMP ST,COMB  RMP NS CT TL&MBTA,2013,FALSE,1869.12,TRUE,Boston
68U,0.9685,I  93 RAMP S-N,OTHER RELIEF,2013,FALSE,628.22,TRUE,Boston
630,0.9993,I  93 RAMP N-S,OTHER RELIEF,2013,FALSE,737.1,TRUE,Boston
6JL,0.9966,I  93 RAMP N-S,I  93 RAMP LC-S TUNNEL,2013,FALSE,361.12,TRUE,Boston
92A,0.9961,HWY  S BOS BPS RD,I  93,2013,FALSE,1274.58,TRUE,Boston
91U,1,HWY  S BOS BPS RD,HWY  FRONTAGE RD NB,2013,FALSE,131.24,FALSE,Boston
91V,1,HWY  S BOS BPS RD,HWY  FRONTAGE RD NB,2013,FALSE,252.83,FALSE,Boston
928,1,HWY  S BOS BPS RD,HWY  FRONTAGE RD NB,2013,FALSE,822.18,FALSE,Boston
929,0.7984,HWY  S BOS BPS RD,HWY  FRONTAGE RD NB,2013,FALSE,306.87,FALSE,Boston
7GD,0.9992,HWY  S BOS BYPASS,COMB  AMTRAK/MBTA&RED LN,2013,FALSE,6110.5,FALSE,Boston
7LF,1,HWY  S BOS BYPASS,HWY  WYDETT CIR ACC RD,2013,FALSE,490.96,FALSE,Boston
91P,0.8669,HWY  FRNT RD NB,OTHER RELIEF,2013,FALSE,1279.25,FALSE,Boston
91J,0.9505,HWY  FRNT RD NB,HWY  S BOS BYPASS RD,2013,FALSE,933.33,FALSE,Boston
91K,0.927,HWY  FRNT RD NB,HWY  S BOS BYPASS RD,2013,FALSE,703.7,FALSE,Boston
91H,0.9823,HWY  FRNT RD SB,HWY  S BOS BYPASS RD,2013,FALSE,1949.22,FALSE,Boston
91G,0.9976,HWY  MASS AV CONN,OTHER RELIEF,2013,FALSE,1235.78,TRUE,Boston
91F,0.989,I  93 NB,OTHER RELIEF,2013,FALSE,1196,TRUE,Boston
91E,0.9223,I  93 SB,OTHER RELIEF,2013,FALSE,1512.25,TRUE,Boston
91D,0.9994,HWY  RAMP X/XX,OTHER RELIEF,2013,FALSE,889.7,FALSE,Boston
91C,0,I  93 SB,HWY  ALBANY ST,2013,FALSE,7872.5,TRUE,Boston
9AJ,1,I  93 SB,HWY  W FOURTH ST,2013,FALSE,203.599,FALSE,Boston
9N3,0.9985,I  93 SB,OTHER RELIEF,2013,FALSE,3645.72,TRUE,Boston
9Q6,0.7635,I  93 SB,COMB  I90 & AMTRAK,2013,FALSE,3381,TRUE,Boston
9Q7,0.9919,I  93 SB,HWY  BROADWAY,2013,FALSE,2587.35,TRUE,Boston
91B,1,HWY  FRNT RD NB,HWY  RAMP K,2013,FALSE,1539.15,TRUE,Boston
9B0,0.977,I  93 RAMP X,OTHER RELIEF,2013,FALSE,1109.02,FALSE,Boston
9QW,0.8734,I  93 RAMP X,I  90 & RAMP CC,2013,FALSE,367.5,TRUE,Boston
9QX,1,I  93 RAMP X,OTHER RELIEF,2013,FALSE,811.44,FALSE,Boston
9QY,0.9821,I  93 RAMP X,I  90 & RAMPS CC & KK,2013,FALSE,1660.12,TRUE,Boston
9RM,0.9852,I  93 RAMP X,HWY  BROADWAY,2013,FALSE,714.67,FALSE,Boston
9RN,0.9901,I  93 RAMP X,HWY  W FOURTH ST,2013,FALSE,1239.84,FALSE,Boston
82N,0.9431,I  93 RAMP XX,HWY  W FOURTH ST,2013,FALSE,1418.1,FALSE,Boston
8MD,0.9672,I  93 RAMP XX,HWY  HOV EB,2013,FALSE,1602.75,FALSE,Boston
91A,0.7476,HWY  RAMP X/XX,HWY  ALBANY ST,2013,FALSE,4784.96,TRUE,Boston
9Q5,1,I  93 RAMP XX,COMB  I90&I93RMP CC&AMTK,2013,FALSE,650.328,TRUE,Boston
918,0.9393,HWY  MASS AVE,OTHER RELIEF,2013,FALSE,220.22,TRUE,Boston
919,0.996,HWY  MASS AVE,I  93,2013,FALSE,2133.6,TRUE,Boston
8QX,0.6582,I  93 NB,COMB  I90 RPS&HOV&AMTK,2013,FALSE,3303.3,TRUE,Boston
8QY,1,I  93 NB,HWY  BROADWAY,2013,FALSE,3088.64,TRUE,Boston
8R0,0.858,I  93 NB,HWY  W FOURTH ST,2013,FALSE,3111.9,TRUE,Boston
917,0.25,I  93 NB,HWY  ALBANY ST,2013,FALSE,5320.12,TRUE,Boston
8TM,0.8543,I  93 RAMP K,HWY  RAMP MW & HOV EB,2013,FALSE,526.93,FALSE,Boston
8TP,0.8782,I  93 RAMP K,COMB  I93NB & RAMP MW,2013,FALSE,1067.29,FALSE,Boston
8TT,0.8364,I  93 RAMP K,HWY  W FOURTH ST,2013,FALSE,2125.62,FALSE,Boston
914,0.7585,HWY  RAMP K,OTHER RELIEF,2013,FALSE,2321.62,TRUE,Boston
915,0.7553,HWY  RAMP K/L,OTHER RELIEF,2013,FALSE,1393.29,TRUE,Boston
916,0.7584,HWY  RAMP K,OTHER RELIEF,2013,FALSE,2223.62,TRUE,Boston
9Q3,0.9815,I  93 RAMP K,I  90 &I93 RAMP LL,2013,FALSE,1119.3,TRUE,Boston
9Q4,1,I  93 RAMP K,COMB  I90&I93RMP CC&AMTK,2013,FALSE,562.48,TRUE,Boston
9UT,0.9869,I  93 RAMP K,OTHER RELIEF,2013,FALSE,356.72,TRUE,Boston
9V0,0.8315,I  93 RAMP K,OTHER RELIEF,2013,FALSE,1203.44,TRUE,Boston
913,0.7563,HWY  RAMP L,HWY  RAMP FL,2013,FALSE,778.15,TRUE,Boston
912,0.7946,HWY  RAMP K,OTHER RELIEF,2013,FALSE,388.08,FALSE,Boston
9AY,1,I  93 RAMP AS,OTHER RELIEF,2013,FALSE,614.25,FALSE,Boston
9UQ,1,I  93 RAMP AS,HWY  BROADWAY,2013,FALSE,259.5,FALSE,Boston
9QR,1,I  93 RAMP FX,OTHER RELIEF,2013,FALSE,752.76,FALSE,Boston
9QP,0.9901,I  93 RAMP XE,RR  AMTRAK/MBTA,2013,FALSE,381.04,TRUE,Boston
8MC,0.9603,I  93 RAMP XXE,ST  BROADWAY ST. EXT,2013,FALSE,1177.95,FALSE,Boston
82H,0.8432,I  93 HOV RAMP EB,I  93 RAMP XX,2013,FALSE,945.63,FALSE,Boston
82J,0.9957,I  93 HOV RAMP EB,OTHER RELIEF,2013,FALSE,523.5,FALSE,Boston
92K,1,I  93 HOV RAMP EB,RR  AMTRAK WYE,2013,FALSE,278.64,FALSE,Boston
8TW,0.9886,I  93 RAMP KK,HWY  HOV RAMP EB,2013,FALSE,544.31,FALSE,Boston
9UR,0.7612,I  93 RAMP KK,COMB  I90&RMP LL KK&AMTK,2013,FALSE,1242.75,FALSE,Boston
8TL,0.9966,I  93 RAMP MW,COMB  HOV EB & MBTA WYE,2013,FALSE,1189.6,FALSE,Boston
9PW,0.8093,I  93 RAMP MW,COMB  I90&RMP LL KK&AMTK,2013,FALSE,1254,FALSE,Boston
9QN,0.9771,I  90 RAMP Q & ALB,I  90 RAMP H,2013,FALSE,819.64539,FALSE,Boston
9QM,0.9741,HWY  ALBANY EXT,I  90 RAMP H,2013,FALSE,486.092466,FALSE,Boston
9QL,0.9767,I  93 RAMP CC,COMB  I90& RP KK &AMTRK,2013,FALSE,2161.32,FALSE,Boston
9AW,0.740740741,HWY  SO STA CONN,I  93 RAMPS CC KK D,2013,FALSE,0,FALSE,Boston
9PH,-1,HWY  SO STA CONN,HWY  FRONTAGE RD,2013,FALSE,1627.92,FALSE,Boston
9QK,0.777777778,HWY  SO STA CONN,I  93 RAMPS CC KK D,2013,FALSE,145044,FALSE,Boston
9QD,0.777777778,I  90 RAMP F,I  93 RMP KK &INFLD ACCS,2013,FALSE,329.64,FALSE,Boston
82P,0.759,HWY  FRONTAGE RD,COMB  I90 RPS&HOV&AMTK,2013,FALSE,3907.28,FALSE,Boston
