TOWN_ID,TOWN,2004_All_Crashes,2005_All_Crashes,2006_All_Crashes,2007_All_Crashes,2008_All_Crashes,2009_All_Crashes,2010_All_Crashes,2011_All_Crashes,2012_All_Crashes,2013_All_Crashes,2004_All_Bicycle_Crashes,2005_All_Bicycle_Crashes,2006_All_Bicycle_Crashes,200&_All_Bicycle_Crashes,200*All_Bicycle_Crashes,200(_All_Bicycle_Crashes,2010_All_Bicycle_Crashes,2011_All_Bicycle_Crashes,2012_All_Bicycle_Crashes,2013_All_Bicycle_Crashes,2004_Bicycle_Fatal_Crashes,2005_Bicycle_Fatal_Crashes,2006_Bicycle_Fatal_Crashes,2007_Bicycle_Fatal_Crashes,2008_Bicycle_Fatal_Crashes,2009_Bicycle_Fatal_Crashes,2010_Bicycle_Fatal_Crashes,2011_Bicycle_Fatal_Crashes,2012_Bicycle_Fatal_Crashes,2013_Bicycle_Fatal_Crashes,2004_Bicycle_Number_Fatalities,2005_Bicycle_Number_Fatalities,2006_Bicycle_Number_Fatalities,2007_Bicycle_Number_Fatalities,2008_Bicycle_Number_Fatalities,2009_Bicycle_Number_Fatalities,2010_Bicycle_Numbe_Fatalities,2011_Bicycle_Number_Fatalities,2012_Bicycle_Number_Fatalities,2013_Bicycle_Number_Fatalities,2004_Bicycle_Injury_Crashes,2005_Bicycle_Injury_Crashes,2006_Bicycle_Injury_Crashes,2007_Bicycle_Injury_Crashes,2008_Bicycle_Injury_Crashes,2009_Bicycle_Injury_Crashes,2010_Bicycle_Injury_Crashes,2011_Bicycle_Injury_Crashes,2012_Bicycle_Injury_Crashes,2013_Bicycle_Injury_Crashes,2004_Bicycle_Number_Injuries,2005_Bicycle_Number_Injuries,2006_Bicycle_Number_Injuries,2007_Bicycle_Number_Injuries,2008_Bicycle_Number_Injuries,2009_Bicycle_NumberI_njuries,2010_Bicycle_Number_Injuries,2011_Bicycle_Number_Injuries,2012_Bicycle_Number_Injuries,2013_Bicycle_Number_Injuries,2004_All_Pedestrian_Crashes,2005_All_Pedestrian_Crashes,2006_All_Pedestrian_Crashes,2007_All_Pedestrian_Crashes,2008_All_Pedestrian_Crashes,2009_All_Pedestian_Crashes,2010_All_Pedestrian_Crashes,2011_All_Pedestrian_Crashes,2012_All_Pedestrian_Crashes,2013_All_Pedestrian_Crashes,2004_Pedestrian_Fatal_Crashes,2005_Pedestrian_Fatal_Crashes,2006_Pedestrian_Fatal_Crashes,2007_Pedestrian_Fatal_Crashes,2008_Pedestrian_Fatal_Crashes,2009_Pedestrian_Fatal_Crashes,2010_Pedestrian_Fatal_Crashes,2011_Pedestrian_Fatal_Crashes,2012_Pedestrian_Fatal_Crashes,2013_Pedestrian_Fatal_Crashes,2004_Pedestrian_NumberFatalities,2005_Pedestrian_NumberFatalities,2006_Pedestrian_NumberFatalities,2007_Pedestrian_NumberFatalites,2008_Pedestrian_Number_Fatalities,2009_Pedestrian_Number_Fatalities,2010_Pedestrian_Number_Fatalities,2011_Pedestrian_Number_Fatalities,2012_Pedestrian_Number_Fatalities,2013_Pedestrian_Number_Fatalities,2004_Pedestrian_Injury_Crashes,2005_Pedestrian_Injury_Crashes,2006_Pedestrian_Injury_Crashes,2007_Pedestrian_Injury_Crashes,2008_Pedestrian_Injury_Crashes,2009_Pedestrian_Injury_Crashes,2010_Pedestrian_Injury_Crashes,2011_Pedestrian_Injury_Crashes,2012_Pedestrian_Injury_Crashes,2013_Pedestrian_Injury_Crashes,2004_Pedestrian_Number_Injuries,2005_Pedestrian_Number_Injuries,2006_Pedestrian_Number_Injuries,2007_Pedestrian_Number_Injuries,2008_Pedestrian_Number_Injuries,2009_Pedestrian_Number_Injuries,2010_Pedestrian_Number_Injuries,2011_Pedestrian_Number_Injuries,2012_Pedestrian_Number_Injuries,2013_Pedestrian_Number_Injuries,2004_All_Truck_Crashes,2005_All_Truck_Crashes,2006_All_Truck_Crashes,2007_All_Truck_Crashes,2008_All_Truck_Crashes,2009_All_Truck_Crashes,2010_All_Truck_Crashes,2011_All_Truck_Crashes,2012_All_Truck_Crashes,2013_All_Truck_Crashes,2004_Truck_Fatal_Crashes,2005_Truck_Fatal_Crashes,2006_Truck_Fatal_Crashes,2007_Truck_Fatal_Crashes,2008_Truck_Fatal_Crashes,2009_Truck_Fatal_Crashes,2010_Truck_Fatal_Crashes,2011_Truck_Fatal_Crashes,2012_Truck_Fatal_Crashes,2013_Truck_Fatal_Crashes,2004_Truck_Number_Fatalities,2005_Truck_Number_Fatalities,2006_Truck_Number_Fatalities,2007_Truck_Number_Fatalities,2008_Truck_Number_Fatalities,2009_Truck_Number_Fatalities,2010_Truck_Number_Fatalities,2011_Truck_Number_Fatalities,2012_Truck_Number_Fatalities,2013_Truck_Number_Fatalities,2004_Truck_Injury_Crashes,2005_Truck_Injury_Crashes,2006_Truck_Injury_Crashes,2007_Truck_Injury_Crashes,2008_Truck_Injury_Crashes,2009_Truck_Injury_Crashes,2010_Truck_Injury_Crashes,2011_Truck_Injury_Crashes,2012_Truck_Injury_Crashes,2013_Truck_Injury_Crashes,2004_Truck_Number_Injuries,2005_Truck_Number_Injuries,2006_Truck_Number_Injuries,2007_Truck_Number_Injuries,2008_Truck_Number_Injuries,2009_Truck_Number_Injuries,2010_Truck_Number_Injuries,2011_Truck_Number_Injuries,2012_Truck_Number_Injuries,2013_Truck_Number_Injuries
207,NEWTON,1754,2470,2326,2273,2049,1591,1433,1479,1493,1485,19,22,20,39,31,30,32,37,45,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,16,16,34,21,20,22,28,37,22,14,17,16,36,23,20,23,29,37,22,40,38,35,46,46,43,47,45,57,53,0,0,2,0,1,0,0,0,2,2,0,0,2,0,1,0,0,0,2,2,35,24,23,36,35,28,35,35,48,39,42,25,25,37,42,30,35,36,51,43,104,140,143,123,155,132,98,137,98,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,26,15,12,14,21,14,13,14,25,24,34,18,14,17,23,30,17,19
208,NORFOLK,133,122,114,109,105,102,102,79,81,97,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,11,4,6,7,12,5,8,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,1,0,1,0,0,3,0,0,0,4
213,NORTH READING,172,209,253,234,195,141,154,147,129,135,1,2,4,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,2,2,0,0,0,1,1,3,2,3,2,3,0,0,0,0,2,1,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,2,0,1,1,2,1,0,0,0,15,19,11,13,11,8,9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,3,1,1,3,2,1,4,3,1,3,5,1,1,4,2,1
219,NORWELL,282,336,315,286,237,192,198,230,152,279,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,2,2,2,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,0,1,0,1,2,0,1,1,3,0,1,1,0,1,12,12,19,12,6,5,6,16,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,2,2,1,3,0,3,6,1,2,3,6,2,3,4,0,4
220,NORWOOD,623,771,729,729,630,467,436,457,498,483,6,7,10,4,3,3,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,3,3,2,1,4,4,3,5,5,7,3,3,2,1,4,5,4,11,7,9,16,9,9,13,11,11,12,2,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,2,0,0,8,6,7,10,4,7,10,4,8,7,10,6,7,12,4,7,10,4,9,7,45,42,51,41,29,30,21,31,23,43,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,11,9,9,9,9,4,2,3,3,13,14,11,9,12,14,4,2,3,5,19
229,PEABODY,1067,1318,1177,1147,1003,744,559,1004,1161,1163,13,5,2,5,4,3,4,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,2,4,2,3,8,6,3,8,3,1,2,4,4,3,8,6,3,7,17,14,14,7,5,6,12,23,17,1,1,0,0,1,0,0,1,0,2,1,1,0,0,1,0,0,1,0,2,6,12,9,8,5,5,6,7,18,12,7,12,9,9,5,5,6,7,20,13,59,66,66,50,51,38,35,64,58,74,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,14,14,13,12,13,4,8,9,9,4,21,19,17,14,22,5,9,9,9,8
231,PEMBROKE,439,417,370,407,339,311,319,291,310,320,4,2,2,1,2,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,3,1,0,1,3,1,2,1,4,2,3,1,0,1,3,2,4,3,3,4,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,1,2,1,5,3,2,2,3,3,3,1,2,1,5,15,19,8,17,20,16,15,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,3,2,6,9,3,3,0,7,4,2,3,4,9,21,3,3
243,QUINCY,2237,2706,2599,2506,2260,1872,1782,1750,1871,1995,21,17,11,15,12,21,15,21,27,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,11,5,8,7,12,13,11,16,14,12,11,5,8,7,12,13,11,16,14,57,59,63,56,66,55,49,65,85,70,0,1,4,1,1,1,1,0,5,0,0,1,4,1,1,1,1,0,5,0,38,36,40,38,41,31,39,48,56,48,39,38,42,40,45,33,41,49,61,54,99,111,135,90,115,110,95,77,92,109,1,0,0,0,1,1,0,1,1,0,2,0,0,0,0,1,0,1,2,0,17,21,15,10,18,27,9,18,14,12,31,30,17,12,20,38,10,25,18,13
244,RANDOLPH,666,786,784,838,823,714,637,617,325,199,8,1,2,4,3,5,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,2,0,0,1,1,2,0,0,8,1,2,0,0,1,1,7,0,0,13,9,14,9,12,12,15,14,7,1,0,0,2,0,1,0,1,1,1,1,0,0,2,0,1,0,1,1,1,1,11,4,10,4,8,6,8,7,4,0,11,5,10,4,9,6,9,7,7,0,38,42,46,26,40,43,29,25,22,13,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,7,8,8,12,11,4,9,6,4,13,10,11,10,15,14,3,17,8,6
246,READING,466,581,529,550,510,275,467,427,487,401,5,4,1,3,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,1,3,2,1,3,1,1,0,1,0,1,3,2,9,3,5,4,1,2,10,4,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,4,4,1,0,5,2,6,1,6,1,4,4,1,0,6,2,6,1,32,29,32,29,31,14,22,33,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,6,2,2,2,3,1,8,4,3,4,6,2,4,2,2,1
248,REVERE,808,1098,1230,935,863,777,667,607,559,659,4,7,2,6,2,10,7,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,8,3,4,5,9,3,2,1,4,0,8,3,4,5,10,20,12,11,18,27,30,22,29,24,25,1,1,2,0,0,2,2,2,0,1,1,1,2,0,0,2,2,2,0,1,10,7,6,14,20,21,11,20,19,19,12,8,6,18,21,21,12,20,20,20,34,37,73,48,45,54,37,36,38,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,18,13,10,17,11,11,8,11,16,14,20,14,13,20,11,15,15,15
251,ROCKLAND,317,372,385,368,340,246,236,239,198,126,3,2,5,4,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,3,0,3,2,0,0,3,2,4,3,3,0,3,3,0,0,7,2,5,3,7,5,5,6,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,2,4,2,5,5,5,6,0,1,6,3,4,2,5,5,9,6,0,1,22,18,19,16,11,15,7,14,10,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5,5,7,6,1,7,2,3,5,3,5,6,7,7,1,8,7,4,6,3
252,ROCKPORT,56,55,76,41,53,55,35,22,16,13,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,1,0,0,0,1,0,1,1,3,3,1,0,0,3,3,7,3,3,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
258,SALEM,1071,1251,1238,1133,1062,964,980,858,838,894,20,25,20,21,22,12,17,14,24,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,14,9,12,15,6,10,10,18,12,16,15,9,12,17,6,11,10,19,12,38,23,28,34,29,22,39,38,45,18,0,0,2,0,1,1,0,1,2,2,0,0,2,0,1,1,0,1,2,2,26,10,21,26,10,13,27,22,33,9,27,11,23,27,10,13,28,23,35,11,55,50,61,57,48,45,48,33,38,47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,3,15,7,5,10,11,10,5,4,16,4,18,10,8,15,16,14,6,6
262,SAUGUS,756,1023,1022,774,805,630,548,398,478,553,3,4,3,1,2,1,3,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,1,0,0,2,1,2,3,4,4,3,1,0,0,2,1,2,3,7,9,14,5,8,10,10,7,10,17,1,2,0,1,0,1,1,1,0,1,1,2,0,2,0,1,1,1,0,1,5,5,11,3,7,8,7,6,9,15,5,6,11,3,8,9,10,7,9,17,47,37,41,38,39,26,27,15,29,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17,11,10,9,7,5,3,6,6,4,26,14,15,9,8,8,4,6,9,4
264,SCITUATE,104,121,120,107,105,67,66,47,146,169,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,2,0,1,1,0,1,1,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,5,0,0,2,0,0,0,1,1,5,3,5,6,4,5,4,4,13,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,3,1,1,3,0,2,0,2,1,0,4,1,2,3,0
266,SHARON,346,420,343,378,296,299,273,274,297,342,0,5,3,5,3,3,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,1,1,1,2,5,0,2,3,4,2,1,1,1,2,5,1,1,2,3,5,1,2,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,3,1,0,1,0,1,2,1,2,2,4,1,0,1,1,1,12,29,13,13,16,13,14,16,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,2,3,0,4,6,4,3,6,4,4,3,4,0,4,6,4,4
269,SHERBORN,158,151,144,122,139,129,124,148,150,145,0,1,1,1,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,8,5,4,5,5,5,7,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,2,0,2,2,2,1,1,2,0,1,2,0
274,SOMERVILLE,1013,1363,1545,1396,1289,959,855,746,769,810,37,38,39,47,61,60,56,40,48,70,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31,30,26,34,44,37,44,34,32,48,31,30,26,34,45,40,44,36,32,48,45,49,40,52,50,51,51,54,59,51,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,31,31,30,38,39,36,40,43,47,37,33,33,31,42,39,41,43,45,52,44,56,76,81,88,86,77,68,58,67,71,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,11,16,17,11,7,9,11,4,12,8,17,17,20,11,10,11,12,4,17
277,SOUTHBOROUGH,240,289,252,278,279,266,131,274,204,179,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,1,1,0,0,1,0,2,2,1,0,1,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,12,24,17,19,19,27,12,28,19,15,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8,2,5,3,5,1,3,3,5,1,11,5,5,3,5,1,4,3,5
284,STONEHAM,503,609,594,556,518,361,335,334,301,338,0,4,4,4,1,2,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,1,2,1,0,3,0,4,1,4,0,1,2,1,0,3,8,7,4,5,11,5,4,5,4,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,4,1,3,8,2,3,4,3,5,5,6,1,3,10,2,5,4,3,6,26,26,34,25,18,14,20,8,18,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,8,10,3,5,0,2,2,2,3,9,17,12,5,7,0,2,3,4,3
285,STOUGHTON,795,891,867,830,730,712,600,700,694,625,6,10,10,5,6,8,5,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,1,4,5,3,11,4,2,4,6,7,1,4,5,3,12,4,2,10,4,15,8,17,7,9,6,12,8,1,0,0,0,0,1,2,0,1,1,1,0,0,0,0,1,2,0,1,1,6,2,14,5,12,6,4,5,10,6,9,2,15,6,12,6,5,8,11,7,62,61,73,46,45,49,38,44,35,43,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,13,10,12,10,3,8,6,5,5,7,17,13,21,13,3,14,9,7,7,11
286,STOW,116,137,114,116,98,88,76,48,111,77,0,0,2,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,1,0,0,1,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,4,4,6,6,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,2
288,SUDBURY,367,403,333,322,357,264,292,272,267,241,0,2,4,6,0,2,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,1,1,4,3,3,0,1,3,4,0,1,1,4,3,3,2,4,2,0,3,4,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,4,2,1,2,4,1,4,2,0,0,5,2,1,2,4,16,13,15,18,25,15,9,10,13,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,4,6,3,2,2,1,2,4,2,0,4,7,7,3,4,1,2
291,SWAMPSCOTT,202,269,233,245,213,181,154,179,133,157,5,3,4,6,2,5,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,1,2,1,2,2,2,1,1,0,1,1,2,1,2,5,4,5,5,7,5,4,3,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,2,1,2,2,1,2,1,2,0,1,2,1,2,11,13,16,11,15,7,7,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,5,4,1,1,3,2,0,4,1,10,5,7,2,2,6,4,0
298,TOPSFIELD,145,156,121,112,111,98,97,74,72,65,1,1,2,2,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,2,0,1,0,1,1,2,3,0,0,3,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,9,12,2,6,6,9,5,4,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,3,1,1,1,0,3,4,0,2,0,2,2,2,1,0
305,WAKEFIELD,474,509,537,441,399,395,198,63,425,460,6,2,10,4,7,7,3,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,2,7,7,3,0,7,6,4,2,7,2,7,7,3,0,7,6,12,7,6,5,8,9,2,3,13,12,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,9,4,4,4,5,6,1,2,9,9,10,7,5,4,5,8,1,3,9,9,26,32,34,26,26,29,12,3,23,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,7,3,5,6,0,1,4,3,10,6,7,4,6,6,0,1,4,3
307,WALPOLE,514,542,538,469,488,413,404,416,420,417,2,0,3,2,2,2,4,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,1,0,0,2,0,1,0,1,0,3,1,7,3,4,4,1,7,7,7,7,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,3,0,2,4,4,5,3,2,1,2,3,0,2,5,4,5,3,33,35,27,21,19,19,28,30,20,27,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,5,2,3,4,4,3,6,6,4,11,7,7,3,4,5,4,7,7,6
308,WALTHAM,1491,1629,1660,1264,1574,1428,1414,1413,1295,1401,26,16,28,9,28,34,19,26,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,22,6,17,25,14,20,20,20,16,11,22,6,18,25,15,20,21,20,32,30,39,25,50,35,27,45,42,33,2,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,22,16,23,15,34,27,24,39,35,26,25,17,27,15,37,27,27,40,39,26,87,120,113,79,103,84,92,86,87,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,9,13,13,9,16,6,13,14,14,15,14,20,15,10,18,7,20,14
314,WATERTOWN,445,569,532,540,454,349,328,336,423,373,8,6,6,9,9,12,10,13,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,7,8,10,9,11,20,7,2,4,4,7,8,10,9,11,21,7,16,12,23,14,18,23,20,16,24,20,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,11,8,17,8,13,19,20,14,20,14,11,8,17,8,18,20,21,14,20,16,29,37,34,29,27,27,24,30,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,5,3,4,3,7,3,6,7,3,7,6,3,6,3,8,3,8,10
315,WAYLAND,288,295,274,234,174,192,199,254,225,264,1,4,1,1,0,2,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,1,0,3,2,0,1,2,2,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,2,0,1,0,0,2,0,18,26,26,11,10,13,14,18,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,3,2,4,3,6,0,2,9,7,9,3,3,4,4,7,0,2
317,WELLESLEY,947,1074,930,936,885,757,909,832,859,885,9,4,7,10,8,7,12,11,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,2,5,7,7,4,10,6,3,6,7,2,5,7,7,4,10,6,3,6,20,8,7,12,12,2,9,8,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,6,8,6,1,6,7,6,8,16,7,6,8,6,1,6,7,6,8,64,95,70,74,49,41,44,51,45,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6,11,9,11,8,6,5,3,5,4,6,12,9,11,9,6,6,3,8,4
320,WENHAM,85,96,82,97,88,53,76,75,46,60,1,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,2,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,2,2,0,2,1,0,0,1,0,0,5,3,5,8,7,4,2,4,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,2,2,0,0,1,2,2,1,1,1,3,4,1
333,WESTON,563,637,559,552,608,532,440,484,558,636,3,2,2,3,3,4,2,6,8,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,3,1,2,4,8,2,2,1,2,1,3,1,2,4,8,2,1,1,0,3,4,2,2,1,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,2,1,4,2,0,0,0,3,2,4,2,1,5,3,71,65,42,52,58,56,46,54,62,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,11,7,10,7,8,10,3,8,4,15,14,14,10,10,8,13,3,10,4
